,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BLTNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CTDFLUORO,CTDFLUORO_FLAG_W,CTDPAR,CTDPAR_FLAG_W,CTDTRANS,CTDTRANS_FLAG_W,AMMONIA,AMMONIA_FLAG_W,NITRIT,NITRIT_FLAG_W
603,  09AR20070117,  SR03,30.0,1.0,21.0,21.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    100.0,   9.8179,  34.6380,2.0,  34.6399,2.0,   273.03,2.0,   271.74,2.0,      2.4,2.0,    11.64,2.0,     0.88,2.0,0.212,2.0,1.4869999999999999,2.0,0.975,2.0,     0.95,2.0,     0.27,2.0
604,  09AR20070117,  SR03,30.0,1.0,20.0,20.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    125.5,   9.6840,  34.6946,2.0,-999.0000,9.0,   270.95,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.04,2.0,1.088,2.0,0.978,2.0,  -999.00,9.0,  -999.00,9.0
605,  09AR20070117,  SR03,30.0,1.0,19.0,19.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    150.4,   9.5357,  34.7084,2.0,-999.0000,9.0,   267.50,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.001,2.0,0.759,2.0,0.98,2.0,  -999.00,9.0,  -999.00,9.0
606,  09AR20070117,  SR03,30.0,1.0,18.0,18.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    174.2,   9.3258,  34.6804,2.0,-999.0000,9.0,   267.85,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.024,2.0,0.402,2.0,0.98,2.0,  -999.00,9.0,  -999.00,9.0
607,  09AR20070117,  SR03,30.0,1.0,17.0,17.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    199.0,   9.2106,  34.6629,2.0,  34.6584,2.0,   265.65,2.0,   266.26,2.0,      3.6,2.0,    14.19,2.0,     0.97,2.0,-0.027999999999999997,2.0,0.009000000000000001,2.0,0.98,2.0,     0.01,2.0,     0.05,2.0
608,  09AR20070117,  SR03,30.0,1.0,16.0,16.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    224.4,   9.0155,  34.6288,2.0,-999.0000,9.0,   269.33,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.036000000000000004,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
609,  09AR20070117,  SR03,30.0,1.0,15.0,15.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    250.1,   8.9533,  34.6179,2.0,-999.0000,9.0,   271.16,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.038,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
610,  09AR20070117,  SR03,30.0,1.0,14.0,14.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    273.9,   8.8948,  34.6085,2.0,-999.0000,9.0,   270.14,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.040999999999999995,2.0,0.002,2.0,0.98,2.0,  -999.00,9.0,  -999.00,9.0
611,  09AR20070117,  SR03,30.0,1.0,13.0,13.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    300.2,   8.8179,  34.5963,2.0,  34.6584,4.0,   270.24,2.0,   271.12,2.0,      3.7,2.0,    14.78,2.0,     1.00,2.0,-0.046,2.0,0.002,2.0,0.9790000000000001,2.0,     0.01,2.0,     0.03,2.0
612,  09AR20070117,  SR03,30.0,1.0,12.0,12.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    324.9,   8.7501,  34.5853,2.0,-999.0000,9.0,   270.40,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.049,2.0,0.002,2.0,0.9790000000000001,2.0,  -999.00,9.0,  -999.00,9.0
613,  09AR20070117,  SR03,30.0,1.0,11.0,11.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    352.6,   8.7418,  34.5859,2.0,-999.0000,9.0,   270.61,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.042,2.0,0.002,2.0,0.98,2.0,  -999.00,9.0,  -999.00,9.0
614,  09AR20070117,  SR03,30.0,1.0,10.0,10.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    373.2,   8.6950,  34.5782,2.0,-999.0000,9.0,   270.51,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.052000000000000005,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
615,  09AR20070117,  SR03,30.0,1.0,9.0,9.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    397.5,   8.6769,  34.5768,2.0,-999.0000,9.0,   270.95,2.0,   269.95,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.047,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
616,  09AR20070117,  SR03,30.0,1.0,8.0,8.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    449.1,   8.6089,  34.5669,2.0,-999.0000,9.0,   267.85,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.053,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
617,  09AR20070117,  SR03,30.0,1.0,7.0,7.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    498.3,   8.5929,  34.5669,2.0,-999.0000,9.0,   264.36,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.054000000000000006,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
618,  09AR20070117,  SR03,30.0,1.0,6.0,6.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    552.6,   8.4906,  34.5521,2.0,-999.0000,9.0,   264.42,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.055,2.0,0.002,2.0,0.982,2.0,  -999.00,9.0,  -999.00,9.0
619,  09AR20070117,  SR03,30.0,1.0,5.0,5.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    599.6,   8.3737,  34.5360,2.0,-999.0000,9.0,   262.13,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.055999999999999994,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
620,  09AR20070117,  SR03,30.0,1.0,4.0,4.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    699.3,   8.0684,  34.5172,2.0,-999.0000,9.0,   242.97,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.049,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
621,  09AR20070117,  SR03,30.0,1.0,3.0,3.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    800.9,   7.4191,  34.4727,2.0,  34.4732,2.0,   215.81,2.0,   215.98,2.0,     12.2,2.0,    22.93,2.0,     1.48,2.0,-0.045,2.0,0.002,2.0,0.981,2.0,     0.00,2.0,     0.00,2.0
622,  09AR20070117,  SR03,30.0,1.0,2.0,2.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    900.6,   6.5196,  34.4303,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.042,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
623,  09AR20070117,  SR03,30.0,1.0,1.0,1.0,2.0,20070125.0,2356.0,-46.5797,140.6413,4650.0,    998.2,   5.7339,  34.3978,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.043,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
624,  09AR20070117,  SR03,31.0,1.0,24.0,24.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,     15.9,  12.7549,  34.7002,2.0,  34.7001,2.0,   272.67,2.0,   271.97,2.0,      0.0,2.0,     4.40,2.0,     0.26,2.0,2.801,2.0,0.002,2.0,0.9359999999999999,2.0,     0.17,2.0,     0.08,2.0
625,  09AR20070117,  SR03,31.0,1.0,23.0,23.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,     28.6,  12.7548,  34.7002,2.0,  34.7005,2.0,   272.78,2.0,   271.68,2.0,      0.1,2.0,     4.38,2.0,     0.27,2.0,2.6889999999999996,2.0,0.002,2.0,0.935,2.0,     0.20,2.0,     0.08,2.0
626,  09AR20070117,  SR03,31.0,1.0,22.0,22.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,     43.7,  12.7315,  34.7002,2.0,  34.7009,2.0,   272.68,2.0,   271.58,2.0,      0.1,2.0,     4.51,2.0,     0.28,2.0,2.509,2.0,0.002,2.0,0.9359999999999999,2.0,     0.21,2.0,     0.08,2.0
627,  09AR20070117,  SR03,31.0,1.0,21.0,21.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,     57.5,  11.6276,  34.7155,2.0,  34.7140,2.0,   271.98,2.0,   271.72,2.0,      0.6,2.0,     6.79,2.0,     0.64,2.0,0.83,2.0,0.002,2.0,0.965,2.0,     1.17,2.0,     0.14,2.0
628,  09AR20070117,  SR03,31.0,1.0,20.0,20.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,     79.1,  10.7721,  34.7038,2.0,  34.7042,2.0,   269.66,2.0,   270.99,2.0,      1.4,2.0,     8.90,2.0,     0.76,2.0,0.614,2.0,0.002,2.0,0.97,2.0,     1.38,2.0,     0.27,2.0
629,  09AR20070117,  SR03,31.0,1.0,19.0,19.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,     99.5,  10.2873,  34.7272,2.0,  34.7115,2.0,   266.81,2.0,   267.85,2.0,      2.3,2.0,    11.04,2.0,     0.84,2.0,0.301,2.0,0.002,2.0,0.9740000000000001,2.0,     0.61,2.0,     0.68,2.0
630,  09AR20070117,  SR03,31.0,1.0,18.0,18.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    125.9,   9.4118,  34.6465,2.0,  34.6470,2.0,   267.06,2.0,   267.63,2.0,      3.1,2.0,    13.34,2.0,     0.92,2.0,0.03,2.0,0.002,2.0,0.9790000000000001,2.0,     0.03,2.0,     0.07,2.0
631,  09AR20070117,  SR03,31.0,1.0,17.0,17.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    149.8,   9.2902,  34.6466,2.0,  34.6470,2.0,   267.76,2.0,   268.99,2.0,      3.4,2.0,    13.55,2.0,     0.93,2.0,-0.006999999999999999,2.0,0.002,2.0,0.98,2.0,     0.02,2.0,     0.02,2.0
632,  09AR20070117,  SR03,31.0,1.0,16.0,16.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    173.8,   9.1905,  34.6376,2.0,  34.6376,2.0,   266.53,2.0,   268.79,2.0,      3.4,2.0,    13.72,2.0,     0.94,2.0,-0.027000000000000003,2.0,0.002,2.0,0.98,2.0,     0.00,2.0,     0.02,2.0
633,  09AR20070117,  SR03,31.0,1.0,15.0,15.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    199.9,   9.1909,  34.6476,2.0,  34.6470,2.0,   266.92,2.0,   267.92,2.0,      3.5,2.0,    13.75,2.0,     0.97,2.0,-0.025,2.0,0.002,2.0,0.98,2.0,     0.03,2.0,     0.03,2.0
634,  09AR20070117,  SR03,31.0,1.0,14.0,14.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    224.9,   9.1386,  34.6417,2.0,  34.6415,2.0,   268.28,2.0,   267.72,2.0,      3.6,2.0,    13.95,2.0,     0.97,2.0,-0.036000000000000004,2.0,0.002,2.0,0.98,2.0,     0.02,2.0,     0.01,2.0
635,  09AR20070117,  SR03,31.0,1.0,13.0,13.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    250.3,   9.0907,  34.6366,2.0,  34.6364,2.0,   267.83,2.0,   268.89,2.0,      3.6,2.0,    13.91,2.0,     0.95,2.0,-0.039,2.0,0.002,2.0,0.981,2.0,     0.00,2.0,     0.02,2.0
636,  09AR20070117,  SR03,31.0,1.0,12.0,12.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    275.4,   9.0801,  34.6390,2.0,  34.6388,2.0,   265.29,2.0,   268.20,2.0,      3.7,2.0,    14.05,2.0,     0.97,2.0,-0.04,2.0,0.002,2.0,0.98,2.0,     0.01,2.0,     0.02,2.0
637,  09AR20070117,  SR03,31.0,1.0,11.0,11.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    299.1,   9.0323,  34.6327,2.0,  34.6329,2.0,   264.06,2.0,   265.48,2.0,      3.9,2.0,    14.30,2.0,     0.99,2.0,-0.040999999999999995,2.0,0.002,2.0,0.98,2.0,     0.01,2.0,     0.01,2.0
638,  09AR20070117,  SR03,31.0,1.0,10.0,10.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    349.7,   8.9364,  34.6219,2.0,  34.6221,2.0,   262.39,2.0,   263.33,2.0,      4.0,2.0,    14.77,2.0,     1.01,2.0,-0.035,2.0,0.002,2.0,0.98,2.0,     0.00,2.0,     0.02,2.0
639,  09AR20070117,  SR03,31.0,1.0,9.0,9.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    402.8,   8.8618,  34.6123,2.0,  34.6124,2.0,   262.67,2.0,   261.68,2.0,      4.2,2.0,    15.21,2.0,     1.03,2.0,-0.042,2.0,0.002,2.0,0.98,2.0,     0.00,2.0,     0.01,2.0
640,  09AR20070117,  SR03,31.0,1.0,8.0,8.0,2.0,20070126.0,1144.0,-46.4758,140.3373,4400.0,    449.6,   8.7824,  34.6026,2.0,  34.6028,2.0,   259.11,2.0,   256.71,2.0,      4.5,2.0,    15.77,2.0,     1.06,2.0,-0.040999999999999995,2.0,0.002,2.0,0.98,2.0,     0.00,2.0,  -999.00,9.0
