,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BLTNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CTDFLUORO,CTDFLUORO_FLAG_W,CTDPAR,CTDPAR_FLAG_W,CTDTRANS,CTDTRANS_FLAG_W,AMMONIA,AMMONIA_FLAG_W,NITRIT,NITRIT_FLAG_W
1216,  09AR20070117,  SR03,55.0,1.0,8.0,8.0,2.0,20070204.0,504.0,-54.1858,146.4742,3500.0,    451.0,   2.4590,  34.4688,2.0,  34.4677,2.0,   180.02,2.0,   181.21,2.0,     66.1,2.0,    35.57,2.0,     2.59,2.0,-0.040999999999999995,2.0,0.002,2.0,0.98,2.0,     0.00,2.0,  -999.00,9.0
1217,  09AR20070117,  SR03,55.0,1.0,7.0,7.0,2.0,20070204.0,504.0,-54.1858,146.4742,3500.0,    500.2,   2.4414,  34.5078,2.0,-999.0000,9.0,   176.48,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.038,2.0,0.002,2.0,0.98,2.0,  -999.00,9.0,  -999.00,9.0
1218,  09AR20070117,  SR03,55.0,1.0,6.0,6.0,2.0,20070204.0,504.0,-54.1858,146.4742,3500.0,    600.7,   2.4054,  34.5640,2.0,  34.5639,2.0,   173.93,2.0,   174.39,2.0,     72.4,2.0,    35.23,2.0,     2.57,2.0,-0.04,2.0,0.002,2.0,0.98,2.0,     0.00,2.0,  -999.00,9.0
1219,  09AR20070117,  SR03,55.0,1.0,5.0,5.0,2.0,20070204.0,504.0,-54.1858,146.4742,3500.0,    701.3,   2.3470,  34.6135,2.0,  34.6140,2.0,   173.89,2.0,   173.50,2.0,     75.3,2.0,    34.62,2.0,     2.53,2.0,-0.035,2.0,0.002,2.0,0.981,2.0,     0.01,2.0,  -999.00,9.0
1220,  09AR20070117,  SR03,55.0,1.0,4.0,4.0,2.0,20070204.0,504.0,-54.1858,146.4742,3500.0,    799.6,   2.3050,  34.6481,2.0,  34.6484,2.0,   175.99,2.0,   176.32,2.0,     77.3,2.0,    34.14,2.0,     2.49,2.0,-0.04,2.0,0.002,2.0,0.981,2.0,     0.00,2.0,  -999.00,9.0
1221,  09AR20070117,  SR03,55.0,1.0,3.0,3.0,2.0,20070204.0,504.0,-54.1858,146.4742,3500.0,   1003.5,   2.2009,  34.7043,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.036000000000000004,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
1222,  09AR20070117,  SR03,55.0,1.0,2.0,2.0,2.0,20070204.0,504.0,-54.1858,146.4742,3500.0,   1003.5,   2.2017,  34.7041,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.036000000000000004,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
1223,  09AR20070117,  SR03,55.0,1.0,1.0,1.0,2.0,20070204.0,504.0,-54.1858,146.4742,3500.0,   1002.0,   2.2041,  34.7033,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.035,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
1224,  09AR20070117,  SR03,56.0,1.0,24.0,24.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     16.0,   5.4170,  33.8030,2.0,-999.0000,9.0,   316.01,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.7309999999999999,2.0,1.714,2.0,0.9440000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1225,  09AR20070117,  SR03,56.0,1.0,23.0,23.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     15.0,   5.4141,  33.8032,2.0,  33.8030,2.0,   316.01,2.0,   315.39,2.0,      0.6,2.0,    23.57,2.0,     1.56,2.0,1.464,2.0,1.607,2.0,0.943,2.0,     0.18,2.0,  -999.00,9.0
1226,  09AR20070117,  SR03,56.0,1.0,22.0,22.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     31.5,   5.3760,  33.8054,2.0,-999.0000,9.0,   316.57,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.943,2.0,1.3719999999999999,2.0,0.9440000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1227,  09AR20070117,  SR03,56.0,1.0,21.0,21.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     32.0,   5.3751,  33.8056,2.0,-999.0000,9.0,   316.57,2.0,   315.97,2.0,      0.6,2.0,    23.58,2.0,     1.56,2.0,1.663,2.0,1.385,2.0,0.943,2.0,     0.21,2.0,  -999.00,9.0
1228,  09AR20070117,  SR03,56.0,1.0,20.0,20.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     49.8,   5.1137,  33.8184,2.0,-999.0000,9.0,   316.23,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.31,2.0,0.743,2.0,0.938,2.0,  -999.00,9.0,  -999.00,9.0
1229,  09AR20070117,  SR03,56.0,1.0,19.0,19.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     50.9,   5.0008,  33.8194,2.0,  33.8198,2.0,   316.23,2.0,   319.26,2.0,      0.7,2.0,    23.76,2.0,     1.60,2.0,2.36,2.0,0.795,2.0,0.938,2.0,     0.23,2.0,  -999.00,9.0
1230,  09AR20070117,  SR03,56.0,1.0,18.0,18.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     56.0,   3.2890,  33.8490,2.0,-999.0000,9.0,   331.52,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.292,2.0,0.511,2.0,0.9420000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1231,  09AR20070117,  SR03,56.0,1.0,17.0,17.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     58.4,   2.7928,  33.8520,2.0,-999.0000,9.0,   333.92,2.0,   335.35,2.0,      1.2,2.0,    25.50,2.0,     1.87,2.0,2.335,2.0,0.625,2.0,0.9440000000000001,2.0,     0.66,2.0,  -999.00,9.0
1232,  09AR20070117,  SR03,56.0,1.0,16.0,16.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     71.3,   2.2664,  33.8560,2.0,-999.0000,9.0,   330.27,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.92,2.0,0.24600000000000002,2.0,0.941,2.0,  -999.00,9.0,  -999.00,9.0
1233,  09AR20070117,  SR03,56.0,1.0,15.0,15.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     71.0,   2.2756,  33.8561,2.0,-999.0000,9.0,   331.17,2.0,   329.30,2.0,      6.2,2.0,    26.52,2.0,     2.07,2.0,3.147,2.0,0.293,2.0,0.941,2.0,     1.01,2.0,  -999.00,9.0
1234,  09AR20070117,  SR03,56.0,1.0,14.0,14.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     79.0,   2.1584,  33.8588,2.0,-999.0000,9.0,   330.19,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.638,2.0,0.043,2.0,0.943,2.0,  -999.00,9.0,  -999.00,9.0
1235,  09AR20070117,  SR03,56.0,1.0,13.0,13.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     79.2,   2.1450,  33.8591,2.0,-999.0000,9.0,   329.86,2.0,   329.49,2.0,      6.5,2.0,    26.56,2.0,     2.03,2.0,2.588,2.0,0.064,2.0,0.9440000000000001,2.0,     1.04,2.0,  -999.00,9.0
1236,  09AR20070117,  SR03,56.0,1.0,12.0,12.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     91.4,   1.9458,  33.8631,2.0,-999.0000,9.0,   328.78,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.229,2.0,0.002,2.0,0.956,2.0,  -999.00,9.0,  -999.00,9.0
1237,  09AR20070117,  SR03,56.0,1.0,11.0,11.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     91.0,   1.9504,  33.8632,2.0,  33.8645,2.0,   328.78,2.0,   328.51,2.0,      8.9,2.0,    26.69,2.0,     2.04,2.0,1.163,2.0,0.002,2.0,0.956,2.0,     1.04,2.0,  -999.00,9.0
1238,  09AR20070117,  SR03,56.0,1.0,10.0,10.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,     99.9,   1.6703,  33.8729,2.0,-999.0000,9.0,   327.89,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.51,2.0,0.002,2.0,0.9640000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1239,  09AR20070117,  SR03,56.0,1.0,9.0,9.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,    100.4,   1.6504,  33.8747,2.0,-999.0000,9.0,   327.89,2.0,   327.82,2.0,     12.8,2.0,    27.41,2.0,     2.08,2.0,0.514,2.0,0.002,2.0,0.965,2.0,     0.88,2.0,  -999.00,9.0
1240,  09AR20070117,  SR03,56.0,1.0,8.0,8.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,    110.0,   1.4034,  33.8919,2.0,-999.0000,9.0,   325.54,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.22,2.0,0.002,2.0,0.97,2.0,  -999.00,9.0,  -999.00,9.0
1241,  09AR20070117,  SR03,56.0,1.0,7.0,7.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,    110.6,   1.3967,  33.8931,2.0,  33.8928,2.0,   325.54,2.0,   326.15,2.0,     15.9,2.0,    28.14,2.0,     2.09,2.0,0.203,2.0,0.002,2.0,0.971,2.0,     0.62,2.0,  -999.00,9.0
1242,  09AR20070117,  SR03,56.0,1.0,6.0,6.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,    124.8,   1.2288,  33.9287,2.0,-999.0000,9.0,   320.35,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.006,2.0,0.002,2.0,0.976,2.0,  -999.00,9.0,  -999.00,9.0
1243,  09AR20070117,  SR03,56.0,1.0,5.0,5.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,    125.2,   1.2243,  33.9316,2.0,  33.9342,2.0,   320.19,2.0,   318.84,2.0,     20.2,2.0,    29.38,2.0,     2.13,2.0,0.022000000000000002,2.0,0.002,2.0,0.976,2.0,     0.21,2.0,  -999.00,9.0
1244,  09AR20070117,  SR03,56.0,1.0,4.0,4.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,    151.6,   0.9322,  33.9724,2.0,-999.0000,9.0,   312.03,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.027000000000000003,2.0,0.002,2.0,0.975,2.0,  -999.00,9.0,  -999.00,9.0
1245,  09AR20070117,  SR03,56.0,1.0,3.0,3.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,    152.0,   0.9390,  33.9643,2.0,  33.9714,2.0,   312.03,2.0,   314.54,2.0,     24.8,2.0,    30.26,2.0,     2.17,2.0,-0.02,2.0,0.002,2.0,0.977,2.0,     0.16,2.0,  -999.00,9.0
1246,  09AR20070117,  SR03,56.0,1.0,2.0,2.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,    175.4,   0.8390,  34.0149,2.0,  34.0086,2.0,   312.29,2.0,   308.98,2.0,     28.4,2.0,    30.73,2.0,     2.23,2.0,-0.027999999999999997,2.0,0.002,2.0,0.978,2.0,     0.17,2.0,  -999.00,9.0
1247,  09AR20070117,  SR03,56.0,1.0,1.0,1.0,2.0,20070204.0,913.0,-54.1858,146.5095,3400.0,    200.1,   1.3972,  34.1119,2.0,  34.1115,2.0,   272.25,2.0,   271.58,2.0,     36.4,2.0,    32.60,2.0,     2.34,2.0,-0.04,2.0,0.002,2.0,0.978,2.0,     0.00,2.0,  -999.00,9.0
1248,  09AR20070117,  SR03,57.0,1.0,24.0,24.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,      8.6,   5.4369,  33.8133,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.017,2.0,0.002,2.0,0.94,2.0,  -999.00,9.0,  -999.00,9.0
1249,  09AR20070117,  SR03,57.0,1.0,23.0,23.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     19.7,   5.4336,  33.8135,2.0,  33.8138,2.0,  -999.00,5.0,   315.77,2.0,      0.8,2.0,    23.53,2.0,     1.58,2.0,2.075,2.0,0.002,2.0,0.94,2.0,     0.21,2.0,  -999.00,9.0
1250,  09AR20070117,  SR03,57.0,1.0,22.0,22.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     25.4,   5.4231,  33.8137,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.104,2.0,0.002,2.0,0.94,2.0,  -999.00,9.0,  -999.00,9.0
1251,  09AR20070117,  SR03,57.0,1.0,21.0,21.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     26.7,   5.4362,  33.8133,2.0,  33.8136,2.0,  -999.00,5.0,   316.65,2.0,      0.8,2.0,    23.54,2.0,     1.57,2.0,2.191,2.0,0.002,2.0,0.94,2.0,     0.17,2.0,  -999.00,9.0
1252,  09AR20070117,  SR03,57.0,1.0,20.0,20.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     36.3,   5.3859,  33.8167,2.0,-999.0000,9.0,   316.05,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.059,2.0,0.002,2.0,0.94,2.0,  -999.00,9.0,  -999.00,9.0
1253,  09AR20070117,  SR03,57.0,1.0,19.0,19.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     36.5,   5.3718,  33.8173,2.0,  33.8181,2.0,   316.05,2.0,   316.06,2.0,      0.8,2.0,    23.60,2.0,     1.57,2.0,2.2969999999999997,2.0,0.002,2.0,0.94,2.0,     0.21,2.0,  -999.00,9.0
1254,  09AR20070117,  SR03,57.0,1.0,18.0,18.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     49.5,   5.2068,  33.8192,2.0,-999.0000,9.0,   329.22,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.425,2.0,0.002,2.0,0.94,2.0,  -999.00,9.0,  -999.00,9.0
1255,  09AR20070117,  SR03,57.0,1.0,17.0,17.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     50.2,   5.1440,  33.8220,2.0,  33.8226,2.0,   329.22,2.0,   317.61,2.0,      1.0,2.0,    23.71,2.0,     1.60,2.0,2.2319999999999998,2.0,0.002,2.0,0.9390000000000001,2.0,     0.22,2.0,  -999.00,9.0
1256,  09AR20070117,  SR03,57.0,1.0,16.0,16.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     63.8,   2.8899,  33.8705,2.0,-999.0000,9.0,   329.50,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.908,2.0,0.002,2.0,0.9420000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1257,  09AR20070117,  SR03,57.0,1.0,15.0,15.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     64.2,   2.8783,  33.8711,2.0,-999.0000,9.0,   329.50,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.8569999999999998,2.0,0.002,2.0,0.943,2.0,  -999.00,9.0,  -999.00,9.0
1258,  09AR20070117,  SR03,57.0,1.0,14.0,14.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     65.1,   2.8899,  33.8701,2.0,-999.0000,9.0,   327.98,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.86,2.0,0.002,2.0,0.9420000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1259,  09AR20070117,  SR03,57.0,1.0,13.0,13.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     64.5,   2.9024,  33.8693,2.0,  33.8703,2.0,   329.50,2.0,   329.90,2.0,      4.3,2.0,    25.94,2.0,     1.90,2.0,3.0839999999999996,2.0,0.002,2.0,0.9420000000000001,2.0,     0.60,2.0,  -999.00,9.0
1260,  09AR20070117,  SR03,57.0,1.0,12.0,12.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     64.7,   2.8958,  33.8697,2.0,-999.0000,9.0,   329.50,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.2030000000000003,2.0,0.002,2.0,0.9420000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1261,  09AR20070117,  SR03,57.0,1.0,11.0,11.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     79.3,   2.3183,  33.8652,2.0,-999.0000,9.0,   331.09,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.7310000000000003,2.0,0.002,2.0,0.948,2.0,  -999.00,9.0,  -999.00,9.0
1262,  09AR20070117,  SR03,57.0,1.0,10.0,10.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     79.6,   2.3013,  33.8655,2.0,  33.8664,2.0,   331.09,2.0,   330.08,2.0,      5.6,2.0,    26.46,2.0,     1.97,2.0,2.7880000000000003,2.0,0.002,2.0,0.948,2.0,     0.75,2.0,  -999.00,9.0
1263,  09AR20070117,  SR03,57.0,1.0,9.0,9.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     91.0,   1.9631,  33.8690,2.0,-999.0000,9.0,   329.56,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.515,2.0,0.002,2.0,0.955,2.0,  -999.00,9.0,  -999.00,9.0
1264,  09AR20070117,  SR03,57.0,1.0,8.0,8.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     90.0,   1.9750,  33.8680,2.0,  33.8682,2.0,   329.11,2.0,   328.80,2.0,      8.0,2.0,    26.61,2.0,     2.01,2.0,1.525,2.0,0.002,2.0,0.9540000000000001,2.0,     0.99,2.0,  -999.00,9.0
1265,  09AR20070117,  SR03,57.0,1.0,7.0,7.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     99.8,   1.7445,  33.8788,2.0,-999.0000,9.0,   329.18,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.8740000000000001,2.0,0.002,2.0,0.96,2.0,  -999.00,9.0,  -999.00,9.0
1266,  09AR20070117,  SR03,57.0,1.0,6.0,6.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,     99.2,   1.7436,  33.8785,2.0,  33.8788,2.0,   329.18,2.0,   327.72,2.0,     11.5,2.0,    27.12,2.0,     2.05,2.0,0.863,2.0,0.002,2.0,0.96,2.0,     1.03,2.0,  -999.00,9.0
1267,  09AR20070117,  SR03,57.0,1.0,5.0,5.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,    125.4,   1.2682,  33.9235,2.0,-999.0000,9.0,   318.44,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.10800000000000001,2.0,0.002,2.0,0.973,2.0,  -999.00,9.0,  -999.00,9.0
1268,  09AR20070117,  SR03,57.0,1.0,4.0,4.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,    125.1,   1.2688,  33.9243,2.0,  33.9240,2.0,   318.44,2.0,   320.98,2.0,     19.0,2.0,    29.02,2.0,     2.13,2.0,0.113,2.0,0.002,2.0,0.973,2.0,     0.33,2.0,  -999.00,9.0
1269,  09AR20070117,  SR03,57.0,1.0,3.0,3.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,    149.0,   0.6898,  33.9439,2.0,  33.9449,2.0,   322.76,2.0,   322.91,2.0,     23.4,2.0,    29.85,2.0,     2.19,2.0,0.001,2.0,0.002,2.0,0.976,2.0,     0.27,2.0,  -999.00,9.0
1270,  09AR20070117,  SR03,57.0,1.0,2.0,2.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,    175.1,   0.7652,  33.9999,2.0,  34.0008,2.0,   307.21,2.0,   307.03,2.0,     28.3,2.0,    30.95,2.0,     2.24,2.0,-0.02,2.0,0.002,2.0,0.977,2.0,     0.02,2.0,  -999.00,9.0
1271,  09AR20070117,  SR03,57.0,1.0,1.0,1.0,2.0,20070204.0,1550.0,-54.2627,146.7317,3600.0,    199.4,   1.8553,  34.1636,2.0,  34.1636,2.0,   253.23,2.0,   253.09,2.0,     39.0,2.0,    33.14,2.0,     2.39,2.0,-0.036000000000000004,2.0,0.002,2.0,0.978,2.0,     0.00,2.0,  -999.00,9.0
1272,  09AR20070117,  SR03,58.0,1.0,24.0,24.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     20.2,   5.2371,  33.8018,2.0,-999.0000,9.0,   314.30,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.185,2.0,0.9179999999999999,2.0,0.9490000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1273,  09AR20070117,  SR03,58.0,1.0,23.0,23.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     19.8,   5.2368,  33.8018,2.0,-999.0000,9.0,   314.30,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.188,2.0,0.922,2.0,0.9490000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1274,  09AR20070117,  SR03,58.0,1.0,22.0,22.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     20.3,   5.2366,  33.8014,2.0,  33.8010,2.0,   314.30,2.0,   313.04,2.0,      0.6,2.0,    24.21,2.0,     1.48,2.0,1.32,2.0,0.927,2.0,0.9490000000000001,2.0,     0.37,2.0,  -999.00,9.0
1275,  09AR20070117,  SR03,58.0,1.0,21.0,21.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     20.0,   5.2364,  33.8012,2.0,-999.0000,9.0,   314.30,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.2329999999999999,2.0,0.92,2.0,0.948,2.0,  -999.00,9.0,  -999.00,9.0
1276,  09AR20070117,  SR03,58.0,1.0,20.0,20.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     30.8,   5.2391,  33.8023,2.0,-999.0000,9.0,   314.52,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.266,2.0,0.652,2.0,0.9490000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1277,  09AR20070117,  SR03,58.0,1.0,19.0,19.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     30.7,   5.2399,  33.8027,2.0,-999.0000,9.0,   314.52,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.227,2.0,0.642,2.0,0.9490000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1278,  09AR20070117,  SR03,58.0,1.0,18.0,18.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     30.7,   5.2403,  33.8027,2.0,  33.8024,2.0,   314.52,2.0,   313.53,2.0,      0.6,2.0,    24.19,2.0,     1.49,2.0,1.153,2.0,0.623,2.0,0.9490000000000001,2.0,     0.35,2.0,  -999.00,9.0
1279,  09AR20070117,  SR03,58.0,1.0,17.0,17.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     30.8,   5.2399,  33.8026,2.0,-999.0000,9.0,   314.52,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.1320000000000001,2.0,0.626,2.0,0.9490000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1280,  09AR20070117,  SR03,58.0,1.0,16.0,16.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     30.3,   5.2396,  33.8024,2.0,-999.0000,9.0,   314.52,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.136,2.0,0.625,2.0,0.9490000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1281,  09AR20070117,  SR03,58.0,1.0,15.0,15.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     30.7,   5.2397,  33.8024,2.0,-999.0000,9.0,   314.52,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.218,2.0,0.627,2.0,0.9490000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1282,  09AR20070117,  SR03,58.0,1.0,14.0,14.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     30.1,   5.2397,  33.8026,2.0,-999.0000,9.0,   314.52,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.245,2.0,0.631,2.0,0.9490000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1283,  09AR20070117,  SR03,58.0,1.0,13.0,13.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     30.4,   5.2400,  33.8028,2.0,-999.0000,9.0,   314.52,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.195,2.0,0.615,2.0,0.9490000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1284,  09AR20070117,  SR03,58.0,1.0,12.0,12.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     70.9,   3.5978,  33.8417,2.0,-999.0000,9.0,   326.59,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.5340000000000003,2.0,0.002,2.0,0.945,2.0,  -999.00,9.0,  -999.00,9.0
1285,  09AR20070117,  SR03,58.0,1.0,11.0,11.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     70.6,   3.6309,  33.8397,2.0,-999.0000,9.0,   326.59,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.226,2.0,0.002,2.0,0.9440000000000001,2.0,  -999.00,9.0,  -999.00,9.0
1286,  09AR20070117,  SR03,58.0,1.0,10.0,10.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     70.6,   3.5327,  33.8342,2.0,  33.8355,2.0,   326.59,2.0,   326.22,2.0,      1.7,2.0,    25.55,2.0,     1.73,2.0,2.4019999999999997,2.0,0.002,2.0,0.9440000000000001,2.0,     0.54,2.0,  -999.00,9.0
1287,  09AR20070117,  SR03,58.0,1.0,9.0,9.0,2.0,20070205.0,1803.0,-54.4588,147.1323,3400.0,     70.9,   3.5318,  33.8398,2.0,-999.0000,9.0,   326.59,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.405,2.0,0.002,2.0,0.9440000000000001,2.0,  -999.00,9.0,  -999.00,9.0
