,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
254,09SS20090203, P15,12.0,1.0,10.0,12019.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,1563,3.209,34.45,2.0,34.4548,2.0,179.7,2.0,180.3,2.0,60.38,2.0,33.39,2.0,2.28,2.0,1.01,2.0,0.447,2.0,2236.3,2.0,2321,2.0,3.0937
255,09SS20090203, P15,12.0,1.0,9.0,12031.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,1762.8,2.859,34.513,2.0,34.5175,2.0,173.2,2.0,173.5,2.0,70.25,2.0,32.99,2.0,2.31,2.0,0.748,2.0,0.323,2.0,2248.9,2.0,2330.9,2.0,2.7308
256,09SS20090203, P15,12.0,1.0,8.0,12021.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,1980.2,2.583,34.593,2.0,34.597,2.0,168.8,2.0,169.1,2.0,81.07,2.0,33.43,2.0,2.3,2.0,0.412,2.0,0.166,2.0,2259.3,2.0,2341.4,2.0,2.4396
257,09SS20090203, P15,12.0,1.0,7.0,12032.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,2298.8,2.333,34.664,2.0,34.6678,2.0,173.1,2.0,172.4,2.0,87.08,2.0,32.78,2.0,2.25,2.0,0.215,2.0,0.085,2.0,2261.4,2.0,2345.6,2.0,2.165
258,09SS20090203, P15,12.0,1.0,6.0,12007.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,2629.2,2.129,34.716,2.0,34.72,2.0,185.2,2.0,185,2.0,86.65,2.0,31.39,2.0,2.15,2.0,0.164,2.0,0.065,2.0,2252.7,2.0,2346.2,6.0,1.934
259,09SS20090203, P15,12.0,1.0,5.0,12055.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,3163.3,1.705,34.735,2.0,34.7388,2.0,195.9,2.0,195.4,2.0,99.08,2.0,30.86,2.0,2.14,2.0,0.116,2.0,0.043,2.0,2254.9,2.0,2353.2,2.0,1.4675
260,09SS20090203, P15,12.0,1.0,4.0,12009.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,3664,1.3,34.723,2.0,34.7263,2.0,202.8,2.0,201.9,2.0,110.92,2.0,31.13,2.0,2.16,2.0,0.12,2.0,0.049,2.0,2257.1,2.0,2354.8,2.0,1.0219
261,09SS20090203, P15,12.0,1.0,3.0,12033.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,4165,1.041,34.711,2.0,34.7143,2.0,208,2.0,206,2.0,118.46,2.0,31.63,2.0,2.18,2.0,0.2,6.0,0.077,6.0,2260.4,2.0,2355.5,2.0,0.7172
262,09SS20090203, P15,12.0,1.0,2.0,12006.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,4663.1,0.962,34.706,2.0,34.7096,2.0,210.4,2.0,208,2.0,121.57,2.0,31.95,2.0,2.18,2.0,0.225,2.0,0.092,2.0,2260.6,2.0,2359.3,2.0,0.5852
263,09SS20090203, P15,12.0,1.0,1.0,12045.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,4957.7,0.964,34.706,2.0,34.7086,2.0,211.1,2.0,208.6,2.0,124.3,2.0,31.81,2.0,2.19,2.0,0.246,2.0,0.101,2.0,2262.1,6.0,2360,6.0,0.5528
