,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,THETA
91,  33LG20060321,  SR01,5.0,1.0,91.0,16.0,2.0,20060323.0,1749.0,-56.421,-64.494, 3689,     60.8,   5.3200,  33.9430,2.0,  33.9480,2.0,    312.6,2.0,     3.85,2.0,    23.89,2.0,     0.30,2.0,     1.69,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   5.3153
92,  33LG20060321,  SR01,5.0,1.0,92.0,17.0,2.0,20060323.0,1749.0,-56.421,-64.494, 3689,     50.2,   6.0600,  33.9190,2.0,  33.9290,2.0,    309.2,2.0,     2.42,2.0,    23.02,2.0,     0.27,2.0,     1.59,2.0,   2114.7,2.0,    379.5,2.0,     6.06,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.0558
93,  33LG20060321,  SR01,5.0,1.0,93.0,18.0,2.0,20060323.0,1751.0,-56.421,-64.494, 3689,     25.8,   6.4500,  33.9140,2.0,  33.9140,2.0,    306.3,2.0,     1.61,2.0,    22.28,2.0,     0.26,2.0,     1.56,2.0,   2107.0,2.0,    373.2,2.0,     6.45,   -999.0,9.0,   -999.0,     1.76,2.0,   6.4478
94,  33LG20060321,  SR01,5.0,1.0,94.0,19.0,2.0,20060323.0,1752.0,-56.421,-64.494, 3689,     10.4,   6.4200,  33.9090,2.0,  33.9110,2.0,    306.4,2.0,     1.35,2.0,    22.12,2.0,     0.76,2.0,     1.54,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.4191
95,  33LG20060321,  SR01,5.0,1.0,95.0,20.0,2.0,20060323.0,1752.0,-56.421,-64.494, 3689,      9.9,   6.4200,  33.9080,2.0,  33.9100,2.0,    306.8,2.0,     1.31,2.0,    22.41,2.0,     0.27,2.0,     1.57,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.4191
96,  33LG20060321,  SR01,5.0,1.0,96.0,21.0,2.0,20060323.0,1753.0,-56.421,-64.494, 3689,      4.7,   6.4200,  33.9080,2.0,  33.9110,2.0,    305.5,2.0,     1.31,2.0,    22.15,2.0,     0.26,2.0,     1.37,2.0,   2110.0,2.0,    373.8,2.0,     6.42,   -999.0,9.0,   -999.0,     1.78,2.0,   6.4196
97,  33LG20060321,  SR01,5.0,1.0,97.0,22.0,2.0,20060323.0,1753.0,-56.421,-64.494, 3689,      5.0,   6.4200,  33.9080,2.0,  33.9110,2.0,    305.7,2.0,     1.38,2.0,    21.68,2.0,     0.27,2.0,     1.43,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.4196
98,  33LG20060321,  SR01,6.0,1.0,98.0,1.0,2.0,20060323.0,2125.0,-56.777,-64.369, 3977,   3966.7,   0.8300,  34.7120,2.0,  34.7090,2.0,    213.3,2.0,   119.28,2.0,    33.31,2.0,     0.02,2.0,     2.16,2.0,   2260.7,2.0,    499.0,2.0,     0.83,   -164.6,2.0,      2.2,     0.42,2.0,   0.5333
99,  33LG20060321,  SR01,6.0,1.0,99.0,2.0,2.0,20060323.0,2133.0,-56.777,-64.369, 3977,   3562.0,   0.8400,  34.7150,2.0,  34.7120,2.0,    212.0,2.0,   115.99,2.0,    32.95,2.0,     0.02,2.0,     2.17,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.5842
100,  33LG20060321,  SR01,6.0,1.0,100.0,3.0,2.0,20060323.0,2143.0,-56.777,-64.369, 3977,   3050.6,   1.0400,  34.7200,2.0,  34.7190,2.0,    207.1,2.0,   115.20,2.0,    30.74,2.0,     0.02,2.0,     2.14,2.0,   2260.2,2.0,    503.8,2.0,     1.04,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.8284
101,  33LG20060321,  SR01,6.0,1.0,101.0,4.0,2.0,20060323.0,2153.0,-56.777,-64.369, 3977,   2539.0,   1.3900,  34.7270,2.0,  34.7260,2.0,    199.7,2.0,   104.31,2.0,    30.06,2.0,     0.02,2.0,     2.13,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.2174
102,  33LG20060321,  SR01,6.0,1.0,102.0,5.0,2.0,20060323.0,2203.0,-56.777,-64.369, 3977,   2027.7,   1.7700,  34.7240,2.0,  34.7230,2.0,    189.6,2.0,    95.26,2.0,    30.68,2.0,     0.02,2.0,     2.10,2.0,   2258.6,2.0,   -999.0,9.0,     -999,   -166.5,2.0,      2.2,     0.33,2.0,   1.6344
103,  33LG20060321,  SR01,6.0,1.0,103.0,6.0,2.0,20060323.0,2213.0,-56.777,-64.369, 3977,   1520.2,   2.0400,  34.6940,2.0,  34.6940,2.0,    180.0,2.0,    89.47,2.0,    28.37,2.0,     0.02,2.0,     2.27,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9414
104,  33LG20060321,  SR01,6.0,1.0,104.0,7.0,2.0,20060323.0,2222.0,-56.777,-64.369, 3977,   1011.1,   2.3600,  34.5970,2.0,  34.5980,2.0,    175.0,2.0,    66.07,2.0,    31.51,2.0,     0.02,2.0,     2.27,2.0,   2256.7,2.0,    590.9,2.0,     2.36,   -151.8,2.0,      2.2,     0.40,2.0,   2.2962
105,  33LG20060321,  SR01,6.0,1.0,105.0,8.0,2.0,20060323.0,2226.0,-56.777,-64.369, 3977,    811.1,   2.5000,  34.4960,2.0,  34.4970,2.0,    182.2,2.0,    57.32,2.0,    32.08,2.0,     0.02,2.0,     2.27,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.4493
106,  33LG20060321,  SR01,6.0,1.0,106.0,9.0,2.0,20060323.0,2229.0,-56.777,-64.369, 3977,    606.0,   2.5700,  34.3650,2.0,  34.3620,2.0,    204.8,2.0,    45.76,2.0,    31.98,2.0,     0.02,2.0,     2.24,2.0,   2229.7,2.0,    574.3,2.0,     2.57,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.5330
107,  33LG20060321,  SR01,6.0,1.0,107.0,10.0,2.0,20060323.0,2234.0,-56.777,-64.369, 3977,    403.9,   2.0800,  34.1570,2.0,  34.1560,2.0,    270.8,2.0,    28.37,2.0,    29.14,2.0,     0.02,2.0,     2.02,2.0,   -999.0,9.0,    479.1,2.0,     2.08,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0577
108,  33LG20060321,  SR01,6.0,1.0,108.0,11.0,2.0,20060323.0,2236.0,-56.777,-64.369, 3977,    303.7,   3.2000,  34.2090,2.0,  34.2060,2.0,    247.7,2.0,    25.68,2.0,    28.38,2.0,     0.02,2.0,     1.98,2.0,   2188.4,2.0,    494.7,2.0,      3.2,    -67.6,2.0,      2.2,     0.97,2.0,   3.1807
109,  33LG20060321,  SR01,6.0,1.0,109.0,12.0,2.0,20060323.0,2238.0,-56.777,-64.369, 3977,    223.3,   2.8900,  34.1080,2.0,  34.1080,2.0,    283.7,2.0,    18.58,2.0,    26.89,2.0,     0.02,2.0,     1.84,2.0,   2177.7,2.0,    448.0,2.0,     2.89,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.8766
110,  33LG20060321,  SR01,6.0,1.0,110.0,13.0,2.0,20060323.0,2240.0,-56.777,-64.369, 3977,    151.3,   3.3500,  34.0790,2.0,  34.0780,2.0,    292.0,2.0,    13.75,2.0,    24.99,2.0,     0.02,2.0,     1.72,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.3404
111,  33LG20060321,  SR01,6.0,1.0,111.0,14.0,2.0,20060323.0,2242.0,-56.777,-64.369, 3977,    100.6,   3.3200,  34.0340,2.0,  34.0340,2.0,    310.9,2.0,    10.96,2.0,    24.70,2.0,     0.18,2.0,     1.66,2.0,   2145.9,2.0,    418.8,2.0,     3.32,    -32.4,2.0,      2.2,     1.06,2.0,   3.3137
112,  33LG20060321,  SR01,6.0,1.0,112.0,15.0,2.0,20060323.0,2244.0,-56.777,-64.369, 3977,     74.9,   3.7400,  34.0120,2.0,  34.0180,2.0,    316.1,2.0,     7.65,2.0,    22.77,2.0,     0.44,2.0,     1.68,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.7351
113,  33LG20060321,  SR01,6.0,1.0,113.0,16.0,2.0,20060323.0,2245.0,-56.777,-64.369, 3977,     49.7,   5.8100,  33.9410,2.0,  33.9450,2.0,    308.8,2.0,     2.09,2.0,    20.10,2.0,     0.30,2.0,     1.56,2.0,   2117.4,2.0,    378.0,2.0,     5.81,    -31.0,2.0,      2.2,     1.62,2.0,   5.8059
114,  33LG20060321,  SR01,6.0,1.0,114.0,17.0,2.0,20060323.0,2247.0,-56.777,-64.369, 3977,     24.2,   6.2600,  33.9110,2.0,  33.9100,2.0,    307.3,2.0,     1.53,2.0,    20.21,2.0,     0.27,2.0,     1.49,2.0,   2114.6,2.0,    371.4,2.0,     6.26,    -27.0,2.0,      2.2,     1.74,2.0,   6.2579
115,  33LG20060321,  SR01,6.0,1.0,115.0,18.0,2.0,20060323.0,2248.0,-56.777,-64.369, 3977,     11.0,   6.2900,  33.9130,2.0,  33.9170,2.0,    306.6,2.0,     1.44,2.0,    19.50,2.0,     0.56,2.0,     1.61,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.2891
116,  33LG20060321,  SR01,6.0,1.0,116.0,19.0,2.0,20060323.0,2249.0,-56.777,-64.369, 3977,      5.2,   6.3100,  33.9130,2.0,  33.9160,2.0,    306.0,2.0,     1.36,2.0,    19.09,2.0,     0.26,2.0,     1.57,2.0,   2110.6,2.0,    372.0,2.0,     6.31,   -999.0,9.0,   -999.0,     1.54,2.0,   6.3096
117,  33LG20060321,  SR01,6.0,1.0,117.0,20.0,2.0,20060323.0,2249.0,-56.777,-64.369, 3977,      5.5,   6.3100,  33.9130,2.0,  33.9150,2.0,    306.5,2.0,     1.45,2.0,    20.05,2.0,     0.40,2.0,     1.56,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.3095
118,  33LG20060321,  SR01,7.0,1.0,118.0,1.0,2.0,20060324.0,638.0,-57.132,-64.253, 3998,   3845.9,   0.8600,  34.7120,2.0,  34.7130,2.0,    213.7,2.0,   123.66,2.0,    29.83,2.0,     0.02,2.0,     2.19,2.0,   2263.1,2.0,    502.4,2.0,     0.86,   -999.0,9.0,   -999.0,     0.42,2.0,   0.5750
119,  33LG20060321,  SR01,7.0,1.0,119.0,2.0,2.0,20060324.0,649.0,-57.132,-64.253, 3998,   3561.3,   0.8800,  34.7140,2.0,  34.7170,2.0,    211.7,2.0,   121.11,2.0,    29.93,2.0,     0.02,2.0,     2.24,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.6232
120,  33LG20060321,  SR01,7.0,1.0,120.0,3.0,2.0,20060324.0,702.0,-57.132,-64.253, 3998,   3051.2,   1.0800,  34.7200,2.0,  34.7290,2.0,    206.4,2.0,   113.22,2.0,    30.61,2.0,     0.02,2.0,     2.19,2.0,   2262.4,2.0,    502.1,2.0,     1.08,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.8674
121,  33LG20060321,  SR01,7.0,1.0,121.0,4.0,2.0,20060324.0,713.0,-57.132,-64.253, 3998,   2540.1,   1.4300,  34.7270,2.0,  34.7340,2.0,    198.7,2.0,   106.87,2.0,    29.93,2.0,     0.02,2.0,     2.16,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.2565
122,  33LG20060321,  SR01,7.0,1.0,122.0,5.0,2.0,20060324.0,725.0,-57.132,-64.253, 3998,   2029.8,   1.7800,  34.7200,2.0,  34.7340,2.0,    187.6,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.6441
123,  33LG20060321,  SR01,7.0,1.0,123.0,6.0,2.0,20060324.0,738.0,-57.132,-64.253, 3998,   1517.0,   2.1000,  34.6860,2.0,  34.6940,2.0,    180.1,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2263.0,2.0,    559.8,2.0,      2.1,   -999.0,9.0,   -999.0,     0.39,2.0,   2.0009
124,  33LG20060321,  SR01,7.0,1.0,124.0,7.0,2.0,20060324.0,748.0,-57.132,-64.253, 3998,   1010.9,   2.3800,  34.5770,2.0,  34.5870,2.0,    176.7,2.0,    65.43,2.0,    31.38,2.0,     0.02,2.0,     2.34,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.3160
125,  33LG20060321,  SR01,7.0,1.0,125.0,8.0,2.0,20060324.0,754.0,-57.132,-64.253, 3998,    811.0,   2.5600,  34.5010,2.0,-999.0000,9.0,    181.1,2.0,    59.50,2.0,    31.85,2.0,     0.02,2.0,     2.38,2.0,   2249.0,2.0,    598.4,2.0,     2.56,   -999.0,9.0,   -999.0,     0.47,2.0,   2.5090
126,  33LG20060321,  SR01,7.0,1.0,126.0,9.0,2.0,20060324.0,759.0,-57.132,-64.253, 3998,    603.9,   2.6400,  34.3620,2.0,  34.3720,2.0,    204.7,2.0,    46.29,2.0,    31.22,2.0,     0.02,2.0,     2.35,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.6028
127,  33LG20060321,  SR01,7.0,1.0,127.0,10.0,2.0,20060324.0,802.0,-57.132,-64.253, 3998,    502.8,   2.8100,  34.3280,2.0,  34.3390,2.0,    212.8,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2216.3,2.0,    552.8,2.0,     2.81,   -999.0,9.0,   -999.0,     0.57,2.0,   2.7787
128,  33LG20060321,  SR01,7.0,1.0,128.0,11.0,2.0,20060324.0,805.0,-57.132,-64.253, 3998,    403.1,   2.7700,  34.2630,2.0,  34.2710,2.0,    233.1,2.0,    33.42,2.0,    29.61,2.0,     0.06,2.0,     2.17,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.7454
129,  33LG20060321,  SR01,7.0,1.0,129.0,12.0,2.0,20060324.0,809.0,-57.132,-64.253, 3998,    302.0,   1.7600,  34.0830,2.0,-999.0000,9.0,    295.6,2.0,    22.67,2.0,    28.03,2.0,     0.03,2.0,     1.96,2.0,   2173.8,2.0,    441.4,2.0,     1.76,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.7444
130,  33LG20060321,  SR01,7.0,1.0,130.0,13.0,2.0,20060324.0,813.0,-57.132,-64.253, 3998,    203.1,   1.4800,  33.9930,2.0,  33.9920,2.0,    325.8,2.0,    16.91,2.0,    26.23,2.0,     0.07,2.0,     1.90,2.0,   2155.9,2.0,    402.8,2.0,     1.48,   -999.0,9.0,   -999.0,     1.24,2.0,   1.4702
131,  33LG20060321,  SR01,7.0,1.0,131.0,14.0,2.0,20060324.0,815.0,-57.132,-64.253, 3998,    152.3,   1.9500,  33.9790,2.0,  33.9850,2.0,    333.7,2.0,    15.84,2.0,    25.20,2.0,     0.38,2.0,     1.80,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9421
132,  33LG20060321,  SR01,7.0,1.0,132.0,15.0,2.0,20060324.0,817.0,-57.132,-64.253, 3998,    101.1,   3.8400,  33.9080,2.0,  33.9250,2.0,    322.7,2.0,     7.42,2.0,    21.99,2.0,     0.30,2.0,     1.80,2.0,   2134.6,2.0,    387.3,2.0,     3.84,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.8333
133,  33LG20060321,  SR01,7.0,1.0,133.0,16.0,2.0,20060324.0,819.0,-57.132,-64.253, 3998,     73.0,   5.6000,  33.9070,2.0,  33.9090,2.0,    311.8,2.0,     2.21,2.0,    20.63,2.0,     0.27,2.0,     1.50,2.0,   2114.0,2.0,    376.5,2.0,      5.6,   -999.0,9.0,   -999.0,  -999.00,9.0,   5.5941
134,  33LG20060321,  SR01,7.0,1.0,134.0,17.0,2.0,20060324.0,821.0,-57.132,-64.253, 3998,     51.3,   6.3000,  33.9100,2.0,  33.9140,2.0,    310.0,2.0,     1.30,2.0,    19.83,2.0,     0.27,2.0,     1.47,2.0,   2107.5,2.0,    399.5,2.0,      6.3,   -999.0,9.0,   -999.0,     1.72,2.0,   6.2956
135,  33LG20060321,  SR01,7.0,1.0,135.0,18.0,2.0,20060324.0,822.0,-57.132,-64.253, 3998,     24.5,   6.3300,  33.9100,2.0,  33.9120,2.0,    306.1,2.0,     1.99,2.0,    20.38,2.0,     0.27,2.0,     1.44,2.0,   2107.7,2.0,    372.5,2.0,     6.33,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.3279
136,  33LG20060321,  SR01,7.0,1.0,136.0,19.0,2.0,20060324.0,823.0,-57.132,-64.253, 3998,      9.1,   6.3200,  33.9100,2.0,  33.9090,2.0,    305.2,2.0,     2.28,2.0,    18.98,2.0,     0.27,2.0,     1.44,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.3192
137,  33LG20060321,  SR01,7.0,1.0,137.0,20.0,2.0,20060324.0,824.0,-57.132,-64.253, 3998,      6.0,   6.3300,  33.9080,2.0,  33.9110,2.0,    306.6,2.0,     1.19,2.0,    19.39,2.0,     0.27,2.0,     1.50,2.0,   2107.9,2.0,    373.9,2.0,     6.33,   -999.0,9.0,   -999.0,     1.46,2.0,   6.3295
138,  33LG20060321,  SR01,7.0,1.0,138.0,21.0,2.0,20060324.0,824.0,-57.132,-64.253, 3998,      6.9,   6.3300,  33.9090,2.0,  33.9100,2.0,    305.7,2.0,     1.02,2.0,    15.65,2.0,     0.22,2.0,     1.24,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.3294
139,  33LG20060321,  SR01,9.0,1.0,140.0,1.0,2.0,20060325.0,1222.0,-57.839,-64.023, 4467,   4456.7,   0.8100,  34.7110,2.0,  34.7090,2.0,    214.4,2.0,   123.56,2.0,    28.20,2.0,     0.02,2.0,     2.21,2.0,   2264.6,2.0,    504.6,2.0,     0.81,   -999.0,9.0,   -999.0,     0.45,2.0,   0.4611
140,  33LG20060321,  SR01,9.0,1.0,141.0,2.0,2.0,20060325.0,1233.0,-57.839,-64.023, 4467,   4076.8,   0.9600,  34.7160,2.0,  34.7220,2.0,    211.5,2.0,   116.75,2.0,    29.05,2.0,     0.02,2.0,     2.13,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.6479
141,  33LG20060321,  SR01,9.0,1.0,142.0,3.0,2.0,20060325.0,1245.0,-57.839,-64.023, 4467,   3562.6,   1.0500,  34.7190,2.0,  34.7200,2.0,    208.6,2.0,   112.86,2.0,    29.32,2.0,     0.16,2.0,     2.26,2.0,   2257.1,2.0,    502.3,2.0,     1.05,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.7887
142,  33LG20060321,  SR01,9.0,1.0,143.0,4.0,2.0,20060325.0,1256.0,-57.839,-64.023, 4467,   3046.9,   1.2500,  34.7260,2.0,  34.7230,2.0,    204.6,2.0,   103.13,2.0,    29.05,2.0,     0.03,2.0,     2.20,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.0340
143,  33LG20060321,  SR01,9.0,1.0,144.0,5.0,2.0,20060325.0,1307.0,-57.839,-64.023, 4467,   2536.9,   1.5700,  34.7290,2.0,  34.7270,2.0,    195.9,2.0,   101.19,2.0,    28.78,2.0,     0.02,2.0,     2.10,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.3941
144,  33LG20060321,  SR01,9.0,1.0,145.0,6.0,2.0,20060325.0,1318.0,-57.839,-64.023, 4467,   2027.9,   1.9300,  34.7170,2.0,  34.7160,2.0,    186.0,2.0,    92.82,2.0,    29.38,2.0,     0.02,2.0,     2.12,2.0,   2264.3,2.0,    537.9,2.0,     1.93,   -999.0,9.0,   -999.0,     0.17,2.0,   1.7920
145,  33LG20060321,  SR01,9.0,1.0,146.0,7.0,2.0,20060325.0,1330.0,-57.839,-64.023, 4467,   1517.4,   2.2400,  34.6650,2.0,  34.6690,2.0,    179.5,2.0,    70.55,2.0,    29.84,2.0,     0.02,2.0,     2.12,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1393
146,  33LG20060321,  SR01,9.0,1.0,147.0,8.0,2.0,20060325.0,1341.0,-57.839,-64.023, 4467,   1011.9,   2.6100,  34.5030,2.0,  34.5040,2.0,    181.1,2.0,    59.07,2.0,    31.87,2.0,     0.02,2.0,     2.23,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.5443
147,  33LG20060321,  SR01,9.0,1.0,148.0,9.0,2.0,20060325.0,1346.0,-57.839,-64.023, 4467,    809.7,   2.8700,  34.4140,2.0,  34.4140,2.0,    193.0,2.0,    50.03,2.0,    31.19,2.0,     0.02,2.0,     2.22,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.8172
148,  33LG20060321,  SR01,9.0,1.0,149.0,10.0,2.0,20060325.0,1350.0,-57.839,-64.023, 4467,    606.2,   3.2100,  34.2950,2.0,  34.2960,2.0,    220.0,2.0,    36.50,2.0,    29.17,2.0,     0.02,2.0,     2.09,2.0,   2208.4,2.0,    546.7,2.0,     3.21,   -999.0,9.0,   -999.0,     0.80,2.0,   3.1699
149,  33LG20060321,  SR01,9.0,1.0,150.0,11.0,2.0,20060325.0,1353.0,-57.839,-64.023, 4467,    504.5,   3.3100,  34.2200,2.0,  34.2210,2.0,    243.5,2.0,    26.09,2.0,    26.83,2.0,     0.02,2.0,     2.11,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.2767
150,  33LG20060321,  SR01,9.0,1.0,151.0,12.0,2.0,20060325.0,1356.0,-57.839,-64.023, 4467,    404.0,   3.1000,  34.1250,2.0,  34.1260,2.0,    278.0,2.0,    18.11,2.0,    25.61,2.0,     0.02,2.0,     1.98,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.0744
151,  33LG20060321,  SR01,9.0,1.0,152.0,13.0,2.0,20060325.0,1359.0,-57.839,-64.023, 4467,    304.7,   3.4200,  34.0990,2.0,  34.1000,2.0,    286.1,2.0,    14.21,2.0,    25.24,2.0,     0.05,2.0,     1.69,2.0,   2159.2,2.0,    436.7,2.0,     3.42,   -999.0,9.0,   -999.0,     1.19,2.0,   3.4002
152,  33LG20060321,  SR01,9.0,1.0,153.0,14.0,2.0,20060325.0,1402.0,-57.839,-64.023, 4467,    202.0,   3.6800,  34.0670,2.0,  34.0700,2.0,    301.3,2.0,    10.13,2.0,    22.23,2.0,     0.02,2.0,     1.72,2.0,   2146.1,2.0,    416.0,2.0,     3.68,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.6666
153,  33LG20060321,  SR01,9.0,1.0,154.0,15.0,2.0,20060325.0,1403.0,-57.839,-64.023, 4467,    151.9,   3.9000,  34.0650,2.0,  34.0680,2.0,    304.0,2.0,     9.06,2.0,    21.94,2.0,     0.02,2.0,     1.78,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.8897
154,  33LG20060321,  SR01,9.0,1.0,155.0,16.0,2.0,20060325.0,1405.0,-57.839,-64.023, 4467,    102.1,   4.0500,  34.0570,2.0,  34.0610,2.0,    308.5,2.0,     8.37,2.0,    21.71,2.0,     0.07,2.0,     1.62,2.0,   2139.0,2.0,    403.7,2.0,     4.05,   -999.0,9.0,   -999.0,     1.30,2.0,   4.0430
155,  33LG20060321,  SR01,9.0,1.0,156.0,17.0,2.0,20060325.0,1406.0,-57.839,-64.023, 4467,     76.3,   4.3200,  34.0470,2.0,  34.0490,2.0,    312.3,2.0,     6.23,2.0,    21.05,2.0,     0.40,2.0,     1.59,2.0,   2135.0,2.0,    396.2,2.0,     4.32,   -999.0,9.0,   -999.0,  -999.00,9.0,   4.3146
156,  33LG20060321,  SR01,9.0,1.0,157.0,18.0,2.0,20060325.0,1408.0,-57.839,-64.023, 4467,     51.6,   6.0200,  33.9430,2.0,  33.9470,2.0,    306.1,2.0,     0.39,2.0,    19.33,2.0,     0.27,2.0,     1.47,2.0,   2112.8,2.0,    439.9,2.0,     6.02,   -999.0,9.0,   -999.0,     1.39,2.0,   6.0157
157,  33LG20060321,  SR01,9.0,1.0,158.0,19.0,2.0,20060325.0,1409.0,-57.839,-64.023, 4467,     25.5,   6.1000,  33.9430,2.0,  33.9540,2.0,    305.9,2.0,     0.39,2.0,    19.34,2.0,     0.28,2.0,     1.45,2.0,   2114.0,2.0,    394.0,2.0,      6.1,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.0979
158,  33LG20060321,  SR01,9.0,1.0,159.0,20.0,2.0,20060325.0,1411.0,-57.839,-64.023, 4467,      9.3,   6.1000,  33.9430,2.0,  33.9490,2.0,    306.0,2.0,     0.39,2.0,    19.30,2.0,     0.28,2.0,     1.59,2.0,   2112.2,2.0,    369.9,2.0,      6.1,   -999.0,9.0,   -999.0,     1.46,2.0,   6.0992
159,  33LG20060321,  SR01,9.0,1.0,160.0,21.0,2.0,20060325.0,1411.0,-57.839,-64.023, 4467,      6.0,   6.1000,  33.9430,2.0,  33.9470,2.0,    306.1,2.0,     0.39,2.0,    18.36,2.0,     0.28,2.0,     1.44,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.0995
160,  33LG20060321,  SR01,9.0,1.0,161.0,22.0,2.0,20060325.0,1411.0,-57.839,-64.023, 4467,      3.6,   6.1000,  33.9430,2.0,  33.9510,2.0,    305.4,2.0,     1.22,2.0,    19.33,2.0,     0.27,2.0,     1.41,2.0,   2111.5,2.0,    369.0,2.0,      6.1,   -999.0,9.0,   -999.0,     1.72,2.0,   6.0997
161,  33LG20060321,  SR01,10.0,1.0,162.0,1.0,2.0,20060325.0,1718.0,-58.196,-63.89, 4136,   1012.1,   2.4800,  34.5410,2.0,  34.5460,2.0,    178.7,2.0,    60.85,2.0,    31.08,2.0,     0.07,2.0,     2.49,2.0,   2252.2,2.0,    589.9,2.0,     2.48,   -999.0,9.0,   -999.0,     0.34,2.0,   2.4152
