,EXPOCODE,DATE,LATITUDE,LONGITUDE,PRES,TEMP,SAL,OXY,NITR,PHSP,SILI,MONTH
19078,  09AR20110104,2011-01-31,-63.3105,149.202,9.9,2.2534,33.9578,343.3,23.92,1.31,12.4,1
19079,  09AR20110104,2011-01-31,-63.3105,149.202,65.0,-0.3621,34.0673,333.3,28.27,2.12,41.6,1
19080,  09AR20110104,2011-01-31,-63.3105,149.202,100.6,1.4845,34.4861,189.0,34.53,2.44,72.1,1
19081,  09AR20110104,2011-01-31,-63.3105,149.202,150.2,1.7945,34.5709,177.5,34.35,2.41,77.0,1
19082,  09AR20110104,2011-01-31,-63.3105,149.202,224.6,2.0298,34.6398,174.2,33.6,2.33,80.0,1
19083,  09AR20110104,2011-01-31,-63.3105,149.202,325.2,1.9804,34.678,177.7,32.95,2.28,82.3,1
19084,  09AR20110104,2011-01-31,-63.3105,149.202,424.3,1.9376,34.7037,181.4,32.14,2.24,83.5,1
19085,  09AR20110104,2011-01-31,-63.3105,149.202,524.7,1.8846,34.719,185.0,31.56,2.2,84.8,1
19086,  09AR20110104,2011-01-31,-63.3105,149.202,625.2,1.8292,34.7289,188.2,31.1,2.17,86.1,1
19087,  09AR20110104,2011-01-31,-63.3105,149.202,728.6,1.7616,34.7362,191.2,30.95,2.14,88.0,1
19088,  09AR20110104,2011-01-31,-63.3105,149.202,823.6,1.6956,34.7414,194.1,30.91,2.14,90.2,1
19089,  09AR20110104,2011-01-31,-63.3105,149.202,924.4,1.6369,34.7431,195.7,30.83,2.13,92.0,1
19090,  09AR20110104,2011-01-31,-63.3105,149.202,1099.9,1.4717,34.7403,198.9,30.88,2.15,96.3,1
19091,  09AR20110104,2011-01-31,-63.3105,149.202,1300.2,1.2879,34.7343,201.5,31.09,2.16,101.6,1
19092,  09AR20110104,2011-01-31,-63.3105,149.202,1500.3,1.1241,34.7268,203.6,31.33,2.18,106.3,1
19093,  09AR20110104,2011-01-31,-63.3105,149.202,1700.0,0.954,34.7177,205.6,31.63,2.21,111.2,1
19094,  09AR20110104,2011-01-31,-63.3105,149.202,2100.0,0.6509,34.7018,210.5,32.04,2.25,118.8,1
19095,  09AR20110104,2011-01-31,-63.3105,149.202,2399.6,0.4465,34.692,214.9,32.21,2.26,122.9,1
19096,  09AR20110104,2011-01-31,-63.3105,149.202,2700.2,0.3144,34.6869,218.6,32.26,2.26,126.0,1
19097,  09AR20110104,2011-01-31,-63.3105,149.202,2999.0,0.1881,34.6822,222.5,32.29,2.27,131.2,1
19098,  09AR20110104,2011-01-31,-63.3105,149.202,3299.9,0.0343,34.6733,228.4,32.1,2.27,125.3,1
19099,  09AR20110104,2011-01-31,-63.3105,149.202,3600.7,-0.1376,34.6615,235.7,31.91,2.24,119.0,1
19100,  09AR20110104,2011-01-31,-63.3105,149.202,3828.6,-0.1689,34.6576,237.5,31.87,2.24,117.7,1
19101,  09AR20110104,2011-01-31,-63.1743,147.855,11.6,2.1921,33.932,343.8,23.84,1.3,11.9,1
19102,  09AR20110104,2011-01-31,-63.1743,147.855,40.7,1.6763,33.9455,342.8,24.23,1.53,16.2,1
19103,  09AR20110104,2011-01-31,-63.1743,147.855,71.8,-0.679,34.0766,326.5,29.01,2.16,44.7,1
19104,  09AR20110104,2011-01-31,-63.1743,147.855,161.6,1.8918,34.5968,175.1,34.16,2.37,77.4,1
19105,  09AR20110104,2011-01-31,-63.1743,147.855,224.9,1.994,34.6353,174.9,33.62,2.32,79.2,1
19106,  09AR20110104,2011-01-31,-63.1743,147.855,300.5,1.967,34.6667,177.4,32.89,2.29,80.8,1
19107,  09AR20110104,2011-01-31,-63.1743,147.855,402.2,1.9864,34.6999,180.8,31.99,2.24,81.7,1
19108,  09AR20110104,2011-01-31,-63.1743,147.855,499.1,1.9388,34.7177,184.5,31.49,2.19,83.1,1
19109,  09AR20110104,2011-01-31,-63.1743,147.855,600.4,1.848,34.7257,187.8,31.07,2.17,85.0,1
19110,  09AR20110104,2011-01-31,-63.1743,147.855,700.7,1.8007,34.7356,190.7,30.66,2.14,86.2,1
19111,  09AR20110104,2011-01-31,-63.1743,147.855,801.5,1.7199,34.7381,193.4,30.59,2.14,88.2,1
19112,  09AR20110104,2011-01-31,-63.1743,147.855,1000.7,1.5683,34.742,197.9,30.56,2.13,92.6,1
19113,  09AR20110104,2011-01-31,-63.1743,147.855,1202.4,1.4118,34.739,200.4,30.57,2.14,96.7,1
19114,  09AR20110104,2011-01-31,-63.1743,147.855,1401.9,1.2384,34.7319,202.6,30.74,2.16,101.6,1
19115,  09AR20110104,2011-01-31,-63.1743,147.855,1601.7,1.0783,34.7245,204.3,30.98,2.18,105.8,1
19116,  09AR20110104,2011-01-31,-63.1743,147.855,1801.0,0.9218,34.7159,206.3,31.25,2.2,110.1,1
19117,  09AR20110104,2011-01-31,-63.1743,147.855,2001.6,0.7707,34.7078,208.3,31.72,2.22,114.6,1
19118,  09AR20110104,2011-01-31,-63.1743,147.855,2200.6,0.6212,34.7001,211.5,31.94,2.24,118.3,1
19119,  09AR20110104,2011-01-31,-63.1743,147.855,2501.4,0.4349,34.6914,215.4,32.16,2.25,122.1,1
19120,  09AR20110104,2011-01-31,-63.1743,147.855,2800.3,0.2874,34.6852,219.6,32.16,2.26,124.2,1
19121,  09AR20110104,2011-01-31,-63.1743,147.855,3100.9,0.1667,34.6798,223.8,32.21,2.26,125.1,1
19122,  09AR20110104,2011-01-31,-63.1743,147.855,3401.2,0.041,34.6735,228.5,31.86,2.24,123.9,1
19123,  09AR20110104,2011-01-31,-63.1743,147.855,3700.0,-0.0901,34.6638,234.7,31.71,2.23,119.2,1
19124,  09AR20110104,2011-01-31,-63.1743,147.855,3945.3,-0.2074,34.6532,239.0,31.81,2.23,119.1,1
19125,  09AR20110104,2011-01-31,-63.0498,146.474,8.9,1.8422,33.7225,349.8,23.89,1.4,21.7,1
19126,  09AR20110104,2011-01-31,-63.0498,146.474,40.9,0.9658,33.857,353.0,23.88,1.5,22.3,1
19127,  09AR20110104,2011-01-31,-63.0498,146.474,75.7,-0.6059,34.1704,293.3,30.76,2.35,56.8,1
19128,  09AR20110104,2011-01-31,-63.0498,146.474,175.2,1.9121,34.6103,176.3,34.27,2.34,79.0,1
19129,  09AR20110104,2011-01-31,-63.0498,146.474,300.8,1.8185,34.6532,182.0,33.49,2.29,81.9,1
19130,  09AR20110104,2011-01-31,-63.0498,146.474,400.6,1.9088,34.6917,181.2,33.03,2.26,84.1,1
19131,  09AR20110104,2011-01-31,-63.0498,146.474,501.0,1.8831,34.7118,184.9,32.28,2.21,85.0,1
19132,  09AR20110104,2011-01-31,-63.0498,146.474,600.3,1.8641,34.7276,187.8,31.55,2.17,85.7,1
19133,  09AR20110104,2011-01-31,-63.0498,146.474,700.2,1.7841,34.7313,190.1,31.21,2.15,87.3,1
19134,  09AR20110104,2011-01-31,-63.0498,146.474,800.9,1.7026,34.735,193.0,31.06,2.14,89.8,1
19135,  09AR20110104,2011-01-31,-63.0498,146.474,900.3,1.6203,34.7372,195.3,30.99,2.14,90.8,1
19136,  09AR20110104,2011-01-31,-63.0498,146.474,1000.8,1.5625,34.7416,197.3,30.84,2.14,93.6,1
19137,  09AR20110104,2011-01-31,-63.0498,146.474,1201.3,1.3873,34.738,200.4,30.56,2.13,98.3,1
19138,  09AR20110104,2011-01-31,-63.0498,146.474,1402.3,1.2308,34.7319,202.4,30.9,2.15,102.7,1
19139,  09AR20110104,2011-01-31,-63.0498,146.474,1600.6,1.0617,34.7236,204.4,31.17,2.17,107.8,1
19140,  09AR20110104,2011-01-31,-63.0498,146.474,1799.9,0.9225,34.7162,206.5,31.52,2.19,111.7,1
19141,  09AR20110104,2011-01-31,-63.0498,146.474,2098.6,0.7076,34.7048,209.5,31.65,2.22,117.6,1
19142,  09AR20110104,2011-01-31,-63.0498,146.474,2400.0,0.5087,34.6945,213.9,32.0,2.24,121.4,1
19143,  09AR20110104,2011-01-31,-63.0498,146.474,2699.5,0.3378,34.6868,218.5,31.81,2.25,123.9,1
19144,  09AR20110104,2011-01-31,-63.0498,146.474,2999.4,0.2079,34.6804,222.5,31.92,2.24,123.9,1
19145,  09AR20110104,2011-01-31,-63.0498,146.474,3299.3,0.0771,34.6738,227.3,31.94,2.24,123.1,1
19146,  09AR20110104,2011-01-31,-63.0498,146.474,3600.8,-0.0559,34.6651,233.3,32.06,2.23,119.8,1
19147,  09AR20110104,2011-01-31,-63.0498,146.474,3850.1,-0.1622,34.6582,238.4,31.84,2.22,116.7,1
19148,  09AR20110104,2011-01-31,-63.0498,146.474,3984.7,-0.3243,34.6401,246.1,31.71,2.21,110.4,1
19149,33RO20100308,2010-03-14,-54.0007,0.0002,5.6,2.3373,33.7458,328.6,23.23,1.55,24.03,3
19150,33RO20100308,2010-03-14,-54.0007,0.0002,30.0,2.3393,33.7456,329.2,23.04,1.56,23.64,3
19151,33RO20100308,2010-03-14,-54.0007,0.0002,59.6,2.3249,33.746,329.3,23.12,1.56,23.88,3
19152,33RO20100308,2010-03-14,-54.0007,0.0002,150.1,0.2458,34.1994,256.3,32.34,2.28,66.18,3
19153,33RO20100308,2010-03-14,-54.0007,0.0002,200.3,1.0544,34.4228,209.9,33.95,2.39,78.31,3
19154,33RO20100308,2010-03-14,-54.0007,0.0002,251.4,1.4835,34.5449,187.4,34.38,2.42,85.24,3
19155,33RO20100308,2010-03-14,-54.0007,0.0002,399.8,1.6726,34.64,180.1,33.66,2.37,90.22,3
19156,33RO20100308,2010-03-14,-54.0007,0.0002,500.5,1.6447,34.6776,183.6,32.9,2.31,92.75,3
19157,33RO20100308,2010-03-14,-54.0007,0.0002,600.9,1.5734,34.7008,188.7,32.18,2.27,94.7,3
19158,33RO20100308,2010-03-14,-54.0007,0.0002,798.3,1.4096,34.7143,194.5,31.77,2.23,98.79,3
19159,33RO20100308,2010-03-14,-54.0007,0.0002,1000.7,1.1623,34.713,199.1,31.82,2.23,105.17,3
19160,33RO20100308,2010-03-14,-54.0007,0.0002,1200.0,0.9644,34.708,202.4,31.96,2.25,110.09,3
19161,33RO20100308,2010-03-14,-54.0007,0.0002,1299.3,0.8663,34.7026,203.4,32.12,2.26,112.79,3
19162,33RO20100308,2010-03-14,-54.0007,0.0002,1500.1,0.684,34.6961,206.4,32.49,2.28,118.07,3
19163,33RO20100308,2010-03-14,-54.0007,0.0002,1900.1,0.4593,34.687,209.2,32.82,2.3,125.81,3
19164,33RO20100308,2010-03-14,-54.0007,0.0002,2300.8,0.3886,34.6832,211.3,32.95,2.31,130.98,3
19165,33RO20100308,2010-03-14,-54.0007,0.0002,2544.2,0.3944,34.6827,210.5,33.02,2.32,133.63,3
19166,33RO20100308,2010-03-14,-53.5,0.0695,4.3,2.3434,33.7513,328.5,23.17,1.58,25.0,3
19167,33RO20100308,2010-03-14,-53.5,0.0695,81.6,2.2132,33.7634,329.9,23.35,1.59,25.44,3
19168,33RO20100308,2010-03-14,-53.5,0.0695,124.9,-0.0455,33.9939,304.3,29.08,2.07,50.8,3
19169,33RO20100308,2010-03-14,-53.5,0.0695,223.4,1.0703,34.4254,208.8,34.04,2.38,78.66,3
19170,33RO20100308,2010-03-14,-53.5,0.0695,272.1,1.4738,34.5446,187.4,34.51,2.42,85.58,3
19171,33RO20100308,2010-03-14,-53.5,0.0695,350.2,1.658,34.625,183.0,34.18,2.39,90.18,3
19172,33RO20100308,2010-03-14,-53.5,0.0695,451.0,1.6626,34.6671,181.6,33.41,2.33,92.5,3
19173,33RO20100308,2010-03-14,-53.5,0.0695,551.9,1.6018,34.6901,186.2,32.88,2.28,94.63,3
19174,33RO20100308,2010-03-14,-53.5,0.0695,649.6,1.5305,34.7037,189.8,32.44,2.26,96.37,3
19175,33RO20100308,2010-03-14,-53.5,0.0695,850.7,1.2998,34.7119,196.3,31.99,2.23,101.53,3
19176,33RO20100308,2010-03-14,-53.5,0.0695,951.6,1.1955,34.7099,198.3,31.99,2.23,103.94,3
19177,33RO20100308,2010-03-14,-53.5,0.0695,1050.6,1.0749,34.7071,200.4,32.11,2.23,106.98,3
19178,33RO20100308,2010-03-14,-53.5,0.0695,1150.5,0.9425,34.7026,202.4,32.29,2.25,110.37,3
19179,33RO20100308,2010-03-14,-53.5,0.0695,1251.0,0.848,34.6993,203.7,32.36,2.26,112.46,3
19180,33RO20100308,2010-03-14,-53.5,0.0695,1401.4,0.7541,34.6962,205.1,32.46,2.26,114.97,3
19181,33RO20100308,2010-03-14,-53.5,0.0695,1600.3,0.6149,34.6917,207.7,32.73,2.28,118.89,3
19182,33RO20100308,2010-03-14,-53.5,0.0695,1805.2,0.5034,34.6882,209.3,32.82,2.29,123.14,3
19183,33RO20100308,2010-03-14,-53.5,0.0695,2000.6,0.439,34.6857,209.2,32.91,2.3,124.02,3
19184,33RO20100308,2010-03-14,-53.5,0.0695,2400.8,0.3791,34.6824,212.0,33.04,2.3,130.98,3
19185,33RO20100308,2010-03-14,-53.5,0.0695,2556.4,0.3799,34.682,210.6,33.06,2.3,134.61,3
19186,33RO20100308,2010-03-14,-52.9995,0.1452,30.6,2.5066,33.7345,330.6,22.48,1.52,17.44,3
19187,33RO20100308,2010-03-14,-52.9995,0.1452,59.9,2.4829,33.7376,330.9,22.51,1.5,17.88,3
19188,33RO20100308,2010-03-14,-52.9995,0.1452,101.2,0.767,33.8634,318.3,26.96,1.99,35.42,3
19189,33RO20100308,2010-03-14,-52.9995,0.1452,150.5,0.8671,34.236,238.9,33.22,2.36,63.55,3
19190,33RO20100308,2010-03-14,-52.9995,0.1452,200.9,1.4266,34.4275,197.9,34.8,2.42,75.34,3
19191,33RO20100308,2010-03-14,-52.9995,0.1452,250.2,1.737,34.5322,180.5,34.91,2.44,81.31,3
19192,33RO20100308,2010-03-14,-52.9995,0.1452,301.6,1.8444,34.58,175.4,34.59,2.41,84.09,3
19193,33RO20100308,2010-03-14,-52.9995,0.1452,400.2,1.8414,34.6359,176.3,33.84,2.35,87.67,3
19194,33RO20100308,2010-03-14,-52.9995,0.1452,500.4,1.8419,34.6769,179.6,32.93,2.3,89.5,3
19195,33RO20100308,2010-03-14,-52.9995,0.1452,602.7,1.8344,34.7069,185.2,31.91,2.22,89.65,3
19196,33RO20100308,2010-03-14,-52.9995,0.1452,698.1,1.7439,34.7155,188.5,31.8,2.21,91.5,3
19197,33RO20100308,2010-03-14,-52.9995,0.1452,900.9,1.553,34.725,194.6,31.46,2.18,95.64,3
19198,33RO20100308,2010-03-14,-52.9995,0.1452,1001.9,1.4847,34.7315,198.0,31.08,2.15,96.86,3
19199,33RO20100308,2010-03-14,-52.9995,0.1452,1100.3,1.3605,34.726,198.5,31.45,2.18,100.43,3
19200,33RO20100308,2010-03-14,-52.9995,0.1452,1201.6,1.2748,34.7234,200.1,31.45,2.18,102.84,3
19201,33RO20100308,2010-03-14,-52.9995,0.1452,1302.1,1.1188,34.7165,201.3,31.78,2.19,106.97,3
19202,33RO20100308,2010-03-14,-52.9995,0.1452,1500.8,0.9282,34.7069,203.6,32.04,2.23,112.11,3
19203,33RO20100308,2010-03-14,-52.9995,0.1452,1700.4,0.7847,34.7009,205.7,32.2,2.23,116.36,3
19204,33RO20100308,2010-03-14,-52.9995,0.1452,1902.1,0.6432,34.6956,207.7,32.53,2.25,121.25,3
19205,33RO20100308,2010-03-14,-52.9995,0.1452,2100.8,0.5512,34.6905,209.2,32.57,2.25,124.31,3
19206,33RO20100308,2010-03-14,-52.9995,0.1452,2302.2,0.5094,34.689,210.3,32.75,2.27,128.11,3
19207,33RO20100308,2010-03-14,-52.9995,0.1452,2561.1,0.4603,34.6861,210.7,32.83,2.27,133.39,3
19208,33RO20100308,2010-03-15,-52.5102,0.2515,39.6,3.2737,33.6894,324.1,22.14,1.46,8.78,3
19209,33RO20100308,2010-03-15,-52.5102,0.2515,98.9,3.2194,33.6928,323.3,22.43,1.49,9.72,3
19210,33RO20100308,2010-03-15,-52.5102,0.2515,132.2,1.0431,33.9736,290.5,30.05,2.15,37.36,3
19211,33RO20100308,2010-03-15,-52.5102,0.2515,160.6,1.2113,34.149,248.4,32.75,2.3,51.0,3
19212,33RO20100308,2010-03-15,-52.5102,0.2515,193.1,1.5043,34.2953,216.6,34.49,2.4,60.86,3
19213,33RO20100308,2010-03-15,-52.5102,0.2515,222.6,1.7021,34.3754,198.7,35.18,2.46,66.22,3
19214,33RO20100308,2010-03-15,-52.5102,0.2515,253.4,1.8342,34.4321,186.6,35.4,2.51,70.38,3
19215,33RO20100308,2010-03-15,-52.5102,0.2515,351.4,2.0238,34.5605,172.2,34.87,2.44,79.4,3
19216,33RO20100308,2010-03-15,-52.5102,0.2515,444.6,2.0157,34.6181,172.5,34.14,2.36,83.15,3
19217,33RO20100308,2010-03-15,-52.5102,0.2515,645.8,1.9533,34.6882,180.1,32.66,2.26,86.74,3
19218,33RO20100308,2010-03-15,-52.5102,0.2515,751.7,1.8865,34.7081,184.5,32.12,2.22,88.25,3
19219,33RO20100308,2010-03-15,-52.5102,0.2515,850.1,1.8398,34.7232,189.4,31.6,2.17,88.82,3
19220,33RO20100308,2010-03-15,-52.5102,0.2515,950.9,1.7818,34.7316,192.5,31.09,2.15,89.34,3
19221,33RO20100308,2010-03-15,-52.5102,0.2515,1150.6,1.5649,34.733,196.4,31.38,2.19,94.66,3
19222,33RO20100308,2010-03-15,-52.5102,0.2515,1348.2,1.3413,34.7254,199.1,31.39,2.2,101.06,3
19223,33RO20100308,2010-03-15,-52.5102,0.2515,1552.1,1.148,34.7168,201.5,32.07,2.22,106.34,3
19224,33RO20100308,2010-03-15,-52.5102,0.2515,1846.4,0.8635,34.7048,205.1,32.04,2.24,113.72,3
19225,33RO20100308,2010-03-15,-52.5102,0.2515,2153.7,0.6703,34.696,208.0,32.34,2.25,120.01,3
19226,33RO20100308,2010-03-15,-52.5102,0.2515,2451.6,0.5512,34.6904,209.8,32.64,2.28,126.57,3
19227,33RO20100308,2010-03-15,-52.5102,0.2515,2702.3,0.4963,34.6875,210.9,32.68,2.28,130.94,3
19228,33RO20100308,2010-03-15,-52.5102,0.2515,2819.1,0.4993,34.6871,211.3,32.96,2.32,132.49,3
19229,33RO20100308,2010-03-15,-52.0087,0.338,4.9,3.2675,33.6923,325.8,21.97,1.39,7.68,3
19230,33RO20100308,2010-03-15,-52.0087,0.338,19.8,3.2671,33.6926,325.9,21.94,1.39,7.69,3
19231,33RO20100308,2010-03-15,-52.0087,0.338,60.5,3.2608,33.6925,325.1,22.02,1.41,7.65,3
19232,33RO20100308,2010-03-15,-52.0087,0.338,114.6,1.3959,33.8441,311.5,26.49,1.94,29.04,3
19233,33RO20100308,2010-03-15,-52.0087,0.338,145.8,0.5574,34.0262,280.8,30.9,2.16,50.19,3
19234,33RO20100308,2010-03-15,-52.0087,0.338,174.8,0.7233,34.1517,254.6,32.4,2.27,57.58,3
19235,33RO20100308,2010-03-15,-52.0087,0.338,211.3,1.052,34.2886,226.7,33.75,2.37,65.59,3
19236,33RO20100308,2010-03-15,-52.0087,0.338,240.2,1.4385,34.4008,200.0,34.82,2.43,72.08,3
19237,33RO20100308,2010-03-15,-52.0087,0.338,300.0,1.7684,34.506,180.3,35.2,2.46,78.3,3
19238,33RO20100308,2010-03-15,-52.0087,0.338,400.2,1.8823,34.5906,176.1,34.48,2.41,83.77,3
19239,33RO20100308,2010-03-15,-52.0087,0.338,502.0,1.8326,34.6275,176.1,33.92,2.39,86.87,3
19240,33RO20100308,2010-03-15,-52.0087,0.338,600.4,1.813,34.6663,179.3,33.08,2.31,89.15,3
19241,33RO20100308,2010-03-15,-52.0087,0.338,800.4,1.7304,34.7092,188.0,32.05,2.23,91.66,3
19242,33RO20100308,2010-03-15,-52.0087,0.338,902.4,1.6504,34.7195,191.1,31.59,2.21,93.3,3
19243,33RO20100308,2010-03-15,-52.0087,0.338,1050.6,1.5362,34.7258,194.9,31.31,2.19,95.68,3
19244,33RO20100308,2010-03-15,-52.0087,0.338,1250.7,1.3593,34.7234,198.3,31.39,2.18,100.3,3
19245,33RO20100308,2010-03-15,-52.0087,0.338,2002.0,0.7252,34.6995,206.9,32.2,2.26,117.92,3
19246,33RO20100308,2010-03-15,-52.0087,0.338,2300.6,0.5824,34.6931,209.7,32.48,2.27,123.98,3
19247,33RO20100308,2010-03-15,-52.0087,0.338,2600.4,0.5027,34.6884,210.6,32.62,2.28,130.28,3
19248,33RO20100308,2010-03-15,-52.0087,0.338,2801.3,0.4848,34.6869,210.7,32.66,2.29,134.55,3
19249,33RO20100308,2010-03-15,-52.0087,0.338,3086.9,0.4957,34.6863,210.5,32.74,2.29,138.52,3
19250,33RO20100308,2010-03-15,-51.5002,0.3478,6.0,3.9911,33.7283,319.7,21.16,1.51,6.96,3
19251,33RO20100308,2010-03-15,-51.5002,0.3478,41.0,3.9901,33.7287,319.6,21.16,1.5,6.97,3
19252,33RO20100308,2010-03-15,-51.5002,0.3478,69.5,3.982,33.7285,318.6,21.16,1.49,6.92,3
19253,33RO20100308,2010-03-15,-51.5002,0.3478,99.4,3.9727,33.7277,319.0,21.33,1.59,7.25,3
19254,33RO20100308,2010-03-15,-51.5002,0.3478,130.1,1.6141,33.9054,307.8,27.43,1.99,26.16,3
19255,33RO20100308,2010-03-15,-51.5002,0.3478,160.1,1.101,34.0146,286.6,30.33,2.18,36.52,3
19256,33RO20100308,2010-03-15,-51.5002,0.3478,192.3,1.3985,34.1715,247.1,32.73,2.32,47.85,3
19257,33RO20100308,2010-03-15,-51.5002,0.3478,220.8,1.6858,34.2993,215.1,34.48,2.43,58.01,3
19258,33RO20100308,2010-03-15,-51.5002,0.3478,449.0,2.1437,34.5695,172.3,34.72,2.44,77.73,3
19259,33RO20100308,2010-03-15,-51.5002,0.3478,551.0,2.1037,34.6197,172.8,34.01,2.4,81.33,3
19260,33RO20100308,2010-03-15,-51.5002,0.3478,749.8,2.165,34.6993,181.9,31.97,2.24,80.87,3
19261,33RO20100308,2010-03-15,-51.5002,0.3478,849.3,2.1997,34.7241,186.5,31.07,2.17,79.08,3
19262,33RO20100308,2010-03-15,-51.5002,0.3478,951.4,2.0984,34.7434,192.1,30.43,2.13,80.59,3
19263,33RO20100308,2010-03-15,-51.5002,0.3478,1150.3,1.9885,34.7567,197.2,30.14,2.13,82.37,3
19264,33RO20100308,2010-03-15,-51.5002,0.3478,1351.5,1.7634,34.7523,199.6,30.15,2.11,88.06,3
19265,33RO20100308,2010-03-15,-51.5002,0.3478,1551.4,1.5514,34.7467,202.2,30.54,2.14,93.77,3
19266,33RO20100308,2010-03-15,-51.5002,0.3478,1850.3,1.3182,34.7345,203.4,30.86,2.16,100.76,3
19267,33RO20100308,2010-03-15,-51.5002,0.3478,2150.6,1.1137,34.7216,205.1,31.46,2.19,107.0,3
19268,33RO20100308,2010-03-15,-51.5002,0.3478,2250.9,1.0469,34.7179,206.9,31.56,2.22,109.05,3
19269,33RO20100308,2010-03-15,-51.5002,0.3478,2350.0,1.0137,34.715,206.1,31.73,2.22,110.58,3
19270,33RO20100308,2010-03-15,-51.5002,0.3478,2423.2,0.9411,34.7105,206.9,31.85,2.23,113.03,3
19271,33RO20100308,2010-03-16,-51.0,0.416,5.3,4.414,33.7834,315.3,20.53,1.47,6.74,3
19272,33RO20100308,2010-03-16,-51.0,0.416,25.0,4.4154,33.7839,315.1,20.54,1.49,6.8,3
19273,33RO20100308,2010-03-16,-51.0,0.416,50.3,4.417,33.7841,315.5,20.68,1.51,6.88,3
19274,33RO20100308,2010-03-16,-51.0,0.416,149.4,1.607,34.0526,282.5,30.21,2.09,34.93,3
19275,33RO20100308,2010-03-16,-51.0,0.416,199.5,1.7114,34.1811,246.1,32.78,2.27,45.01,3
19276,33RO20100308,2010-03-16,-51.0,0.416,300.7,2.0535,34.3398,206.2,34.53,2.39,58.63,3
19277,33RO20100308,2010-03-16,-51.0,0.416,500.0,2.1492,34.508,176.1,34.96,2.43,74.07,3
19278,33RO20100308,2010-03-16,-51.0,0.416,600.6,2.2111,34.5786,172.9,34.35,2.38,77.98,3
19279,33RO20100308,2010-03-16,-51.0,0.416,699.6,2.1971,34.6266,173.3,33.68,2.34,80.42,3
19280,33RO20100308,2010-03-16,-51.0,0.416,899.8,2.0938,34.6937,180.8,32.18,2.24,83.98,3
19281,33RO20100308,2010-03-16,-51.0,0.416,1001.6,1.9838,34.7056,183.5,31.9,2.22,86.58,3
19282,33RO20100308,2010-03-16,-51.0,0.416,1100.3,1.9749,34.7241,188.8,31.19,2.17,86.08,3
19283,33RO20100308,2010-03-16,-51.0,0.416,1198.8,1.9173,34.7404,193.2,30.72,2.15,86.48,3
19284,33RO20100308,2010-03-16,-51.0,0.416,1300.3,1.7993,34.7396,195.9,30.78,2.14,89.57,3
19285,33RO20100308,2010-03-16,-51.0,0.416,1401.2,1.7193,34.7452,198.0,30.59,2.13,91.0,3
19286,33RO20100308,2010-03-16,-51.0,0.416,1499.7,1.6399,34.7451,200.1,30.5,2.13,92.87,3
19287,33RO20100308,2010-03-16,-51.0,0.416,1699.5,1.3269,34.7302,201.3,31.05,2.15,101.59,3
19288,33RO20100308,2010-03-16,-51.0,0.416,1801.8,1.2437,34.7276,203.2,31.14,2.16,103.99,3
19289,33RO20100308,2010-03-16,-51.0,0.416,1902.0,1.1471,34.723,204.3,31.35,2.17,106.67,3
19290,33RO20100308,2010-03-16,-51.0,0.416,2046.5,1.0453,34.7176,207.3,31.57,2.18,110.71,3
19291,33RO20100308,2010-03-16,-50.5002,0.4855,4.9,4.551,33.799,314.9,20.23,1.49,7.48,3
19292,33RO20100308,2010-03-16,-50.5002,0.4855,79.0,3.8695,33.8707,303.2,22.31,1.69,11.95,3
19293,33RO20100308,2010-03-16,-50.5002,0.4855,124.1,2.3357,34.0142,284.5,28.95,2.01,25.23,3
19294,33RO20100308,2010-03-16,-50.5002,0.4855,175.5,2.0316,34.1084,263.4,31.0,2.15,33.86,3
19295,33RO20100308,2010-03-16,-50.5002,0.4855,223.7,2.2161,34.2159,234.5,32.55,2.26,42.47,3
19296,33RO20100308,2010-03-16,-50.5002,0.4855,299.6,2.3211,34.3028,210.8,33.87,2.34,51.6,3
19297,33RO20100308,2010-03-16,-50.5002,0.4855,399.8,2.2839,34.3841,193.5,34.57,2.39,60.92,3
19298,33RO20100308,2010-03-16,-50.5002,0.4855,599.8,2.3533,34.5398,174.0,34.45,2.41,73.16,3
19299,33RO20100308,2010-03-16,-50.5002,0.4855,750.9,2.3609,34.6273,174.1,33.35,2.33,76.24,3
19300,33RO20100308,2010-03-16,-50.5002,0.4855,899.5,2.3121,34.6735,178.1,32.37,2.23,77.08,3
19301,33RO20100308,2010-03-16,-50.5002,0.4855,1102.3,2.1563,34.7111,184.0,31.59,2.2,81.36,3
19302,33RO20100308,2010-03-16,-50.5002,0.4855,1501.5,1.9476,34.7606,198.8,29.7,2.06,81.36,3
19303,33RO20100308,2010-03-16,-50.5002,0.4855,1899.7,1.4607,34.7438,203.5,30.52,2.1,94.96,3
19304,33RO20100308,2010-03-16,-50.5002,0.4855,2101.0,1.3484,34.7429,206.9,30.45,2.11,98.62,3
19305,33RO20100308,2010-03-16,-50.5002,0.4855,2298.8,1.195,34.7298,206.3,31.05,2.16,102.85,3
19306,33RO20100308,2010-03-16,-50.5002,0.4855,2499.7,1.023,34.7171,207.2,31.45,2.18,107.79,3
19307,33RO20100308,2010-03-16,-50.5002,0.4855,2701.8,0.9023,34.7092,207.7,32.05,2.25,112.02,3
19308,33RO20100308,2010-03-16,-50.5002,0.4855,3150.1,0.6541,34.696,211.6,32.26,2.3,121.57,3
19309,33RO20100308,2010-03-16,-50.5002,0.4855,3399.9,0.5852,34.6909,213.0,32.46,2.28,124.97,3
