,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
1257,09AR20041223,       I09S,77.0,1.0,15.0,15.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,   700.6,   1.6590,  34.7440,2.0,  34.7431,2.0,    196.8,2.0,   196.4,2.0,   91.26,2.0,   30.26,2.0,    2.10,2.0,   0.155,2.0,   0.078,2.0,   0.009,2.0,  2247.8,2.0,  2348.0,2.0,   1.6203
1258,09AR20041223,       I09S,77.0,1.0,14.0,14.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,   800.2,   1.5827,  34.7465,2.0,  34.7455,2.0,    199.2,2.0,   199.9,2.0,   92.82,2.0,   30.16,2.0,    2.06,2.0,   0.136,2.0,   0.072,2.0,   0.006,2.0,  2247.0,2.0,  2349.3,2.0,   1.5383
1259,09AR20041223,       I09S,77.0,1.0,13.0,13.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,   900.5,   1.4352,  34.7381,2.0,  34.7382,2.0,    200.6,2.0,   201.5,2.0,   96.34,2.0,   30.45,2.0,    2.08,2.0,   0.182,2.0,   0.090,2.0,   0.011,2.0,  -999.0,9.0,  -999.0,9.0,   1.3856
1260,09AR20041223,       I09S,77.0,1.0,12.0,12.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  1000.9,   1.3646,  34.7396,2.0,  34.7396,2.0,    202.1,2.0,   201.9,2.0,   98.09,2.0,   30.75,2.0,    2.08,2.0,   0.139,2.0,   0.069,2.0,   0.008,2.0,  2251.3,2.0,  2351.0,2.0,   1.3092
1261,09AR20041223,       I09S,77.0,1.0,11.0,11.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  1100.1,   1.2593,  34.7352,2.0,  34.7347,2.0,    203.2,2.0,   203.0,2.0,  100.92,2.0,   30.65,2.0,    2.09,2.0,   0.140,2.0,   0.072,2.0,   0.012,2.0,  -999.0,9.0,  -999.0,9.0,   1.1984
1262,09AR20041223,       I09S,77.0,1.0,10.0,10.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  1199.2,   1.1416,  34.7292,2.0,  34.7294,2.0,    204.4,2.0,   204.5,2.0,  104.14,2.0,   30.94,2.0,    2.10,2.0,   0.140,2.0,   0.070,2.0,   0.006,2.0,  2253.4,2.0,  2354.2,2.0,   1.0753
1263,09AR20041223,       I09S,77.0,1.0,9.0,9.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  1300.3,   1.0215,  34.7233,2.0,  34.7235,2.0,    205.1,2.0,   205.9,2.0,  107.66,2.0,   31.23,2.0,    2.14,2.0,   0.138,6.0,   0.068,6.0,   0.003,6.0,  -999.0,9.0,  -999.0,9.0,   0.9498
1264,09AR20041223,       I09S,77.0,1.0,8.0,208.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  1400.9,   0.9380,  34.7183,2.0,  34.7178,2.0,    206.0,2.0,   206.2,2.0,  110.10,2.0,   31.33,2.0,    2.15,2.0,   0.150,2.0,   0.077,2.0,   0.003,2.0,  2255.3,2.0,  2357.9,2.0,   0.8605
1265,09AR20041223,       I09S,77.0,1.0,7.0,107.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  1501.9,   0.8390,  34.7123,2.0,  34.7127,2.0,    206.6,2.0,   206.2,2.0,  112.93,2.0,   31.53,2.0,    2.17,2.0,   0.160,2.0,   0.081,2.0,   0.014,2.0,  -999.0,9.0,  -999.0,9.0,   0.7559
1266,09AR20041223,       I09S,77.0,1.0,6.0,117.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  1599.5,   0.7679,  34.7084,2.0,  34.7084,2.0,    207.4,2.0,   207.3,2.0,  115.27,2.0,   31.72,2.0,    2.18,2.0,   0.156,2.0,   0.078,2.0,   0.008,2.0,  2259.9,2.0,  2357.0,6.0,   0.6790
1267,09AR20041223,       I09S,77.0,1.0,5.0,105.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  1700.2,   0.7059,  34.7047,2.0,  34.7045,2.0,    208.1,2.0,   207.7,2.0,  117.42,2.0,   32.02,2.0,    2.20,2.0,   0.170,2.0,   0.086,2.0,   0.002,2.0,  -999.0,9.0,  -999.0,9.0,   0.6108
1268,09AR20041223,       I09S,77.0,1.0,4.0,104.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  1802.3,   0.6405,  34.7012,2.0,  34.7007,2.0,    208.7,2.0,   208.6,2.0,  119.76,2.0,   32.80,2.0,    2.21,2.0,   0.159,2.0,   0.085,2.0,   0.004,2.0,  2260.6,2.0,  2356.4,2.0,   0.5391
1269,09AR20041223,       I09S,77.0,1.0,3.0,103.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  2000.7,   0.5136,  34.6933,2.0,  34.6933,2.0,    211.0,2.0,   210.7,2.0,  121.33,2.0,   32.31,2.0,    2.22,2.0,   0.225,2.0,   0.117,2.0,   0.003,2.0,  2261.2,2.0,  2357.8,6.0,   0.3997
1270,09AR20041223,       I09S,77.0,1.0,2.0,102.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  2201.5,   0.4406,  34.6899,2.0,  34.6896,2.0,    212.9,2.0,   213.0,2.0,  124.84,2.0,   32.21,2.0,    2.23,2.0,   0.200,6.0,   0.100,6.0,   0.010,6.0,  2261.2,2.0,  2355.6,2.0,   0.3129
1271,09AR20041223,       I09S,77.0,1.0,1.0,101.0,2.0,20050123.0,1011.0,-58.1128,82.6383,       2296,  2278.2,   0.4237,  34.6891,2.0,  34.6892,2.0,    213.2,2.0,   213.0,2.0,  126.11,2.0,   32.31,2.0,    2.24,2.0,   0.200,2.0,   0.097,2.0,   0.010,2.0,  2262.3,6.0,  2355.9,6.0,   0.2904
1272,09AR20041223,       I09S,78.0,1.0,24.0,24.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,    11.3,   1.3774,  33.9854,2.0,  33.9882,2.0,    333.8,2.0,   335.4,2.0,   36.82,2.0,   25.88,2.0,    1.63,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.3769
1273,09AR20041223,       I09S,78.0,1.0,23.0,23.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,    30.8,   1.3439,  33.9877,2.0,  33.9888,2.0,    333.7,2.0,   334.3,2.0,   37.40,2.0,   25.68,2.0,    1.62,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.3425
1274,09AR20041223,       I09S,78.0,1.0,22.0,22.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,    71.0,  -0.4331,  34.2107,2.0,  34.2401,2.0,    264.2,2.0,   262.2,2.0,   67.37,2.0,   31.05,2.0,    2.21,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.4353
1275,09AR20041223,       I09S,78.0,1.0,21.0,21.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,   100.7,   0.3656,  34.3578,2.0,  34.3643,2.0,    225.1,2.0,   225.1,2.0,   73.42,2.0,   32.61,2.0,    2.28,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.3617
1276,09AR20041223,       I09S,78.0,1.0,20.0,20.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,   151.2,   1.1194,  34.4778,2.0,  34.4764,2.0,    194.2,2.0,   197.7,2.0,   78.68,2.0,   35.05,2.0,    2.31,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.1125
1277,09AR20041223,       I09S,78.0,1.0,19.0,19.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,   200.8,   1.6498,  34.5748,2.0,  34.5697,2.0,    179.5,2.0,   180.7,2.0,   83.17,2.0,   34.17,2.0,    2.30,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.6396
1278,09AR20041223,       I09S,78.0,1.0,18.0,18.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,   301.0,   1.9604,  34.6647,2.0,  34.6638,2.0,    175.7,2.0,   174.8,2.0,   85.80,2.0,   33.28,2.0,    2.24,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.9441
1279,09AR20041223,       I09S,78.0,1.0,17.0,6.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,   400.6,   1.9610,  34.6986,2.0,  34.6982,2.0,    181.0,2.0,   180.2,2.0,   86.09,2.0,   32.21,2.0,    2.19,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.9389
1280,09AR20041223,       I09S,78.0,1.0,16.0,116.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,   500.5,   1.9154,  34.7225,2.0,  34.7223,2.0,    186.5,2.0,   185.5,2.0,   86.97,2.0,   31.92,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.8876
1281,09AR20041223,       I09S,78.0,1.0,15.0,15.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,   601.5,   1.8053,  34.7331,2.0,  34.7333,2.0,    191.6,2.0,   189.8,2.0,   89.01,2.0,   31.14,2.0,    2.11,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.7719
1282,09AR20041223,       I09S,78.0,1.0,14.0,14.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,   700.7,   1.7261,  34.7404,2.0,  34.7402,2.0,    194.9,2.0,   194.0,2.0,   89.99,2.0,   30.84,2.0,    2.08,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.6870
1283,09AR20041223,       I09S,78.0,1.0,13.0,13.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,   800.3,   1.6392,  34.7448,2.0,  34.7451,2.0,    198.1,2.0,   196.9,2.0,   91.75,2.0,   30.35,2.0,    2.08,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.5944
1284,09AR20041223,       I09S,78.0,1.0,12.0,12.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,   900.3,   1.5593,  34.7459,2.0,  34.7457,2.0,    200.2,2.0,   199.2,2.0,   92.92,2.0,   30.26,2.0,    2.07,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.5088
1285,09AR20041223,       I09S,78.0,1.0,11.0,11.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  1001.2,   1.4570,  34.7436,2.0,  34.7427,2.0,    201.6,2.0,   200.7,2.0,   95.65,2.0,   30.26,2.0,    2.08,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.4008
1286,09AR20041223,       I09S,78.0,1.0,10.0,10.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  1103.5,   1.3337,  34.7385,2.0,  34.7386,2.0,    202.1,2.0,   202.0,2.0,   99.17,2.0,   31.14,2.0,    2.09,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.2719
1287,09AR20041223,       I09S,78.0,1.0,9.0,9.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  1201.9,   1.2386,  34.7342,2.0,  34.7339,2.0,    202.6,2.0,   203.1,2.0,  101.90,2.0,   30.94,2.0,    2.11,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.1712
1288,09AR20041223,       I09S,78.0,1.0,8.0,208.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  1300.7,   1.1443,  34.7294,2.0,  34.7290,2.0,    203.4,2.0,   204.1,2.0,  104.54,2.0,   31.04,2.0,    2.13,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.0713
1289,09AR20041223,       I09S,78.0,1.0,7.0,107.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  1400.2,   1.0605,  34.7254,2.0,  34.7249,2.0,    203.7,2.0,   204.8,2.0,  107.17,2.0,   31.43,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.9817
1290,09AR20041223,       I09S,78.0,1.0,6.0,117.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  1501.5,   0.9631,  34.7196,2.0,  34.7196,2.0,    204.6,2.0,   205.2,2.0,  110.00,2.0,   31.33,2.0,    2.15,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.8785
1291,09AR20041223,       I09S,78.0,1.0,5.0,105.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  1601.8,   0.8822,  34.7145,2.0,  34.7143,2.0,    205.6,2.0,   206.1,2.0,  112.35,2.0,   31.43,2.0,    2.17,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.7917
1292,09AR20041223,       I09S,78.0,1.0,4.0,104.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  1802.5,   0.6802,  34.7036,2.0,  34.7033,2.0,    207.5,2.0,   207.7,2.0,  119.47,2.0,   31.82,2.0,    2.21,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.5782
1293,09AR20041223,       I09S,78.0,1.0,3.0,103.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  1952.0,   0.6294,  34.7010,2.0,  34.7004,2.0,    208.3,2.0,   208.2,2.0,  123.18,2.0,   32.11,2.0,    2.22,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.5173
1294,09AR20041223,       I09S,78.0,1.0,2.0,102.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  2050.1,   0.6108,  34.6996,2.0,  34.6994,2.0,    208.7,2.0,   208.8,2.0,  123.96,2.0,   32.21,2.0,    2.23,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.4917
1295,09AR20041223,       I09S,78.0,1.0,1.0,101.0,2.0,20050123.0,1404.0,-58.3253,82.3075,       2136,  2124.5,   0.5650,  34.6971,2.0,  34.6966,2.0,    209.4,2.0,   209.8,2.0,  125.43,2.0,   32.21,2.0,    2.24,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.4411
1296,09AR20041223,       I09S,79.0,1.0,24.0,24.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,    10.1,   1.3201,  33.9890,2.0,  33.9892,2.0,    331.9,2.0,   331.1,2.0,   43.16,2.0,   27.15,2.0,    1.79,2.0,   5.453,2.0,   2.823,2.0,   0.486,2.0,  2171.4,6.0,  2298.5,6.0,   1.3196
1297,09AR20041223,       I09S,79.0,1.0,23.0,23.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,    25.4,   1.3112,  33.9894,2.0,  33.9898,2.0,    331.8,2.0,   331.4,2.0,   43.16,2.0,   27.44,2.0,    1.78,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2171.0,2.0,  2298.4,2.0,   1.3101
1298,09AR20041223,       I09S,79.0,1.0,22.0,22.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,    51.0,   1.2350,  33.9903,2.0,  33.9962,2.0,    330.3,2.0,   331.2,2.0,   44.63,2.0,   27.34,2.0,    1.82,2.0,   5.457,2.0,   2.811,2.0,   0.486,2.0,  2174.7,2.0,  2300.1,2.0,   1.2327
1299,09AR20041223,       I09S,79.0,1.0,21.0,21.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,    75.5,  -0.5183,  34.2032,2.0,  34.2138,2.0,    297.8,2.0,   273.3,3.0,   66.49,2.0,   31.15,2.0,    2.20,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2220.5,2.0,  2311.4,2.0,  -0.5206
1300,09AR20041223,       I09S,79.0,1.0,20.0,20.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   101.4,   0.4906,  34.3902,2.0,  34.3905,2.0,    220.9,2.0,   220.5,2.0,   75.27,2.0,   33.68,2.0,    2.28,2.0,   2.349,2.0,   1.183,2.0,   0.194,2.0,  2241.1,2.0,  2321.2,2.0,   0.4866
1301,09AR20041223,       I09S,79.0,1.0,19.0,19.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   125.1,   1.3096,  34.5166,2.0,  34.5146,2.0,    192.1,2.0,   192.0,2.0,   80.93,2.0,   34.26,2.0,    2.32,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2252.5,2.0,  2328.0,2.0,   1.3037
1302,09AR20041223,       I09S,79.0,1.0,18.0,18.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   151.4,   1.4664,  34.5512,2.0,  34.5548,2.0,    185.1,2.0,   186.2,2.0,   82.58,2.0,   34.07,2.0,    2.30,2.0,   0.634,2.0,   0.320,2.0,   0.041,2.0,  -999.0,9.0,  -999.0,9.0,   1.4590
1303,09AR20041223,       I09S,79.0,1.0,17.0,6.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   200.5,   1.8317,  34.6286,2.0,  34.6274,2.0,    177.2,2.0,   176.3,2.0,   85.70,2.0,   33.87,2.0,    2.28,2.0,   0.487,2.0,   0.247,2.0,   0.025,2.0,  -999.0,9.0,  -999.0,9.0,   1.8212
1304,09AR20041223,       I09S,79.0,1.0,16.0,116.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   252.0,   1.8651,  34.6602,2.0,  34.6595,2.0,    176.5,2.0,   176.3,2.0,   86.87,2.0,   33.48,2.0,    2.25,2.0,   0.370,2.0,   0.183,2.0,   0.022,2.0,  2259.0,2.0,  2339.4,2.0,   1.8517
1305,09AR20041223,       I09S,79.0,1.0,15.0,15.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   301.4,   1.8959,  34.6834,2.0,  34.6831,2.0,    178.0,2.0,   178.2,2.0,   87.75,2.0,   32.99,2.0,    2.22,2.0,   0.309,2.0,   0.152,2.0,   0.017,2.0,  -999.0,9.0,  -999.0,9.0,   1.8797
1306,09AR20041223,       I09S,79.0,1.0,14.0,14.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   348.4,   1.8996,  34.6986,2.0,  34.6984,2.0,    180.7,2.0,   180.4,2.0,   87.85,2.0,   32.50,2.0,    2.19,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.8807
1307,09AR20041223,       I09S,79.0,1.0,13.0,13.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   401.9,   1.9069,  34.7167,2.0,  34.7164,2.0,    182.0,2.0,   184.2,2.0,   87.65,2.0,   31.62,2.0,    2.15,2.0,   0.223,2.0,   0.112,2.0,   0.015,2.0,  -999.0,9.0,  -999.0,9.0,   1.8849
1308,09AR20041223,       I09S,79.0,1.0,12.0,12.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   500.5,   1.8323,  34.7309,2.0,  34.7308,2.0,    188.6,2.0,   188.8,2.0,   88.04,2.0,   31.14,2.0,    2.12,2.0,   0.193,2.0,   0.096,2.0,   0.010,2.0,  2251.6,2.0,  2345.0,6.0,   1.8048
1309,09AR20041223,       I09S,79.0,1.0,11.0,11.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   605.2,   1.6345,  34.7268,2.0,  34.7262,2.0,    194.2,2.0,   193.8,2.0,   90.19,2.0,   30.84,2.0,    2.10,2.0,   0.293,2.0,   0.146,2.0,   0.025,2.0,  -999.0,9.0,  -999.0,9.0,   1.6017
1310,09AR20041223,       I09S,79.0,1.0,10.0,10.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   700.4,   1.5528,  34.7304,2.0,  34.7300,2.0,    197.1,2.0,   197.2,2.0,   91.94,2.0,   30.65,2.0,    2.10,2.0,   0.280,6.0,   0.143,6.0,   0.025,6.0,  -999.0,9.0,  -999.0,9.0,   1.5147
1311,09AR20041223,       I09S,79.0,1.0,9.0,9.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   802.6,   1.5285,  34.7416,2.0,  34.7424,2.0,    198.9,2.0,   199.3,2.0,   93.90,2.0,   30.55,2.0,    2.07,2.0,   0.156,2.0,   0.082,2.0,   0.008,2.0,  -999.0,9.0,  -999.0,9.0,   1.4843
1312,09AR20041223,       I09S,79.0,1.0,8.0,208.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,   901.0,   1.3883,  34.7339,2.0,  34.7335,2.0,    200.6,2.0,   201.3,2.0,   96.92,2.0,   30.55,2.0,    2.10,2.0,   0.225,2.0,   0.110,2.0,   0.004,2.0,  2252.7,2.0,  2371.8,3.0,   1.3390
1313,09AR20041223,       I09S,79.0,1.0,7.0,107.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,  1000.2,   1.3536,  34.7400,2.0,  34.7396,2.0,    201.7,2.0,   202.0,2.0,   99.07,2.0,   30.55,2.0,    2.09,2.0,   0.118,2.0,   0.064,2.0,-999.000,5.0,  -999.0,9.0,  -999.0,9.0,   1.2983
1314,09AR20041223,       I09S,79.0,1.0,6.0,117.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,  1101.0,   1.2557,  34.7359,2.0,  34.7363,2.0,    202.1,2.0,   202.0,2.0,  102.58,2.0,   30.75,2.0,    2.11,2.0,   0.105,2.0,   0.058,2.0,   0.003,2.0,  -999.0,9.0,  -999.0,9.0,   1.1948
1315,09AR20041223,       I09S,79.0,1.0,5.0,105.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,  1202.1,   1.1551,  34.7310,2.0,  34.7312,2.0,    202.4,2.0,   202.4,2.0,  106.78,2.0,   31.04,2.0,    2.16,2.0,   0.093,2.0,   0.052,2.0,   0.000,2.0,  2254.2,2.0,  2353.8,2.0,   1.0885
1316,09AR20041223,       I09S,79.0,1.0,4.0,104.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,  1301.3,   1.0314,  34.7242,2.0,  34.7239,2.0,    203.7,2.0,   203.5,2.0,  111.95,2.0,   31.33,2.0,    2.15,2.0,   0.102,2.0,   0.061,2.0,   0.000,2.0,  -999.0,9.0,  -999.0,9.0,   0.9595
1317,09AR20041223,       I09S,79.0,1.0,3.0,103.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,  1405.6,   0.9254,  34.7187,2.0,  34.7184,2.0,    203.6,2.0,   203.4,2.0,  117.62,2.0,   31.53,2.0,    2.18,2.0,   0.105,2.0,   0.059,2.0,   0.010,3.0,  -999.0,9.0,  -999.0,9.0,   0.8478
1318,09AR20041223,       I09S,79.0,1.0,2.0,102.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,  1549.9,   0.8311,  34.7135,2.0,  34.7139,2.0,    204.3,2.0,   204.7,2.0,  124.25,2.0,   31.62,2.0,    2.20,2.0,   0.092,6.0,   0.049,6.0,   0.000,2.0,  2259.8,2.0,  2357.0,2.0,   0.7448
1319,09AR20041223,       I09S,79.0,1.0,1.0,101.0,2.0,20050123.0,1756.0,-58.4843,81.9843,       1648,  1622.8,   0.7815,  34.7105,2.0,  34.7104,2.0,    204.4,2.0,   204.6,2.0,  127.18,2.0,   31.82,2.0,    2.22,2.0,   0.097,2.0,   0.056,2.0,   0.001,2.0,  2260.8,6.0,  2359.1,6.0,   0.6908
1320,09AR20041223,       I09S,80.0,1.0,24.0,24.0,2.0,20050123.0,2123.0,-58.6182,81.7072,       1478,    12.1,   1.4269,  33.9340,2.0,  33.9328,2.0,    334.7,2.0,   334.9,2.0,   40.63,2.0,   26.37,2.0,    1.74,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.4263
1321,09AR20041223,       I09S,80.0,1.0,23.0,23.0,2.0,20050123.0,2123.0,-58.6182,81.7072,       1478,    25.6,   1.4159,  33.9360,2.0,  33.9336,2.0,    334.8,2.0,   333.9,2.0,   40.63,2.0,   26.37,2.0,    1.74,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.4147
1322,09AR20041223,       I09S,80.0,1.0,22.0,22.0,2.0,20050123.0,2123.0,-58.6182,81.7072,       1478,    49.8,   1.0033,  33.9611,2.0,  33.9704,2.0,    334.7,2.0,   335.8,2.0,   43.65,2.0,   27.15,2.0,    1.83,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.0012
1323,09AR20041223,       I09S,80.0,1.0,21.0,21.0,2.0,20050123.0,2123.0,-58.6182,81.7072,       1478,    75.9,  -1.3922,  34.0730,2.0,  34.0678,2.0,    319.4,2.0,   332.6,3.0,   53.71,2.0,   29.59,2.0,    2.01,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -1.3939
1324,09AR20041223,       I09S,80.0,1.0,20.0,20.0,2.0,20050123.0,2123.0,-58.6182,81.7072,       1478,   101.3,  -1.1260,  34.1792,2.0,  34.1637,2.0,    298.6,2.0,   297.5,2.0,   59.07,2.0,   30.76,2.0,    2.10,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -1.1286
1325,09AR20041223,       I09S,80.0,1.0,19.0,19.0,2.0,20050123.0,2123.0,-58.6182,81.7072,       1478,   125.1,  -0.2021,  34.3245,2.0,  34.3202,2.0,    273.3,2.0,   254.1,3.0,   67.86,2.0,   32.12,2.0,    2.23,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.2063
1326,09AR20041223,       I09S,80.0,1.0,18.0,18.0,2.0,20050123.0,2123.0,-58.6182,81.7072,       1478,   153.0,   0.6786,  34.4643,2.0,  34.4415,2.0,    222.6,2.0,   223.8,2.0,   74.49,2.0,   33.00,2.0,    2.26,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.6722
1327,09AR20041223,       I09S,80.0,1.0,17.0,6.0,2.0,20050123.0,2123.0,-58.6182,81.7072,       1478,   175.0,   1.6293,  34.6138,2.0,  34.6101,2.0,    185.8,2.0,   180.3,2.0,   84.53,2.0,   33.58,2.0,    2.28,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.6205
