,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
72,09AR20041223,       I09S,28.0,1.0,24.0,24.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,    10.7,   9.7905,  34.2184,2.0,  34.2182,2.0,    282.8,2.0,   282.9,2.0,    1.07,2.0,   13.77,2.0,    0.98,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   9.7893
73,09AR20041223,       I09S,28.0,1.0,23.0,23.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,    10.6,   9.7901,  34.2183,2.0,-999.0000,9.0,    282.8,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   9.7889
74,09AR20041223,       I09S,28.0,1.0,22.0,22.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,    10.6,   9.7882,  34.2186,2.0,-999.0000,9.0,    282.8,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   9.7870
75,09AR20041223,       I09S,28.0,1.0,21.0,21.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,    62.2,   9.8363,  34.4531,2.0,  34.4558,2.0,    281.0,2.0,   280.1,2.0,    1.76,2.0,   12.11,2.0,    0.87,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   9.8293
76,09AR20041223,       I09S,28.0,1.0,20.0,20.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,    91.5,   8.6494,  34.4081,2.0,-999.0000,9.0,    282.5,2.0,   283.7,2.0,    1.95,2.0,   13.67,2.0,    1.05,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.6398
77,09AR20041223,       I09S,28.0,1.0,19.0,19.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,   121.2,   8.4970,  34.4344,2.0,  34.4311,2.0,    276.8,2.0,   277.4,2.0,    3.61,2.0,   14.74,2.0,    1.10,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.4844
78,09AR20041223,       I09S,28.0,1.0,18.0,18.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,   149.2,   8.6521,  34.4934,2.0,  34.4915,2.0,    273.4,2.0,   273.8,2.0,    4.49,2.0,   15.13,2.0,    1.09,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.6364
79,09AR20041223,       I09S,28.0,1.0,17.0,6.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,   201.2,   8.6288,  34.5211,2.0,  34.5207,2.0,    271.2,2.0,   269.9,2.0,    5.27,2.0,   15.52,2.0,    1.10,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.6076
80,09AR20041223,       I09S,28.0,1.0,16.0,16.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,   302.3,   8.2509,  34.4721,2.0,  34.4723,2.0,    269.8,2.0,   270.8,2.0,    5.86,2.0,   16.50,2.0,    1.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.2198
81,09AR20041223,       I09S,28.0,1.0,15.0,15.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,   401.0,   7.9494,  34.4406,2.0,  34.4413,2.0,    261.5,2.0,   260.9,2.0,    6.83,2.0,   18.06,2.0,    1.22,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   7.9088
82,09AR20041223,       I09S,28.0,1.0,14.0,14.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,   500.8,   7.3200,  34.3807,2.0,  34.3729,2.0,    240.5,2.0,   254.7,3.0,    9.08,2.0,   20.40,2.0,    1.36,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   7.2713
83,09AR20041223,       I09S,28.0,1.0,13.0,13.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,   603.0,   6.7480,  34.3883,2.0,  34.3870,2.0,    234.0,2.0,   229.2,2.0,   13.67,2.0,   23.63,2.0,    1.56,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   6.6916
84,09AR20041223,       I09S,28.0,1.0,12.0,12.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,   699.8,   5.9996,  34.3764,2.0,  34.3778,2.0,    216.5,2.0,   214.7,2.0,   18.75,2.0,   26.26,2.0,    1.73,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   5.9376
85,09AR20041223,       I09S,28.0,1.0,11.0,11.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,   848.6,   4.6498,  34.3129,2.0,  34.3135,2.0,    215.0,2.0,   216.9,2.0,   26.07,2.0,   29.39,2.0,    1.93,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   4.5826
86,09AR20041223,       I09S,28.0,1.0,10.0,10.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,  1000.4,   3.8209,  34.3226,2.0,  34.3227,2.0,    207.9,2.0,   209.0,2.0,   35.83,2.0,   31.44,2.0,    2.09,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   3.7469
87,09AR20041223,       I09S,28.0,1.0,9.0,9.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,  1201.6,   3.2619,  34.4093,2.0,  34.4093,2.0,    188.1,2.0,   188.4,2.0,   50.47,2.0,   33.00,2.0,    2.23,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   3.1762
88,09AR20041223,       I09S,28.0,1.0,8.0,108.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,  1401.0,   2.8821,  34.4956,2.0,  34.4948,2.0,    176.8,2.0,   177.2,2.0,   61.40,2.0,   33.58,2.0,    2.27,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.7839
89,09AR20041223,       I09S,28.0,1.0,7.0,107.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,  1602.9,   2.6566,  34.5805,2.0,  34.5809,2.0,    173.7,2.0,   175.4,2.0,   68.23,2.0,   33.19,2.0,    2.25,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.5443
90,09AR20041223,       I09S,28.0,1.0,6.0,117.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,  1899.8,   2.4777,  34.6749,2.0,  34.6752,2.0,    179.1,2.0,   179.7,2.0,   73.01,2.0,   31.92,2.0,    2.15,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.3425
91,09AR20041223,       I09S,28.0,1.0,5.0,105.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,  2200.4,   2.2535,  34.7308,2.0,  34.7310,2.0,    187.7,2.0,   188.6,2.0,   77.21,2.0,   30.65,2.0,    2.08,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.0954
92,09AR20041223,       I09S,28.0,1.0,4.0,104.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,  2802.0,   1.6732,  34.7468,2.0,  34.7467,2.0,    198.2,2.0,   199.1,2.0,   94.58,2.0,   30.55,2.0,    2.08,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.4710
93,09AR20041223,       I09S,28.0,1.0,3.0,103.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,  3199.4,   1.3396,  34.7325,2.0,  34.7323,2.0,    201.8,2.0,   202.0,2.0,  105.32,2.0,   31.04,2.0,    2.15,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.1070
94,09AR20041223,       I09S,28.0,1.0,2.0,102.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,  3603.2,   1.1457,  34.7223,2.0,  34.7221,2.0,    204.5,2.0,   205.4,2.0,  111.56,2.0,   31.53,2.0,    2.17,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.8778
95,09AR20041223,       I09S,28.0,1.0,1.0,101.0,2.0,20050102.0,636.0,-46.5182,114.9938,       4008,  4063.9,   1.0614,  34.7162,2.0,  34.7166,2.0,    206.0,2.0,   206.7,2.0,  114.30,2.0,   31.53,2.0,    2.20,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.7478
96,09AR20041223,       I09S,29.0,1.0,24.0,24.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,    11.4,   9.4539,  34.2054,2.0,  34.2050,2.0,    285.4,2.0,   284.1,2.0,    1.27,2.0,   14.16,2.0,    1.00,2.0,   3.733,2.0,   1.950,2.0,   0.406,3.0,  2089.1,6.0,  2278.9,6.0,   9.4526
97,09AR20041223,       I09S,29.0,1.0,23.0,23.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,    11.4,   9.4539,  34.2056,2.0,-999.0000,9.0,    285.4,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   9.4526
98,09AR20041223,       I09S,29.0,1.0,22.0,22.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,    11.3,   9.4530,  34.2057,2.0,-999.0000,9.0,    285.4,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   9.4518
99,09AR20041223,       I09S,29.0,1.0,21.0,21.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,    62.0,   8.8758,  34.2674,2.0,  34.2632,2.0,    288.3,2.0,   286.7,2.0,    1.46,2.0,   14.55,2.0,    1.03,2.0,   3.799,2.0,   1.988,2.0,   0.383,3.0,  2095.1,2.0,  2282.1,2.0,   8.8692
100,09AR20041223,       I09S,29.0,1.0,20.0,20.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,   102.2,   8.7942,  34.5308,2.0,  34.5299,2.0,    272.0,2.0,   274.7,2.0,    4.39,2.0,   14.74,2.0,    1.05,2.0,   3.694,2.0,   1.923,2.0,   0.329,2.0,  2112.6,2.0,  2287.6,2.0,   8.7834
101,09AR20041223,       I09S,29.0,1.0,19.0,19.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,   151.4,   8.5958,  34.5303,2.0,  34.5305,2.0,    271.6,2.0,   270.9,2.0,    5.17,2.0,   15.52,2.0,    1.07,2.0,   3.565,6.0,   1.934,2.0,   0.344,6.0,  2114.4,2.0,  2291.2,2.0,   8.5799
102,09AR20041223,       I09S,29.0,1.0,18.0,18.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,   199.7,   8.2315,  34.4712,2.0,  34.4709,2.0,    271.3,2.0,   271.5,2.0,    5.95,2.0,   16.60,2.0,    1.13,2.0,   3.598,2.0,   1.952,2.0,   0.308,2.0,  2119.0,2.0,  2285.7,2.0,   8.2111
103,09AR20041223,       I09S,29.0,1.0,17.0,6.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,   300.6,   7.7560,  34.4289,2.0,  34.4297,2.0,    256.0,2.0,   255.8,2.0,    8.10,2.0,   19.04,2.0,    1.29,2.0,   3.475,2.0,   1.822,2.0,   0.239,2.0,  2129.2,2.0,  2286.3,2.0,   7.7262
104,09AR20041223,       I09S,29.0,1.0,16.0,16.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,   402.1,   7.1902,  34.4217,2.0,  34.4195,2.0,    231.2,2.0,   231.1,2.0,   12.98,2.0,   22.45,2.0,    1.49,2.0,   3.103,2.0,   1.573,2.0,   0.202,2.0,  2148.2,2.0,  2284.7,2.0,   7.1518
105,09AR20041223,       I09S,29.0,1.0,15.0,15.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,   501.2,   5.9382,  34.3069,2.0,  34.3073,2.0,    229.8,2.0,   235.6,2.0,   15.72,2.0,   25.09,2.0,    1.65,2.0,   3.243,2.0,   1.654,2.0,   0.235,2.0,  2159.1,2.0,  2283.4,2.0,   5.8948
106,09AR20041223,       I09S,29.0,1.0,14.0,14.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,   600.3,   5.0356,  34.2893,2.0,  34.2894,2.0,    232.4,2.0,   227.5,2.0,   21.97,2.0,   27.53,2.0,    1.83,2.0,   3.013,2.0,   1.492,2.0,   0.229,2.0,  2174.0,2.0,  2286.2,2.0,   4.9874
107,09AR20041223,       I09S,29.0,1.0,13.0,13.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,   700.3,   4.2423,  34.2579,2.0,  34.2583,2.0,    225.1,2.0,   229.7,2.0,   26.17,2.0,   29.10,2.0,    1.93,2.0,   2.961,2.0,   1.491,2.0,   0.211,2.0,  2181.0,2.0,  2288.5,2.0,   4.1899
108,09AR20041223,       I09S,29.0,1.0,12.0,12.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,   852.2,   3.6662,  34.3100,2.0,  34.3106,2.0,    213.1,2.0,   211.8,2.0,   37.69,2.0,   31.15,2.0,    2.10,2.0,   2.126,2.0,   1.036,2.0,   0.148,2.0,  2203.0,2.0,  2298.1,2.0,   3.6052
109,09AR20041223,       I09S,29.0,1.0,11.0,11.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  1000.8,   3.2069,  34.3636,2.0,  34.3637,2.0,    196.2,2.0,   197.3,2.0,   48.82,2.0,   32.61,2.0,    2.21,2.0,   1.526,2.0,   0.728,2.0,   0.104,2.0,  2220.4,6.0,  2308.3,6.0,   3.1376
110,09AR20041223,       I09S,29.0,1.0,10.0,10.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  1201.2,   2.9210,  34.4739,2.0,  34.4742,2.0,    179.9,2.0,   179.1,2.0,   62.67,2.0,   33.68,2.0,    2.26,2.0,   0.752,2.0,   0.353,2.0,   0.076,2.0,  2239.5,2.0,  2322.2,2.0,   2.8383
111,09AR20041223,       I09S,29.0,1.0,9.0,9.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  1401.2,   2.6724,  34.5559,2.0,  34.5558,2.0,    174.8,2.0,   175.0,2.0,   68.63,2.0,   33.58,2.0,    2.26,2.0,   0.602,3.0,   0.213,6.0,   0.029,2.0,  2247.3,2.0,  2327.7,2.0,   2.5763
112,09AR20041223,       I09S,29.0,1.0,8.0,108.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  1600.3,   2.5147,  34.6301,2.0,  34.6305,2.0,    176.7,2.0,   176.6,2.0,   73.31,2.0,   32.99,2.0,    2.21,2.0,   0.470,3.0,   0.122,2.0,   0.002,4.0,  2246.6,2.0,  2343.5,3.0,   2.4042
113,09AR20041223,       I09S,29.0,1.0,7.0,107.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  1801.2,   2.4126,  34.6909,2.0,  34.6901,2.0,    182.1,2.0,   182.6,2.0,   75.94,2.0,   31.33,2.0,    2.12,2.0,   0.165,2.0,   0.077,2.0,   0.018,4.0,  2246.1,2.0,  2340.0,2.0,   2.2866
114,09AR20041223,       I09S,29.0,1.0,6.0,117.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  2100.8,   2.2351,  34.7360,2.0,  34.7363,2.0,    189.7,2.0,   190.0,2.0,   79.45,2.0,   30.36,2.0,    2.04,2.0,   0.105,2.0,   0.045,2.0,   0.000,2.0,  2242.9,2.0,  2343.1,2.0,   2.0860
115,09AR20041223,       I09S,29.0,1.0,5.0,105.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  2399.0,   1.9887,  34.7526,2.0,  34.7522,2.0,    195.2,2.0,   196.3,2.0,   86.18,2.0,   29.77,2.0,    2.04,2.0,   0.084,2.0,   0.037,2.0,   0.004,2.0,  2246.6,2.0,  2350.0,2.0,   1.8173
116,09AR20041223,       I09S,29.0,1.0,4.0,104.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  2701.4,   1.6522,  34.7466,2.0,  34.7461,2.0,    199.1,2.0,   199.1,2.0,   97.90,2.0,   30.35,2.0,    2.07,2.0,   0.051,2.0,   0.016,2.0,   0.009,2.0,  2251.9,2.0,  2362.3,2.0,   1.4598
117,09AR20041223,       I09S,29.0,1.0,3.0,103.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  3100.6,   1.3364,  34.7327,2.0,  34.7321,2.0,    202.8,2.0,   202.0,2.0,  110.68,2.0,   31.43,2.0,    2.14,2.0,   0.093,2.0,   0.033,2.0,   0.000,2.0,  2258.4,2.0,  2360.4,2.0,   1.1133
118,09AR20041223,       I09S,29.0,1.0,2.0,102.0,2.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  3500.8,   1.1492,  34.7228,2.0,  34.7223,2.0,    206.6,2.0,   205.5,2.0,  115.27,2.0,   30.94,2.0,    2.17,2.0,   0.122,6.0,   0.056,6.0,   0.000,2.0,  2260.1,2.0,  2360.4,2.0,   0.8915
119,09AR20041223,       I09S,29.0,1.0,1.0,101.0,4.0,20050102.0,1339.0,-47.0057,114.9888,       3848,  3869.8,   1.0770,  34.7178,2.0,  34.4232,4.0,    209.6,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,   3.529,4.0,   1.833,4.0,   0.267,4.0,  2130.3,4.0,  2284.5,4.0,   0.7835
120,09AR20041223,       I09S,30.0,1.0,24.0,24.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,    11.5,   8.9433,  34.1232,2.0,  34.1230,2.0,    287.0,2.0,   285.8,2.0,    1.27,2.0,   15.23,2.0,    1.09,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.9421
121,09AR20041223,       I09S,30.0,1.0,23.0,23.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,    11.4,   8.9431,  34.1230,2.0,-999.0000,9.0,    287.0,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.9419
122,09AR20041223,       I09S,30.0,1.0,22.0,22.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,    11.2,   8.9393,  34.1239,2.0,-999.0000,9.0,    287.0,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.9381
123,09AR20041223,       I09S,30.0,1.0,21.0,21.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,    66.0,   8.2375,  34.2408,2.0,  34.2381,2.0,    285.1,2.0,   288.8,2.0,    1.76,2.0,   15.33,2.0,    1.11,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.2308
124,09AR20041223,       I09S,30.0,1.0,20.0,20.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,    90.5,   8.8194,  34.5217,2.0,  34.5177,2.0,    273.5,2.0,   272.4,2.0,    4.49,2.0,   14.84,2.0,    1.07,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.8098
125,09AR20041223,       I09S,30.0,1.0,19.0,19.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,   150.8,   8.2203,  34.4488,2.0,  34.4491,2.0,    269.9,2.0,   269.4,2.0,    5.76,2.0,   16.60,2.0,    1.15,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.2050
126,09AR20041223,       I09S,30.0,1.0,18.0,18.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,   202.3,   8.1498,  34.4559,2.0,  34.4564,2.0,    269.5,2.0,   270.2,2.0,    6.44,2.0,   16.79,2.0,    1.15,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.1293
127,09AR20041223,       I09S,30.0,1.0,17.0,6.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,   302.7,   7.3470,  34.3833,2.0,  34.3839,2.0,    253.4,2.0,   253.1,2.0,    9.47,2.0,   20.11,2.0,    1.35,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   7.3179
128,09AR20041223,       I09S,30.0,1.0,16.0,16.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,   401.7,   6.4745,  34.3190,2.0,  34.3223,2.0,    243.3,2.0,   246.0,2.0,   12.40,2.0,   22.94,2.0,    1.51,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   6.4383
129,09AR20041223,       I09S,30.0,1.0,15.0,15.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,   501.8,   6.2897,  34.3991,2.0,  34.3986,2.0,    212.6,2.0,   212.7,2.0,   18.06,2.0,   25.77,2.0,    1.70,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   6.2448
130,09AR20041223,       I09S,30.0,1.0,14.0,14.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,   602.3,   4.9576,  34.2917,2.0,  34.2916,2.0,    225.8,2.0,   225.3,2.0,   22.16,2.0,   27.63,2.0,    1.85,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   4.9096
131,09AR20041223,       I09S,30.0,1.0,13.0,13.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,   699.7,   4.2814,  34.2819,2.0,  34.2824,2.0,    223.9,2.0,   223.7,2.0,   27.73,2.0,   29.19,2.0,    1.95,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   4.2288
132,09AR20041223,       I09S,30.0,1.0,12.0,12.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,   850.7,   3.8162,  34.3373,2.0,  34.3388,2.0,    205.0,2.0,   205.3,2.0,   38.37,2.0,   31.05,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   3.7542
133,09AR20041223,       I09S,30.0,1.0,11.0,11.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  1000.6,   3.3453,  34.3857,2.0,  34.3866,2.0,    192.4,2.0,   192.3,2.0,   48.91,2.0,   32.71,2.0,    2.21,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   3.2749
134,09AR20041223,       I09S,30.0,1.0,10.0,10.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  1251.7,   2.8308,  34.4950,2.0,  34.4952,2.0,    177.7,2.0,   178.5,2.0,   63.65,2.0,   33.78,2.0,    2.28,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.7450
135,09AR20041223,       I09S,30.0,1.0,9.0,9.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  1501.0,   2.5450,  34.6060,2.0,  34.6062,2.0,    175.2,2.0,   175.2,2.0,   72.04,2.0,   32.80,2.0,    2.24,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.4422
136,09AR20041223,       I09S,30.0,1.0,8.0,108.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  1750.7,   2.4214,  34.6837,2.0,  34.6837,2.0,    180.4,2.0,   180.9,2.0,   75.35,2.0,   31.63,2.0,    2.13,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.2996
137,09AR20041223,       I09S,30.0,1.0,7.0,107.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  2001.1,   2.2725,  34.7275,2.0,  34.7270,2.0,    188.0,2.0,   188.4,2.0,   78.38,2.0,   30.45,2.0,    2.06,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.1315
138,09AR20041223,       I09S,30.0,1.0,6.0,117.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  2302.0,   2.0485,  34.7525,2.0,  34.7522,2.0,    195.4,2.0,   195.6,2.0,   84.82,2.0,   29.87,2.0,    2.07,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.8847
139,09AR20041223,       I09S,30.0,1.0,5.0,105.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  2651.9,   1.6631,  34.7470,2.0,  34.7469,2.0,    199.2,2.0,   199.4,2.0,   96.82,2.0,   30.35,2.0,    2.07,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.4750
140,09AR20041223,       I09S,30.0,1.0,4.0,104.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  3004.1,   1.3435,  34.7336,2.0,  34.7327,2.0,    202.3,2.0,   202.2,2.0,  106.88,2.0,   31.14,2.0,    2.12,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.1294
141,09AR20041223,       I09S,30.0,1.0,3.0,103.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  3401.2,   1.1298,  34.7224,2.0,  34.7219,2.0,    204.7,2.0,   205.8,2.0,  114.39,2.0,   31.23,2.0,    2.16,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.8825
142,09AR20041223,       I09S,30.0,1.0,2.0,102.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  3703.5,   1.0712,  34.7185,2.0,  34.7176,2.0,    205.7,2.0,   206.4,2.0,  117.23,2.0,   31.53,2.0,    2.17,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.7951
143,09AR20041223,       I09S,30.0,1.0,1.0,101.0,2.0,20050102.0,1945.0,-47.5102,115.002,       3788,  3909.0,   1.0843,  34.7178,2.0,  34.7174,2.0,    205.8,2.0,   206.6,2.0,  117.91,2.0,   31.82,2.0,    2.17,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.7865
