,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,THETA
486,  09AR20110104,  SR03,27.0,1.0,18.0,18.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,    301.0,   3.6508,  34.1712,2.0,  34.1722,2.0,    247.8,2.0,    248.0,2.0,    24.80,2.0,    29.41,2.0,     1.99,2.0,   3.6306
487,  09AR20110104,  SR03,27.0,1.0,17.0,17.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,    401.4,   3.2917,  34.2369,2.0,  34.2354,2.0,    226.9,2.0,    228.6,2.0,    34.00,2.0,    31.25,2.0,     2.14,2.0,   3.2656
488,  09AR20110104,  SR03,27.0,1.0,16.0,16.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,    501.5,   3.0217,  34.3117,2.0,  34.3138,2.0,    209.6,2.0,    208.7,2.0,    44.50,2.0,    32.76,2.0,     2.25,2.0,   2.9897
489,  09AR20110104,  SR03,27.0,1.0,15.0,15.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,    602.5,   2.7972,  34.3708,2.0,  34.3701,2.0,    197.4,2.0,    197.0,2.0,    52.70,2.0,    33.67,2.0,     2.32,2.0,   2.7593
490,  09AR20110104,  SR03,27.0,1.0,14.0,14.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,    699.6,   2.6624,  34.4363,2.0,  34.4364,2.0,    186.1,2.0,    185.9,2.0,    60.20,2.0,    34.13,2.0,     2.35,2.0,   2.6185
491,  09AR20110104,  SR03,27.0,1.0,13.0,13.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,    801.1,   2.6467,  34.5094,2.0,  34.5098,2.0,    177.7,2.0,    178.0,2.0,    65.40,2.0,    33.83,2.0,     2.34,2.0,   2.5958
492,  09AR20110104,  SR03,27.0,1.0,12.0,12.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,    899.2,   2.5871,  34.5588,2.0,  34.5584,2.0,    174.4,2.0,    174.4,2.0,    69.60,2.0,    33.55,2.0,     2.33,2.0,   2.5296
493,  09AR20110104,  SR03,27.0,1.0,11.0,11.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,    998.7,   2.5274,  34.6028,2.0,  34.6038,2.0,    174.4,2.0,    175.3,2.0,    71.90,2.0,    33.05,2.0,     2.30,2.0,   2.4631
494,  09AR20110104,  SR03,27.0,1.0,10.0,10.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,   1100.6,   2.4617,  34.6408,2.0,  34.6403,2.0,    176.6,2.0,    176.5,2.0,    73.80,2.0,    32.51,2.0,     2.26,2.0,   2.3905
495,  09AR20110104,  SR03,27.0,1.0,9.0,9.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,   1199.5,   2.4034,  34.6685,2.0,  34.6682,2.0,    178.2,2.0,    177.7,2.0,    76.00,2.0,    32.03,2.0,     2.22,2.0,   2.3253
496,  09AR20110104,  SR03,27.0,1.0,8.0,8.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,   1300.1,   2.3554,  34.6902,2.0,  34.6897,2.0,    180.3,2.0,    180.4,2.0,    77.00,2.0,    31.58,2.0,     2.20,2.0,   2.2702
497,  09AR20110104,  SR03,27.0,1.0,7.0,7.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,   1399.5,   2.2773,  34.7091,2.0,  34.7090,2.0,    182.0,2.0,    182.5,2.0,    79.30,2.0,    31.25,2.0,     2.17,2.0,   2.1852
498,  09AR20110104,  SR03,27.0,1.0,6.0,6.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,   1597.0,   2.1231,  34.7337,2.0,  34.7329,2.0,    187.3,2.0,    187.2,2.0,    84.00,2.0,    30.77,2.0,     2.14,2.0,   2.0174
499,  09AR20110104,  SR03,27.0,1.0,5.0,5.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,   1800.7,   1.9718,  34.7433,2.0,  34.7433,2.0,    191.1,2.0,    191.0,2.0,    88.10,2.0,    30.52,2.0,     2.12,2.0,   1.8518
500,  09AR20110104,  SR03,27.0,1.0,4.0,4.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,   2000.0,   1.8225,  34.7450,2.0,  34.7442,2.0,    193.5,2.0,    193.7,2.0,    92.60,2.0,    30.55,2.0,     2.13,2.0,   1.6884
501,  09AR20110104,  SR03,27.0,1.0,3.0,3.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,   2200.6,   1.5946,  34.7422,2.0,  34.7415,2.0,    198.5,2.0,    198.7,2.0,    97.30,2.0,    30.51,2.0,     2.13,2.0,   1.4474
502,  09AR20110104,  SR03,27.0,1.0,2.0,102.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,   2402.6,   1.3750,  34.7343,2.0,  34.7334,2.0,    201.4,2.0,    201.6,2.0,   104.30,2.0,    30.86,2.0,     2.14,2.0,   1.2145
503,  09AR20110104,  SR03,27.0,1.0,1.0,1.0,2.0,20110111.0,1441.0,-53.5823,141.883, 2487,   2507.0,   1.3109,  34.7316,2.0,  34.7306,2.0,    202.9,2.0,    202.2,2.0,   106.30,2.0,    30.95,2.0,     2.16,2.0,   1.1425
504,  09AR20110104,  SR03,28.0,1.0,24.0,24.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,     10.3,   4.4169,  33.8229,2.0,  33.8441,4.0,    327.3,2.0,    325.5,2.0,     1.80,2.0,    24.05,2.0,     1.55,2.0,   4.4162
505,  09AR20110104,  SR03,28.0,1.0,23.0,23.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,     40.3,   4.2023,  33.8211,2.0,  33.8225,2.0,    325.9,2.0,    325.4,2.0,     1.80,2.0,    24.02,2.0,     1.54,2.0,   4.1995
506,  09AR20110104,  SR03,28.0,1.0,22.0,22.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,     70.1,   3.3328,  33.8327,2.0,  33.8366,2.0,    324.4,2.0,    329.7,2.0,     4.40,2.0,    24.78,2.0,     1.66,2.0,   3.3285
507,  09AR20110104,  SR03,28.0,1.0,21.0,21.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,    170.4,   1.3544,  33.9309,2.0,  33.9362,2.0,    314.7,2.0,    313.0,2.0,    22.70,2.0,    28.66,2.0,     1.98,2.0,   1.3464
508,  09AR20110104,  SR03,28.0,1.0,20.0,20.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,    200.1,   1.8813,  34.0719,2.0,  34.0830,2.0,    272.1,2.0,    269.5,2.0,    32.10,2.0,    30.80,2.0,     2.12,2.0,   1.8710
509,  09AR20110104,  SR03,28.0,1.0,19.0,19.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,    251.2,   2.2530,  34.2116,2.0,  34.2037,2.0,    232.7,2.0,    236.4,2.0,    42.40,2.0,    32.60,2.0,     2.25,2.0,   2.2391
510,  09AR20110104,  SR03,28.0,1.0,18.0,18.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,    300.7,   2.2748,  34.2811,2.0,  34.2829,2.0,    214.5,2.0,    215.3,2.0,    49.60,2.0,    33.51,2.0,     2.31,2.0,   2.2579
511,  09AR20110104,  SR03,28.0,1.0,17.0,17.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,    400.1,   2.4445,  34.4071,2.0,  34.4073,2.0,    189.1,2.0,    188.4,2.0,    60.10,2.0,    34.31,2.0,     2.36,2.0,   2.4211
512,  09AR20110104,  SR03,28.0,1.0,16.0,16.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,    501.6,   2.3795,  34.4854,2.0,  34.4842,2.0,    176.8,2.0,    176.1,2.0,    67.50,2.0,    34.64,2.0,     2.39,2.0,   2.3499
513,  09AR20110104,  SR03,28.0,1.0,15.0,15.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,    597.6,   2.4111,  34.5530,2.0,  34.5525,2.0,    173.9,2.0,    173.8,2.0,    70.80,2.0,    33.97,2.0,     2.34,2.0,   2.3752
514,  09AR20110104,  SR03,28.0,1.0,14.0,14.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,    698.4,   2.4083,  34.6026,2.0,  34.6024,2.0,    174.3,2.0,    174.3,2.0,    72.90,2.0,    33.27,2.0,     2.30,2.0,   2.3657
515,  09AR20110104,  SR03,28.0,1.0,13.0,13.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,    800.9,   2.3585,  34.6443,2.0,  34.6442,2.0,    176.0,2.0,    176.1,2.0,    74.70,2.0,    32.57,2.0,     2.25,2.0,   2.3092
516,  09AR20110104,  SR03,28.0,1.0,12.0,12.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,    899.6,   2.3117,  34.6686,2.0,  34.6695,2.0,    178.5,2.0,    178.4,2.0,    75.90,2.0,    32.12,2.0,     2.21,2.0,   2.2559
517,  09AR20110104,  SR03,28.0,1.0,11.0,11.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   1002.7,   2.2449,  34.6961,2.0,  34.6964,2.0,    181.7,2.0,    182.1,2.0,    77.40,2.0,    31.45,2.0,     2.17,2.0,   2.1824
518,  09AR20110104,  SR03,28.0,1.0,10.0,10.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   1100.5,   2.1848,  34.7124,2.0,  34.7133,2.0,    184.4,2.0,    184.8,2.0,    78.80,2.0,    31.07,2.0,     2.15,2.0,   2.1158
519,  09AR20110104,  SR03,28.0,1.0,9.0,9.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   1199.9,   2.1223,  34.7275,2.0,  34.7276,2.0,    187.7,2.0,    188.8,2.0,    80.10,2.0,    30.54,2.0,     2.11,2.0,   2.0467
520,  09AR20110104,  SR03,28.0,1.0,8.0,8.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   1300.3,   2.0610,  34.7368,2.0,  34.7368,2.0,    190.4,2.0,    190.7,2.0,    81.60,2.0,    30.29,2.0,     2.09,2.0,   1.9786
521,  09AR20110104,  SR03,28.0,1.0,7.0,7.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   1403.1,   2.0014,  34.7424,2.0,  34.7423,2.0,    192.2,2.0,    192.7,2.0,    83.30,2.0,    30.13,2.0,     2.09,2.0,   1.9120
522,  09AR20110104,  SR03,28.0,1.0,6.0,6.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   1601.7,   1.8308,  34.7472,2.0,  34.7478,2.0,    196.1,2.0,    195.9,2.0,    88.00,2.0,    30.05,2.0,     2.08,2.0,   1.7283
523,  09AR20110104,  SR03,28.0,1.0,5.0,5.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   1800.8,   1.6384,  34.7445,2.0,  34.7452,2.0,    198.6,2.0,    198.4,2.0,    94.30,2.0,    30.23,2.0,     2.12,2.0,   1.5230
524,  09AR20110104,  SR03,28.0,1.0,4.0,4.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   1999.9,   1.4674,  34.7391,2.0,  34.7393,2.0,    200.8,2.0,    200.7,2.0,    99.60,2.0,    30.44,2.0,     2.12,2.0,   1.3387
525,  09AR20110104,  SR03,28.0,1.0,3.0,3.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   2196.9,   1.2803,  34.7321,2.0,  34.7320,2.0,    203.6,2.0,    203.5,2.0,   104.40,2.0,    30.65,2.0,     2.13,2.0,   1.1387
526,  09AR20110104,  SR03,28.0,1.0,2.0,102.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   2403.6,   1.1339,  34.7250,2.0,  34.7253,2.0,    205.4,2.0,    205.2,2.0,   109.00,2.0,    30.90,2.0,     2.16,2.0,   0.9777
527,  09AR20110104,  SR03,28.0,1.0,1.0,1.0,2.0,20110111.0,1938.0,-54.0682,141.603, 2545,   2571.1,   0.9404,  34.7149,2.0,  34.7141,2.0,    207.8,2.0,    207.4,2.0,   117.90,2.0,    31.30,2.0,     2.19,2.0,   0.7737
528,  09AR20110104,  SR03,29.0,1.0,24.0,24.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,      9.3,   3.9637,  33.8271,2.0,  33.8307,2.0,    329.4,2.0,    329.9,2.0,     3.00,2.0,    24.58,2.0,     1.55,2.0,   3.9631
529,  09AR20110104,  SR03,29.0,1.0,23.0,23.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,     39.4,   3.5752,  33.8329,2.0,  33.8366,2.0,    330.4,2.0,    331.3,2.0,     4.10,2.0,    24.80,2.0,     1.58,2.0,   3.5727
530,  09AR20110104,  SR03,29.0,1.0,22.0,22.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,     78.5,   2.0146,  33.8625,2.0,  33.8653,2.0,    328.7,2.0,    331.3,2.0,    13.20,2.0,    26.13,2.0,     1.89,2.0,   2.0106
531,  09AR20110104,  SR03,29.0,1.0,21.0,21.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,    139.4,   1.3116,  33.9061,2.0,  33.9091,2.0,    319.6,2.0,    321.6,2.0,    20.10,2.0,    28.18,2.0,     1.97,2.0,   1.3052
532,  09AR20110104,  SR03,29.0,1.0,20.0,20.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,    200.0,   1.4243,  34.0418,2.0,  34.0432,2.0,    267.3,2.0,    285.6,3.0,    31.30,2.0,    30.65,2.0,     2.12,2.0,   1.4147
533,  09AR20110104,  SR03,29.0,1.0,19.0,19.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,    248.6,   2.1024,  34.2138,2.0,  34.2153,2.0,    225.9,2.0,    234.8,2.0,    44.20,2.0,    33.05,2.0,     2.27,2.0,   2.0889
534,  09AR20110104,  SR03,29.0,1.0,18.0,18.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,    350.1,   2.3105,  34.3600,2.0,  34.3615,2.0,    196.5,2.0,    198.0,2.0,    57.50,2.0,    34.52,2.0,     2.36,2.0,   2.2906
535,  09AR20110104,  SR03,29.0,1.0,17.0,17.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,    450.4,   2.3539,  34.4527,2.0,  34.4535,2.0,    182.8,2.0,    181.6,2.0,    65.00,2.0,    34.75,2.0,     2.39,2.0,   2.3277
536,  09AR20110104,  SR03,29.0,1.0,16.0,16.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,    550.5,   2.3692,  34.5261,2.0,  34.5269,2.0,    174.4,2.0,    173.9,2.0,    69.60,2.0,    34.35,2.0,     2.35,2.0,   2.3365
537,  09AR20110104,  SR03,29.0,1.0,15.0,15.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,    639.8,   2.3548,  34.5834,2.0,  34.5842,2.0,    173.7,2.0,    172.6,2.0,    72.70,2.0,    33.73,2.0,     2.32,2.0,   2.3164
538,  09AR20110104,  SR03,29.0,1.0,14.0,14.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,    753.3,   2.3415,  34.6334,2.0,  34.6333,2.0,    174.6,2.0,    174.6,2.0,    74.40,2.0,    32.98,2.0,     2.27,2.0,   2.2956
539,  09AR20110104,  SR03,29.0,1.0,13.0,13.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,    849.0,   2.2985,  34.6665,2.0,  34.6678,2.0,    177.1,2.0,    177.9,2.0,    76.10,2.0,    32.43,2.0,     2.23,2.0,   2.2463
540,  09AR20110104,  SR03,29.0,1.0,12.0,12.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,    948.8,   2.2427,  34.6891,2.0,  34.6889,2.0,    180.8,2.0,    180.6,2.0,    76.80,2.0,    31.77,2.0,     2.19,2.0,   2.1840
541,  09AR20110104,  SR03,29.0,1.0,11.0,11.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   1048.5,   2.2045,  34.7078,2.0,  34.7085,2.0,    184.3,2.0,    183.9,2.0,    77.50,2.0,    31.11,2.0,     2.15,2.0,   2.1391
542,  09AR20110104,  SR03,29.0,1.0,10.0,10.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   1198.8,   2.1219,  34.7308,2.0,  34.7319,2.0,    189.0,2.0,    189.4,2.0,    78.90,2.0,    30.47,2.0,     2.10,2.0,   2.0464
543,  09AR20110104,  SR03,29.0,1.0,9.0,9.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   1349.6,   2.0107,  34.7410,2.0,  34.7419,2.0,    191.7,2.0,    191.8,2.0,    82.10,2.0,    30.27,2.0,     2.09,2.0,   1.9252
544,  09AR20110104,  SR03,29.0,1.0,8.0,8.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   1500.3,   1.8915,  34.7467,2.0,  34.7487,2.0,    194.9,2.0,    194.8,2.0,    85.80,2.0,    30.26,2.0,     2.08,2.0,   1.7960
545,  09AR20110104,  SR03,29.0,1.0,7.0,7.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   1649.0,   1.7571,  34.7476,2.0,  34.7490,2.0,    197.6,2.0,    197.4,2.0,    89.40,2.0,    30.25,2.0,     2.08,2.0,   1.6519
546,  09AR20110104,  SR03,29.0,1.0,6.0,6.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   1800.2,   1.6117,  34.7448,2.0,  34.7458,2.0,    199.5,2.0,    199.1,2.0,    93.40,2.0,    30.34,2.0,     2.09,2.0,   1.4967
547,  09AR20110104,  SR03,29.0,1.0,5.0,5.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   1997.9,   1.4434,  34.7394,2.0,  34.7403,2.0,    201.5,2.0,    201.5,2.0,    98.20,2.0,    30.51,2.0,     2.10,2.0,   1.3152
548,  09AR20110104,  SR03,29.0,1.0,4.0,4.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   2198.9,   1.2775,  34.7323,2.0,  34.7329,2.0,    203.8,2.0,    203.8,2.0,   102.70,2.0,    30.56,2.0,     2.12,2.0,   1.1357
549,  09AR20110104,  SR03,29.0,1.0,3.0,3.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   2398.7,   1.1143,  34.7244,2.0,  34.7246,2.0,    205.5,2.0,    205.6,2.0,   107.70,2.0,    30.81,2.0,     2.15,2.0,   0.9588
550,  09AR20110104,  SR03,29.0,1.0,2.0,102.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   2598.8,   0.9349,  34.7152,2.0,  34.7159,2.0,    208.0,2.0,    208.0,2.0,   114.10,2.0,    31.19,2.0,     2.17,2.0,   0.7659
551,  09AR20110104,  SR03,29.0,1.0,1.0,1.0,2.0,20110112.0,139.0,-54.5262,141.333, 2805,   2838.6,   0.7143,  34.7044,2.0,  34.7051,2.0,    211.6,2.0,    210.8,2.0,   124.60,2.0,    31.62,2.0,     2.19,2.0,   0.5291
552,  09AR20110104,  SR03,30.0,1.0,24.0,24.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,      9.3,   4.3415,  33.8108,2.0,  33.8110,2.0,    325.1,2.0,    324.7,2.0,     1.70,2.0,    24.00,2.0,     1.52,2.0,   4.3409
553,  09AR20110104,  SR03,30.0,1.0,23.0,23.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,     39.9,   4.0590,  33.8165,2.0,  33.8171,2.0,    325.1,2.0,    325.4,2.0,     1.70,2.0,    23.98,2.0,     1.54,2.0,   4.0563
554,  09AR20110104,  SR03,30.0,1.0,22.0,22.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,     79.7,   3.0779,  33.8428,2.0,  33.8432,2.0,    323.8,2.0,    327.3,2.0,     5.80,2.0,    24.81,2.0,     1.70,2.0,   3.0731
555,  09AR20110104,  SR03,30.0,1.0,21.0,21.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    159.0,   1.6640,  33.8963,2.0,  33.9019,2.0,    315.9,2.0,    317.4,2.0,    17.90,2.0,    27.83,2.0,     1.92,2.0,   1.6562
556,  09AR20110104,  SR03,30.0,1.0,20.0,20.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    200.6,   2.3024,  34.0456,2.0,  34.0453,2.0,    284.7,2.0,    279.5,2.0,    25.50,2.0,    29.62,2.0,     2.02,2.0,   2.2914
557,  09AR20110104,  SR03,30.0,1.0,19.0,19.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    249.1,   2.6283,  34.1554,2.0,  34.1570,2.0,    249.7,2.0,    248.8,2.0,    33.50,2.0,    31.33,2.0,     2.14,2.0,   2.6138
558,  09AR20110104,  SR03,30.0,1.0,18.0,18.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    299.2,   2.5680,  34.2107,2.0,  34.2149,2.0,    235.7,2.0,    233.2,2.0,    39.70,2.0,    32.25,2.0,     2.21,2.0,   2.5505
559,  09AR20110104,  SR03,30.0,1.0,17.0,17.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    400.2,   2.5520,  34.3123,2.0,  34.3123,2.0,    211.0,2.0,    208.7,2.0,    49.40,2.0,    33.55,2.0,     2.29,2.0,   2.5283
560,  09AR20110104,  SR03,30.0,1.0,16.0,16.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    499.6,   2.4560,  34.3999,2.0,  34.3993,2.0,    190.2,2.0,    191.1,2.0,    58.50,2.0,    34.26,2.0,     2.34,2.0,   2.4263
561,  09AR20110104,  SR03,30.0,1.0,15.0,15.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    599.5,   2.4999,  34.4922,2.0,  34.4925,2.0,    179.3,2.0,    178.9,2.0,    65.40,2.0,    34.00,2.0,     2.33,2.0,   2.4635
562,  09AR20110104,  SR03,30.0,1.0,14.0,14.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    699.3,   2.4547,  34.5466,2.0,  34.5481,2.0,    175.4,2.0,    175.7,2.0,    69.50,2.0,    33.87,2.0,     2.33,2.0,   2.4118
563,  09AR20110104,  SR03,30.0,1.0,13.0,13.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    797.1,   2.4334,  34.5984,2.0,  34.5990,2.0,    174.2,2.0,    174.3,2.0,    72.50,2.0,    33.37,2.0,     2.31,2.0,   2.3840
564,  09AR20110104,  SR03,30.0,1.0,12.0,12.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    899.6,   2.3902,  34.6363,2.0,  34.6365,2.0,    175.3,2.0,    175.7,2.0,    73.80,2.0,    32.74,2.0,     2.25,2.0,   2.3339
565,  09AR20110104,  SR03,30.0,1.0,11.0,11.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,    999.9,   2.3296,  34.6711,2.0,  34.6709,2.0,    178.2,2.0,    179.6,2.0,    74.90,2.0,    32.02,2.0,     2.20,2.0,   2.2667
566,  09AR20110104,  SR03,30.0,1.0,10.0,10.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,   1198.6,   2.2426,  34.7096,2.0,  34.6703,4.0,    184.5,2.0,    184.8,2.0,    76.80,2.0,    30.95,2.0,     2.14,2.0,   2.1660
567,  09AR20110104,  SR03,30.0,1.0,9.0,9.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,   1400.0,   2.0844,  34.7342,2.0,  34.7096,4.0,    189.4,2.0,    190.1,2.0,    80.90,2.0,    30.37,2.0,     2.10,2.0,   1.9944
568,  09AR20110104,  SR03,30.0,1.0,8.0,8.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,   1599.2,   1.9373,  34.7468,2.0,  34.7344,4.0,    194.8,2.0,    194.5,2.0,    84.60,2.0,    30.12,2.0,     2.09,2.0,   1.8337
569,  09AR20110104,  SR03,30.0,1.0,7.0,7.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,   1798.3,   1.7744,  34.7482,2.0,  34.7486,2.0,    197.4,2.0,    198.1,2.0,    89.70,2.0,    30.35,2.0,     2.08,2.0,   1.6573
570,  09AR20110104,  SR03,30.0,1.0,6.0,6.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,   1998.5,   1.5911,  34.7443,2.0,  34.7445,2.0,    199.9,2.0,    200.1,2.0,    94.40,2.0,    30.34,2.0,     2.09,2.0,   1.4606
571,  09AR20110104,  SR03,30.0,1.0,5.0,5.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,   2200.3,   1.3888,  34.7370,2.0,  34.7372,2.0,    202.2,2.0,    202.5,2.0,   100.10,2.0,    30.55,2.0,     2.12,2.0,   1.2450
572,  09AR20110104,  SR03,30.0,1.0,4.0,4.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,   2497.8,   1.1135,  34.7241,2.0,  34.7244,2.0,    205.2,2.0,    205.5,2.0,   108.00,2.0,    30.88,2.0,     2.14,2.0,   0.9497
573,  09AR20110104,  SR03,30.0,1.0,3.0,3.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,   2800.4,   0.8848,  34.7125,2.0,  34.7122,2.0,    208.6,2.0,    208.6,2.0,   115.40,2.0,    31.23,2.0,     2.17,2.0,   0.6993
574,  09AR20110104,  SR03,30.0,1.0,2.0,102.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,   3098.7,   0.6846,  34.7023,2.0,  34.7020,2.0,    212.1,2.0,    212.0,2.0,   125.30,2.0,    31.69,2.0,     2.21,2.0,   0.4768
575,  09AR20110104,  SR03,30.0,1.0,1.0,1.0,2.0,20110112.0,735.0,-55.0195,141.019, 3330,   3372.7,   0.7016,  34.7019,2.0,  34.7016,2.0,    212.9,2.0,    212.3,2.0,   126.70,2.0,    31.78,2.0,     2.21,2.0,   0.4678
576,  09AR20110104,  SR03,31.0,1.0,24.0,24.0,2.0,20110112.0,1259.0,-55.4925,140.743, 3922,      8.0,   4.3463,  33.8455,2.0,  33.8470,2.0,    321.7,2.0,    322.5,2.0,     1.60,2.0,    23.49,2.0,     1.55,2.0,   4.3457
577,  09AR20110104,  SR03,31.0,1.0,23.0,23.0,2.0,20110112.0,1259.0,-55.4925,140.743, 3922,     48.0,   4.1006,  33.8431,2.0,  33.8454,2.0,    321.6,2.0,    321.9,2.0,     2.00,2.0,    23.62,2.0,  -999.00,9.0,   4.0973
578,  09AR20110104,  SR03,31.0,1.0,22.0,22.0,2.0,20110112.0,1259.0,-55.4925,140.743, 3922,    102.3,   2.7009,  33.8619,2.0,  33.8629,2.0,    321.2,2.0,    322.2,2.0,     9.70,2.0,    25.28,2.0,     1.79,2.0,   2.6951
579,  09AR20110104,  SR03,31.0,1.0,21.0,21.0,2.0,20110112.0,1259.0,-55.4925,140.743, 3922,    150.3,   2.2159,  33.9260,2.0,  33.9259,2.0,    314.7,2.0,   -999.0,9.0,    16.10,2.0,    27.42,2.0,     1.89,2.0,   2.2078
580,  09AR20110104,  SR03,31.0,1.0,20.0,20.0,2.0,20110112.0,1259.0,-55.4925,140.743, 3922,    198.3,   2.3348,  34.0333,2.0,  34.0291,2.0,    284.9,2.0,    285.2,2.0,    23.40,2.0,    29.02,2.0,     1.99,2.0,   2.3238
581,  09AR20110104,  SR03,31.0,1.0,19.0,19.0,2.0,20110112.0,1259.0,-55.4925,140.743, 3922,    302.9,   2.5155,  34.1905,2.0,  34.1925,2.0,    239.1,2.0,    240.3,2.0,    37.50,2.0,    31.44,2.0,     2.17,2.0,   2.4980
