EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NO2+NO3,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA,NO2+NO3_FLAG_W
,,,,,,,,,,,METERS,DBAR,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C,
09AR20011029, SR03, 111, 1, 9, 709, 2, 20011130, 0527, -66.1293, 144.4942, 344,  -999.00,    101.3,  -1.6230,  34.4510, 4,  34.4530, 2,    303.9, 2,    304.6, 2,    71.50, 2,    30.38, 2,    30.38,     1.90, 2,    4.586, 2,    2.384, 2,    0.440, 2,   -999.0, 9,   -999.0, 9,  -1.6260, 2
09AR20011029, SR03, 111, 1, 10, 310, 2, 20011130, 0527, -66.1293, 144.4942, 344,  -999.00,    101.7,  -1.5990,  34.4550, 4, -999.0000, 9,    303.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2221.7, 2,   2326.0, 2,  -1.6020, 9
09AR20011029, SR03, 111, 1, 7, 7, 2, 20011130, 0527, -66.1293, 144.4942, 344,  -999.00,    150.7,  -1.4360,  34.4720, 2,  34.4720, 2,    295.0, 2,    295.1, 2,    74.80, 2,    30.35, 2,    30.35,     1.89, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4400, 2
09AR20011029, SR03, 111, 1, 8, 8, 2, 20011130, 0527, -66.1293, 144.4942, 344,  -999.00,    150.9,  -1.4320,  34.4760, 2, -999.0000, 9,    295.0, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4360, 9
09AR20011029, SR03, 111, 1, 5, 5, 2, 20011130, 0527, -66.1293, 144.4942, 344,  -999.00,    200.6,  -1.2360,  34.5020, 2,  34.5020, 2,    284.9, 2,    285.6, 2,    80.50, 2,    30.82, 2,    30.82,     1.92, 2,    3.925, 2,    2.034, 2,    0.370, 2,   -999.0, 9,   -999.0, 9,  -1.2420, 2
09AR20011029, SR03, 111, 1, 6, 6, 2, 20011130, 0527, -66.1293, 144.4942, 344,  -999.00,    200.8,  -1.2320,  34.5030, 2, -999.0000, 9,    284.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2231.2, 2,   2330.9, 2,  -1.2380, 9
09AR20011029, SR03, 111, 1, 4, 4, 2, 20011130, 0527, -66.1293, 144.4942, 344,  -999.00,    281.4,  -0.8860,  34.5650, 2, -999.0000, 9,    271.7, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.8950, 9
09AR20011029, SR03, 111, 1, 3, 3, 2, 20011130, 0527, -66.1293, 144.4942, 344,  -999.00,    281.4,  -0.8870,  34.5650, 2,  34.5650, 2,    271.7, 2,    270.5, 2,    86.20, 2,    31.10, 2,    31.10,     1.94, 2,    3.290, 2,    1.699, 2,    0.310, 2,   2237.7, 2,   2337.3, 2,  -0.8960, 2
09AR20011029, SR03, 111, 1, 1, 1, 2, 20011130, 0527, -66.1293, 144.4942, 344,  -999.00,    329.1,  -1.2820,  34.6010, 4,  34.6040, 2,    289.1, 2,    288.1, 2,    83.10, 2,    30.87, 2,    30.87,     1.92, 2,    3.985, 2,    2.062, 2,    0.380, 2,   -999.0, 9,   -999.0, 9,  -1.2910, 2
09AR20011029, SR03, 111, 1, 2, 2, 2, 20011130, 0527, -66.1293, 144.4942, 344,  -999.00,    329.3,  -1.2540,  34.6160, 4, -999.0000, 9,    289.1, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2237.7, 6,   2338.6, 2,  -1.2630, 9
09AR20011029, SR03, 112, 1, 24, 24, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4410,  34.2960, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4410, 9
09AR20011029, SR03, 112, 1, 23, 23, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4420,  34.2960, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4420, 9
09AR20011029, SR03, 112, 1, 22, 22, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4410,  34.2960, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4410, 9
09AR20011029, SR03, 112, 1, 21, 21, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4420,  34.2960, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4420, 9
09AR20011029, SR03, 112, 1, 20, 20, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4410,  34.2960, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4410, 9
09AR20011029, SR03, 112, 1, 19, 19, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4420,  34.2960, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4420, 9
09AR20011029, SR03, 112, 1, 18, 218, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4420,  34.2960, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4420, 9
09AR20011029, SR03, 112, 1, 17, 17, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4430,  34.2960, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4430, 9
09AR20011029, SR03, 112, 1, 16, 16, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4430,  34.2960, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4430, 9
09AR20011029, SR03, 112, 1, 15, 715, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4420,  34.2960, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4420, 9
09AR20011029, SR03, 112, 1, 14, 14, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4440,  34.2950, 2, -999.0000, 9,    429.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4440, 9
09AR20011029, SR03, 112, 1, 13, 13, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,      6.4,  -1.4420,  34.2970, 2,  34.2960, 2,    429.5, 3,    359.8, 2,    60.40, 2,    26.52, 2,    26.52,     1.44, 2,    5.498, 2,    2.886, 2,    0.510, 2,   2183.2, 2,   2318.9, 2,  -1.4420, 2
09AR20011029, SR03, 112, 1, 11, 11, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,     25.8,  -1.4660,  34.3030, 4,  34.3060, 2,    356.3, 2,    356.9, 2,    60.80, 2,    26.76, 2,    26.76,     1.45, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4670, 2
09AR20011029, SR03, 112, 1, 12, 12, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,     26.2,  -1.4540,  34.2970, 2, -999.0000, 9,    356.3, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4550, 9
09AR20011029, SR03, 112, 1, 9, 709, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,     51.9,  -1.7110,  34.4300, 2,  34.4290, 2,    316.6, 2,    316.0, 2,    71.70, 2,    30.29, 2,    30.29,     1.80, 2,    4.834, 2,    2.534, 2,    0.450, 2,   -999.0, 9,   -999.0, 9,  -1.7120, 2
09AR20011029, SR03, 112, 1, 10, 310, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,     52.7,  -1.7100,  34.4280, 2, -999.0000, 9,    316.6, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2218.7, 2,   2325.2, 2,  -1.7110, 9
09AR20011029, SR03, 112, 1, 7, 7, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,    101.0,  -1.7040,  34.4390, 2,  34.4380, 2,    311.3, 2,    311.6, 2,    74.60, 2,    30.81, 2,    30.81,     1.83, 2,    4.775, 2,    2.495, 2,    0.450, 2,   -999.0, 9,   -999.0, 9,  -1.7070, 2
09AR20011029, SR03, 112, 1, 8, 8, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,    101.4,  -1.7040,  34.4390, 2, -999.0000, 9,    311.3, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2221.9, 2,   -999.0, 9,  -1.7070, 9
09AR20011029, SR03, 112, 1, 5, 5, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,    149.8,  -1.6110,  34.4570, 2,  34.4530, 2,    304.8, 2,    305.2, 2,    76.20, 2,    31.29, 2,    31.29,     1.85, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.6150, 2
09AR20011029, SR03, 112, 1, 6, 6, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,    150.5,  -1.6130,  34.4560, 2, -999.0000, 9,    304.8, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.6170, 9
09AR20011029, SR03, 112, 1, 3, 3, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,    226.1,  -1.3260,  34.4930, 3,  34.4910, 2,    292.9, 2,    289.7, 2,    80.60, 2,    31.93, 2,    31.93,     1.87, 2,    4.080, 2,    2.111, 2,    0.370, 2,   -999.0, 9,   -999.0, 9,  -1.3320, 2
09AR20011029, SR03, 112, 1, 4, 4, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,    226.3,  -1.3250,  34.4930, 2, -999.0000, 9,    292.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2230.4, 2,   2331.3, 2,  -1.3310, 9
09AR20011029, SR03, 112, 1, 1, 1, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,    285.2,  -1.1870,  34.5450, 2,  34.5420, 2,    281.9, 2,    283.3, 2,    84.50, 2,    31.55, 2,    31.55,     1.88, 2,    3.825, 2,    1.994, 2,    0.350, 2,   -999.0, 9,   -999.0, 9,  -1.1950, 2
09AR20011029, SR03, 112, 1, 2, 2, 2, 20011130, 0713, -66.0188, 144.4843, 292,  -999.00,    285.7,  -1.1840,  34.5460, 2, -999.0000, 9,    281.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2235.3, 6,   2334.2, 2,  -1.1920, 9
09AR20011029, SR03, 113, 1, 23, 23, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,      5.8,  -1.3940,  34.3160, 2,  34.3160, 2,    360.4, 3,    361.1, 2,    68.00, 2,    26.98, 3,    26.98,     1.44, 3,    5.541, 2,    2.909, 2,    0.510, 2,   -999.0, 9,   -999.0, 9,  -1.3940, 3
09AR20011029, SR03, 113, 1, 24, 24, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,      5.9,  -1.3940,  34.3160, 2, -999.0000, 9,    360.4, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2188.9, 6,   2321.4, 2,  -1.3940, 9
09AR20011029, SR03, 113, 1, 21, 21, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,     76.2,  -1.6950,  34.4210, 2,  34.4210, 2,    324.7, 2,    319.7, 2,    76.00, 2,    30.60, 3,    30.60,     1.77, 3, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.6970, 3
09AR20011029, SR03, 113, 1, 22, 22, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,     76.4,  -1.6820,  34.4180, 2, -999.0000, 9,    324.7, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.6840, 9
09AR20011029, SR03, 113, 1, 19, 19, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    101.0,  -1.7360,  34.4340, 2,  34.4340, 2,    306.8, 2,    312.1, 2,    77.10, 2,    31.07, 3,    31.07,     1.80, 3,    4.788, 2,    2.508, 2,    0.450, 2,   -999.0, 9,   -999.0, 9,  -1.7390, 3
09AR20011029, SR03, 113, 1, 20, 20, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    101.7,  -1.7370,  34.4350, 2, -999.0000, 9,    306.8, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2222.8, 2,   2325.0, 2,  -1.7400, 9
09AR20011029, SR03, 113, 1, 17, 17, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    200.3,  -1.6800,  34.4550, 2,  34.4550, 2,    305.4, 2,    304.6, 2,    79.10, 2,    31.50, 3,    31.50,     1.84, 3,    4.773, 2,    2.433, 2,    0.430, 2,   -999.0, 9,   -999.0, 9,  -1.6850, 3
09AR20011029, SR03, 113, 1, 18, 218, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    200.8,  -1.6800,  34.4570, 2, -999.0000, 9,    305.4, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2227.1, 2,   2326.7, 2,  -1.6850, 9
09AR20011029, SR03, 113, 1, 15, 715, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    300.3,  -1.2880,  34.4940, 3,  34.4950, 2,    286.1, 2,    287.3, 2,    82.70, 2,    31.25, 3,    31.25,     1.87, 3,    3.999, 2,    2.079, 2,    0.370, 2,   -999.0, 9,   -999.0, 9,  -1.2960, 3
09AR20011029, SR03, 113, 1, 16, 16, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    300.4,  -1.2880,  34.4970, 2, -999.0000, 9,    286.1, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2231.4, 2,   2330.5, 2,  -1.2960, 9
09AR20011029, SR03, 113, 1, 14, 14, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    351.5,  -0.8200,  34.5360, 2, -999.0000, 9,    259.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.8310, 9
09AR20011029, SR03, 113, 1, 13, 13, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    351.5,  -0.8150,  34.5360, 3,  34.5380, 2,    259.9, 2,    267.4, 2,    86.00, 2,    31.72, 3,    31.72,     1.89, 3,    3.304, 2,    1.697, 2,    0.300, 2,   2237.5, 2,   2333.8, 2,  -0.8260, 3
09AR20011029, SR03, 113, 1, 11, 11, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    451.3,  -0.3790,  34.5830, 2,  34.5830, 2,    248.9, 2,    248.3, 2,    93.30, 2,    32.13, 3,    32.13,     1.94, 3, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.3950, 3
09AR20011029, SR03, 113, 1, 12, 12, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    451.6,  -0.3800,  34.5840, 2, -999.0000, 9,    248.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.3960, 9
09AR20011029, SR03, 113, 1, 9, 709, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    561.7,  -0.0230,  34.6250, 2,  34.6360, 3,    239.6, 2,    235.6, 2,   103.10, 2,    32.38, 3,    32.38,     1.95, 3,    1.786, 2,    0.896, 2,    0.160, 2,   -999.0, 9,   -999.0, 9,  -0.0450, 3
09AR20011029, SR03, 113, 1, 10, 310, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    562.4,  -0.0190,  34.6270, 2, -999.0000, 9,    239.6, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2251.0, 2,   2344.6, 2,  -0.0420, 9
09AR20011029, SR03, 113, 1, 8, 8, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    680.5,  -0.0460,  34.6440, 3, -999.0000, 9,    234.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.0740, 9
09AR20011029, SR03, 113, 1, 7, 7, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    680.8,  -0.0630,  34.6440, 2,  34.6430, 2,    234.9, 2,    234.3, 2,   104.80, 2,    32.41, 3,    32.41,     1.95, 3,    1.700, 2,    0.847, 2,    0.140, 2,   2251.4, 2,   2346.6, 2,  -0.0910, 3
09AR20011029, SR03, 113, 1, 6, 6, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    759.1,  -1.3180,  34.5490, 2, -999.0000, 9,    291.5, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.3420, 9
09AR20011029, SR03, 113, 1, 5, 5, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    759.7,  -1.3190,  34.5490, 2,  34.5490, 2,    291.5, 2,    289.7, 2,    83.90, 2,    31.90, 3,    31.90,     1.87, 3,    3.931, 2,    2.037, 2,    0.360, 2,   2235.8, 2,   2334.3, 2,  -1.3430, 3
09AR20011029, SR03, 113, 1, 3, 3, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    851.9,  -1.3820,  34.5480, 2,  34.5480, 2,    292.1, 2,    293.0, 2,    83.20, 2,    31.31, 3,    31.31,     1.87, 3,    4.130, 2,    2.148, 2,    0.380, 2,   -999.0, 9,   -999.0, 9,  -1.4090, 3
09AR20011029, SR03, 113, 1, 4, 4, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    853.8,  -1.3820,  34.5470, 2, -999.0000, 9,    292.0, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2235.0, 2,   2334.0, 2,  -1.4090, 9
09AR20011029, SR03, 113, 1, 2, 2, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    975.1,  -1.3760,  34.5500, 2, -999.0000, 9,    289.5, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4080, 9
09AR20011029, SR03, 113, 1, 1, 1, 2, 20011130, 0900, -65.9133, 144.5185, 959,  -999.00,    975.2,  -1.3770,  34.5500, 2,  34.5530, 2,    289.5, 2,    293.0, 2,    83.50, 2,    31.98, 3,    31.98,     1.88, 3,    4.152, 2,    2.161, 2,    0.380, 2,   2235.0, 6,   2334.2, 2,  -1.4090, 3
09AR20011029, SR03, 114, 1, 22, 22, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,      5.7,  -1.4440,  34.3080, 2, -999.0000, 9,    353.8, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4440, 9
09AR20011029, SR03, 114, 1, 24, 24, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,      5.8,  -1.4430,  34.3080, 2, -999.0000, 9,    353.8, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4430, 9
09AR20011029, SR03, 114, 1, 23, 23, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,      5.8,  -1.4440,  34.3080, 2, -999.0000, 9,    353.8, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4440, 9
09AR20011029, SR03, 114, 1, 21, 21, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,      5.8,  -1.4440,  34.3080, 2, -999.0000, 9,    353.8, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4440, 9
09AR20011029, SR03, 114, 1, 20, 20, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,      5.8,  -1.4470,  34.3090, 2, -999.0000, 9,    353.8, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4470, 9
09AR20011029, SR03, 114, 1, 19, 19, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,      5.8,  -1.4440,  34.3080, 2,  34.3080, 2,    353.8, 3,    356.5, 2,    68.30, 2,    26.09, 2,    26.09,     1.48, 2,    5.585, 2,    2.858, 2,    0.490, 2,   2188.5, 6,   2320.5, 2,  -1.4440, 2
09AR20011029, SR03, 114, 1, 18, 218, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,     51.4,  -1.6480,  34.4200, 2,  34.4160, 2,    319.2, 2,    312.7, 2,    74.50, 2,    29.70, 2,    29.70,     1.84, 2,    4.910, 2,    2.513, 2,    0.440, 2,   2218.0, 2,   2323.8, 2,  -1.6490, 2
09AR20011029, SR03, 114, 1, 17, 17, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,    103.9,  -1.7370,  34.4360, 2,  34.4350, 2,    311.0, 2,    311.8, 2,    79.30, 2,    30.13, 2,    30.13,     1.88, 2,    4.933, 2,    2.520, 2,    0.440, 2,   2223.8, 2,   2325.5, 2,  -1.7400, 2
09AR20011029, SR03, 114, 1, 16, 16, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,    197.1,  -1.6520,  34.4580, 2,  34.4580, 2,    305.8, 2,    303.4, 2,    81.30, 2,    30.21, 2,    30.21,     1.91, 2,    4.725, 2,    2.416, 2,    0.420, 2,   2226.9, 2,   2327.9, 2,  -1.6570, 2
09AR20011029, SR03, 114, 1, 15, 715, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,    255.0,  -1.4620,  34.4790, 2,  34.4790, 2,    296.2, 2,    294.8, 2,    82.60, 2,    30.35, 2,    30.35,     1.92, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -1.4690, 2
09AR20011029, SR03, 114, 1, 14, 14, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,    300.2,  -1.2320,  34.5020, 2,  34.5010, 2,    282.4, 2,    284.6, 2,    85.30, 2,    30.65, 2,    30.65,     1.93, 2,    3.996, 2,    2.038, 2,    0.360, 2,   2234.4, 2,   2330.5, 3,  -1.2400, 2
09AR20011029, SR03, 114, 1, 13, 13, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,    401.9,  -0.5600,  34.5650, 3,  34.5610, 2,    247.0, 2,    256.9, 2,    92.10, 2,    31.46, 2,    31.46,     1.98, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,  -0.5740, 2
09AR20011029, SR03, 114, 1, 12, 12, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,    503.2,  -0.1020,  34.6140, 2,  34.6130, 2,    235.3, 2,    236.9, 2,   100.20, 2,    31.43, 2,    31.43,     2.00, 2,    2.005, 2,    1.006, 2,    0.170, 2,   2248.5, 2,   2341.6, 2,  -0.1220, 2
09AR20011029, SR03, 114, 1, 11, 11, 2, 20011130, 1056, -65.8767, 144.5013, 1737,  -999.00,    600.9,   0.1870,  34.6510, 2,  34.6480, 2,    223.5, 2,    224.9, 2,   106.90, 2,    31.61, 2,    31.61,     2.01, 2,    1.390, 2,    0.697, 2,    0.120, 2,   2253.1, 2,   2345.9, 2,   0.1620, 2
