BOTTLE,20081007CCHDOSIODBK
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BLTNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CTDFLUORO,CTDFLUORO_FLAG_W,CTDPAR,CTDPAR_FLAG_W,CTDTRANS,CTDTRANS_FLAG_W,AMMONIA,AMMONIA_FLAG_W,NITRIT,NITRIT_FLAG_W
,,,,,,,,,,,,DBAR,ITS-90,PSS78,,PSS78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,,,,,,UMOL/KG,,UMOL/KG,
  09AR20070117,  SR03,    51,  1,     17,     17,2,20070203,0750,-54.1377, 146.3068, 2222,     99.6,   1.7472,  33.8719,2,-999.0000,9,   328.16,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.846,2,    0.002,2,    0.962,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,     16,     16,2,20070203,0750,-54.1377, 146.3068, 2222,    124.1,   1.0502,  33.9187,2,-999.0000,9,   324.50,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.064,2,    0.002,2,    0.974,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,     15,     15,2,20070203,0750,-54.1377, 146.3068, 2222,    149.5,   1.4223,  34.0075,2,-999.0000,9,   306.50,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.013,2,    0.002,2,    0.977,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,     14,     14,2,20070203,0750,-54.1377, 146.3068, 2222,    201.3,   1.6762,  34.1197,2,  34.1185,2,   267.74,2,   267.11,2,     36.9,2,    32.27,2,     2.31,3,   -0.038,2,    0.002,2,    0.978,2,     0.06,2,  -999.00,9
  09AR20070117,  SR03,    51,  1,     13,     13,2,20070203,0750,-54.1377, 146.3068, 2222,    201.4,   1.6337,  34.1182,2,-999.0000,9,   267.74,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.040,2,    0.002,2,    0.978,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,     12,     12,2,20070203,0750,-54.1377, 146.3068, 2222,    251.0,   2.0795,  34.2425,2,-999.0000,9,   228.86,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.043,2,    0.002,2,    0.978,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,     11,     11,2,20070203,0750,-54.1377, 146.3068, 2222,    303.0,   2.4599,  34.3548,2,  34.3507,2,   201.07,2,   200.89,2,     56.1,2,    35.47,2,     2.54,3,   -0.042,2,    0.002,2,    0.979,2,     0.04,2,  -999.00,9
  09AR20070117,  SR03,    51,  1,     10,     10,2,20070203,0750,-54.1377, 146.3068, 2222,    300.4,   2.3790,  34.3364,2,-999.0000,9,   203.32,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.042,2,    0.002,2,    0.979,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,      9,      9,2,20070203,0750,-54.1377, 146.3068, 2222,    349.2,   2.4374,  34.3939,2,-999.0000,9,   190.23,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.041,2,    0.002,2,    0.979,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,      8,      8,2,20070203,0750,-54.1377, 146.3068, 2222,    401.5,   2.3676,  34.4391,2,  34.4392,2,   184.33,2,   184.33,2,     66.3,2,    35.47,2,     2.59,3,   -0.036,2,    0.002,2,    0.980,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,      7,      7,2,20070203,0750,-54.1377, 146.3068, 2222,    448.7,   2.3525,  34.4757,2,-999.0000,9,   179.39,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.036,2,    0.002,2,    0.980,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,      6,      6,2,20070203,0750,-54.1377, 146.3068, 2222,    499.9,   2.3443,  34.5084,2,  34.5082,2,   175.53,2,   175.66,2,     70.9,2,    35.88,2,     2.59,3,   -0.035,2,    0.002,2,    0.980,2,     0.04,2,  -999.00,9
  09AR20070117,  SR03,    51,  1,      5,      5,2,20070203,0750,-54.1377, 146.3068, 2222,    550.0,   2.3631,  34.5438,2,-999.0000,9,   173.34,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.038,2,    0.002,2,    0.980,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,      4,      4,2,20070203,0750,-54.1377, 146.3068, 2222,    602.1,   2.3683,  34.5684,2,  34.5694,2,   173.11,2,   173.61,2,     73.8,2,    35.27,2,     2.55,3,   -0.036,2,    0.002,2,    0.980,2,     0.06,2,  -999.00,9
  09AR20070117,  SR03,    51,  1,      3,      3,2,20070203,0750,-54.1377, 146.3068, 2222,    602.0,   2.3688,  34.5685,2,-999.0000,9,   173.11,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.037,2,    0.002,2,    0.980,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,      2,      2,2,20070203,0750,-54.1377, 146.3068, 2222,    699.7,   2.3558,  34.6196,2,-999.0000,9,   173.69,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.040,2,    0.002,2,    0.981,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    51,  1,      1,      1,2,20070203,0750,-54.1377, 146.3068, 2222,    900.4,   2.2391,  34.6808,2,  34.6808,2,   178.83,2,   178.75,2,     80.2,2,    33.28,2,     2.42,3,   -0.037,2,    0.002,2,    0.981,2,     0.09,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,     24,     24,2,20070203,1512,-54.1327, 146.4633, 3500,     14.6,   5.4142,  33.8185,2,-999.0000,9,   317.46,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.337,2,    0.002,2,    0.938,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,     23,     23,2,20070203,1512,-54.1327, 146.4633, 3500,     14.6,   5.4144,  33.8185,2,  33.8177,2,   317.46,2,   315.77,2,      1.3,2,    20.95,3,     1.57,2,    2.176,2,    0.002,2,    0.939,2,     0.13,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,     22,     22,2,20070203,1512,-54.1327, 146.4633, 3500,     30.6,   5.4131,  33.8186,2,-999.0000,9,   317.31,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.305,2,    0.002,2,    0.940,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,     21,     21,2,20070203,1512,-54.1327, 146.4633, 3500,     30.5,   5.4162,  33.8185,2,  33.8179,2,   317.31,2,   316.26,2,      0.9,2,    23.45,2,     1.61,2,    2.204,2,    0.002,2,    0.940,2,     0.30,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,     20,     20,2,20070203,1512,-54.1327, 146.4633, 3500,     48.1,   5.4147,  33.8183,2,-999.0000,9,   317.03,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.156,2,    0.002,2,    0.939,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,     19,     19,2,20070203,1512,-54.1327, 146.4633, 3500,     48.6,   5.4078,  33.8183,2,  33.8189,2,   317.03,2,   316.26,2,      0.9,2,    23.73,2,     1.56,2,    2.195,2,    0.002,2,    0.940,2,     0.19,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,     18,     18,2,20070203,1512,-54.1327, 146.4633, 3500,     59.1,   4.1478,  33.8418,2,-999.0000,9,   321.97,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.815,2,    0.002,2,    0.938,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,     17,     17,2,20070203,1512,-54.1327, 146.4633, 3500,     59.2,   3.7710,  33.8495,2,  33.8423,2,   321.97,2,   328.95,2,      1.3,2,    24.98,2,     1.73,2,    2.831,2,    0.002,2,    0.938,2,     0.40,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,     16,     16,2,20070203,1512,-54.1327, 146.4633, 3500,     68.5,   2.3301,  33.8598,2,-999.0000,9,   335.35,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.223,2,    0.002,2,    0.946,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,     15,     15,2,20070203,1512,-54.1327, 146.4633, 3500,     68.6,   2.3287,  33.8598,2,  33.8596,2,   335.35,2,   335.82,2,      1.9,2,    26.21,2,     1.96,2,    3.859,2,    0.002,2,    0.945,2,     0.70,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,     14,     14,2,20070203,1512,-54.1327, 146.4633, 3500,     79.5,   2.1281,  33.8611,2,-999.0000,9,   331.80,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.901,2,    0.002,2,    0.939,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,     13,     13,2,20070203,1512,-54.1327, 146.4633, 3500,     79.5,   2.1272,  33.8611,2,  33.8629,2,   331.80,2,   330.46,2,      4.6,2,    26.62,2,     2.06,2,    4.004,2,    0.002,2,    0.940,2,     1.03,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,     12,     12,2,20070203,1512,-54.1327, 146.4633, 3500,     89.8,   2.0500,  33.8637,2,-999.0000,9,   329.29,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    4.078,2,    0.002,2,    0.937,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,     11,     11,2,20070203,1512,-54.1327, 146.4633, 3500,     89.7,   2.0502,  33.8637,2,-999.0000,9,   329.29,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    5.371,2,    0.002,2,    0.937,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,     10,     10,2,20070203,1512,-54.1327, 146.4633, 3500,     89.6,   2.0506,  33.8636,2,-999.0000,9,   329.29,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    4.104,2,    0.002,2,    0.936,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,      9,      9,2,20070203,1512,-54.1327, 146.4633, 3500,     89.9,   2.0501,  33.8639,2,-999.0000,9,   329.29,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.838,2,    0.002,2,    0.936,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,      8,      8,2,20070203,1512,-54.1327, 146.4633, 3500,     89.5,   2.0496,  33.8637,2,  33.8666,2,   329.29,2,   329.00,2,      6.7,2,    26.72,2,     2.03,2,    3.868,2,    0.002,2,    0.938,2,     1.18,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,      7,      7,2,20070203,1512,-54.1327, 146.4633, 3500,     99.9,   1.7294,  33.8753,2,-999.0000,9,   327.15,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.934,2,    0.002,2,    0.960,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,      6,      6,2,20070203,1512,-54.1327, 146.4633, 3500,     99.6,   1.7083,  33.8755,2,  33.8768,2,   327.15,2,   328.01,2,     11.6,2,    27.21,2,     2.05,2,    0.844,2,    0.002,2,    0.960,2,     1.04,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,      5,      5,2,20070203,1512,-54.1327, 146.4633, 3500,    123.6,   1.0571,  33.9051,2,-999.0000,9,   326.48,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.129,2,    0.002,2,    0.972,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    52,  1,      4,      4,2,20070203,1512,-54.1327, 146.4633, 3500,    123.7,   1.0543,  33.9052,2,  33.9058,2,   326.48,2,   327.31,2,     18.8,2,    28.92,2,     2.14,2,    0.144,2,    0.002,2,    0.972,2,     0.78,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,      3,      3,2,20070203,1512,-54.1327, 146.4633, 3500,    149.6,   0.7660,  33.9577,2,  33.9516,2,   319.65,2,   318.53,2,     24.4,2,    30.40,2,     2.18,2,   -0.001,2,    0.002,2,    0.976,2,     0.22,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,      2,      2,2,20070203,1512,-54.1327, 146.4633, 3500,    175.0,   1.0470,  34.0303,2,  34.0280,2,   297.73,2,   297.78,2,     29.9,2,    31.52,2,     2.23,2,   -0.031,2,    0.002,2,    0.978,2,     0.06,2,  -999.00,9
  09AR20070117,  SR03,    52,  1,      1,      1,2,20070203,1512,-54.1327, 146.4633, 3500,    201.3,   1.9298,  34.1586,2,  34.1593,2,   253.90,2,   253.09,2,     38.7,2,    33.13,2,     2.35,2,   -0.042,2,    0.002,2,    0.978,2,     0.04,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,     24,     24,2,20070203,2118,-54.1608, 146.5498, 3350,     13.5,   5.4010,  33.8195,2,-999.0000,9,   317.16,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    1.656,2,    2.767,2,    0.942,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,     23,     23,2,20070203,2118,-54.1608, 146.5498, 3350,     13.5,   5.4011,  33.8195,2,  33.8185,2,   317.16,2,   315.58,2,      0.8,2,    24.24,2,     1.60,2,    1.607,2,    2.771,2,    0.941,2,     0.18,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,     22,     22,2,20070203,2118,-54.1608, 146.5498, 3350,     30.3,   5.4001,  33.8193,2,-999.0000,9,   316.98,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    1.747,2,    2.240,2,    0.942,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,     21,     21,2,20070203,2118,-54.1608, 146.5498, 3350,     29.9,   5.3998,  33.8193,2,  33.8185,2,   316.98,2,   315.67,2,      0.8,2,    23.96,2,     1.58,2,    1.903,2,    2.275,2,    0.942,2,     0.17,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,     20,     20,2,20070203,2118,-54.1608, 146.5498, 3350,     50.5,   5.2041,  33.8223,2,-999.0000,9,   315.98,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.037,2,    1.826,2,    0.941,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,     19,     19,2,20070203,2118,-54.1608, 146.5498, 3350,     50.4,   5.1868,  33.8226,2,  33.8212,2,   315.98,2,   317.32,2,      1.0,2,    24.14,2,     1.59,2,    2.102,2,    1.828,2,    0.942,2,     0.21,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,     18,     18,2,20070203,2118,-54.1608, 146.5498, 3350,     59.9,   2.8423,  33.8597,2,-999.0000,9,   329.78,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.599,2,    1.583,2,    0.943,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,     17,     17,2,20070203,2118,-54.1608, 146.5498, 3350,     60.1,   2.7422,  33.8611,2,  33.8592,2,   329.78,2,   334.76,2,      2.1,2,    26.01,2,     1.86,2,    2.757,2,    1.585,2,    0.942,2,     0.52,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,     16,     16,2,20070203,2118,-54.1608, 146.5498, 3350,     69.9,   2.2787,  33.8600,2,-999.0000,9,   334.58,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.025,2,    1.319,2,    0.946,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,     15,     15,2,20070203,2118,-54.1608, 146.5498, 3350,     69.7,   2.2766,  33.8599,2,  33.8598,2,   334.58,2,   335.53,2,      1.8,2,    26.41,2,     1.96,2,    3.070,2,    1.329,2,    0.946,2,     0.75,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,     14,     14,2,20070203,2118,-54.1608, 146.5498, 3350,     73.8,   2.1618,  33.8618,2,-999.0000,9,   332.61,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.052,2,    1.232,2,    0.945,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,     13,     13,2,20070203,2118,-54.1608, 146.5498, 3350,     73.8,   2.1573,  33.8617,2,  33.8609,2,   332.61,2,   332.21,2,      3.3,2,    26.63,2,     2.05,2,    3.365,2,    1.226,2,    0.944,2,     0.96,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,     12,     12,2,20070203,2118,-54.1608, 146.5498, 3350,     78.2,   2.0654,  33.8625,2,-999.0000,9,   331.39,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.576,2,    1.070,2,    0.940,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,     11,     11,2,20070203,2118,-54.1608, 146.5498, 3350,     78.1,   2.0576,  33.8627,2,-999.0000,9,   331.39,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.902,2,    1.083,2,    0.939,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,     10,     10,2,20070203,2118,-54.1608, 146.5498, 3350,     78.1,   2.0536,  33.8628,2,-999.0000,9,   331.39,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.867,2,    1.093,2,    0.940,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,      9,      9,2,20070203,2118,-54.1608, 146.5498, 3350,     77.9,   2.0546,  33.8627,2,-999.0000,9,   331.39,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.681,2,    1.101,2,    0.940,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,      8,      8,2,20070203,2118,-54.1608, 146.5498, 3350,     78.1,   2.0493,  33.8630,2,  33.8643,2,   331.39,2,   329.39,2,      5.4,2,    26.71,2,     2.02,2,    3.816,2,    1.103,2,    0.940,2,     0.96,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,      7,      7,2,20070203,2118,-54.1608, 146.5498, 3350,     99.6,   1.8013,  33.8749,2,-999.0000,9,   328.34,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    1.215,2,    0.440,2,    0.956,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,      6,      6,2,20070203,2118,-54.1608, 146.5498, 3350,     99.5,   1.7814,  33.8757,2,  33.8737,2,   328.34,2,   328.99,2,     10.7,2,    27.26,2,     2.02,2,    1.178,2,    0.439,2,    0.956,2,     0.99,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,      5,      5,2,20070203,2118,-54.1608, 146.5498, 3350,    125.8,   0.9665,  33.9075,2,-999.0000,9,   324.76,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.095,2,    0.002,2,    0.973,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    53,  1,      4,      4,2,20070203,2118,-54.1608, 146.5498, 3350,    125.6,   0.9576,  33.9087,2,  33.9066,2,   324.76,2,   325.85,2,     19.4,2,    29.34,2,     2.13,2,    0.093,2,    0.002,2,    0.973,2,     0.46,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,      3,      3,2,20070203,2118,-54.1608, 146.5498, 3350,    149.7,   0.7051,  33.9485,2,  33.9453,2,   320.52,2,   319.89,2,     23.6,2,    30.35,2,     2.15,2,    0.025,2,    0.002,2,    0.976,2,     0.30,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,      2,      2,2,20070203,2118,-54.1608, 146.5498, 3350,    175.3,   0.7386,  34.0037,2,  34.0018,2,   306.55,2,   307.13,2,     28.3,2,    31.22,2,     2.21,2,   -0.021,2,    0.002,2,    0.978,2,     0.18,2,  -999.00,9
  09AR20070117,  SR03,    53,  1,      1,      1,2,20070203,2118,-54.1608, 146.5498, 3350,    199.1,   1.8484,  34.1588,2,  34.1521,2,   255.34,2,   255.91,2,     38.1,2,    33.09,2,     2.33,2,   -0.038,2,    0.002,2,    0.977,2,     0.11,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,     24,     24,2,20070204,0314,-54.1800, 146.5087, 3500,     14.0,   5.4044,  33.8056,2,-999.0000,9,   315.75,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.959,2,    3.048,2,    0.942,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,     23,     23,2,20070204,0314,-54.1800, 146.5087, 3500,     13.8,   5.4096,  33.8053,2,  33.8081,2,   315.75,2,   315.97,2,      0.7,2,    23.30,2,     1.57,2,    0.902,2,    3.051,2,    0.943,2,     0.18,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,     22,     22,2,20070204,0314,-54.1800, 146.5087, 3500,     30.6,   5.3733,  33.8098,2,-999.0000,9,   316.71,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    1.323,2,    2.615,2,    0.941,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,     21,     21,2,20070204,0314,-54.1800, 146.5087, 3500,     30.2,   5.3733,  33.8097,2,-999.0000,9,   316.71,2,   316.84,2,      0.8,2,    22.92,2,     1.59,2,    1.395,2,    2.611,2,    0.941,2,     0.18,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,     20,     20,2,20070204,0314,-54.1800, 146.5087, 3500,     49.8,   4.5501,  33.8246,2,-999.0000,9,   317.14,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.259,2,    2.169,2,    0.941,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,     19,     19,2,20070204,0314,-54.1800, 146.5087, 3500,     49.9,   4.3987,  33.8336,2,  33.8310,2,   317.14,2,   324.69,2,      1.3,2,    24.63,2,     1.79,2,    2.353,2,    2.212,2,    0.942,2,     0.39,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,     18,     18,2,20070204,0314,-54.1800, 146.5087, 3500,     64.9,   2.3530,  33.8558,2,-999.0000,9,   331.49,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.727,2,    1.880,2,    0.944,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,     17,     17,2,20070204,0314,-54.1800, 146.5087, 3500,     63.9,   2.4103,  33.8541,2,-999.0000,9,   331.49,2,   332.61,2,      3.0,2,    26.17,2,     2.03,2,    2.832,2,    1.934,2,    0.945,2,     0.80,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,     16,     16,2,20070204,0314,-54.1800, 146.5087, 3500,     67.8,   2.2515,  33.8569,2,-999.0000,9,   330.64,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.939,2,    1.463,2,    0.943,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,     15,     15,2,20070204,0314,-54.1800, 146.5087, 3500,     69.2,   2.2310,  33.8576,2,-999.0000,9,   330.47,2,   329.59,2,      6.5,2,    26.76,2,     2.04,2,    2.815,2,    1.751,2,    0.943,2,     1.04,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,     14,     14,2,20070204,0314,-54.1800, 146.5087, 3500,     81.1,   2.0464,  33.8600,2,-999.0000,9,   330.02,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.078,2,    1.407,2,    0.950,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,     13,     13,2,20070204,0314,-54.1800, 146.5087, 3500,     81.4,   2.0405,  33.8602,2,  33.8611,2,   330.02,2,   329.68,2,      6.2,2,    26.82,2,     2.04,2,    1.972,2,    1.393,2,    0.950,2,     0.99,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,     12,     12,2,20070204,0314,-54.1800, 146.5087, 3500,     88.8,   1.9971,  33.8616,2,-999.0000,9,   329.16,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    1.869,2,    1.240,2,    0.952,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,     11,     11,2,20070204,0314,-54.1800, 146.5087, 3500,     87.4,   1.9979,  33.8617,2,  33.8623,2,   329.16,2,   328.90,2,      7.5,2,    26.88,2,     2.06,2,    1.667,2,    0.950,2,    0.951,2,     1.06,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,     10,     10,2,20070204,0314,-54.1800, 146.5087, 3500,     99.9,   1.7798,  33.8735,2,-999.0000,9,   327.56,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.628,2,    1.062,2,    0.963,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,      9,      9,2,20070204,0314,-54.1800, 146.5087, 3500,    100.0,   1.7743,  33.8735,2,  33.8748,2,   327.56,2,   327.43,2,     12.1,2,    27.37,2,     2.05,2,    0.623,2,    1.077,2,    0.965,2,     0.85,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,      8,      8,2,20070204,0314,-54.1800, 146.5087, 3500,    108.5,   1.4674,  33.8891,2,-999.0000,9,   326.82,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.211,2,    0.923,2,    0.970,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,      7,      7,2,20070204,0314,-54.1800, 146.5087, 3500,    108.8,   1.4640,  33.8898,2,  33.8887,2,   326.82,2,   326.54,2,     15.2,2,    28.35,2,     2.09,2,    0.198,2,    0.911,2,    0.970,2,     0.58,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,      6,      6,2,20070204,0314,-54.1800, 146.5087, 3500,    127.4,   1.1903,  33.9216,2,-999.0000,9,   319.54,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.067,2,    0.670,2,    0.974,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,      5,      5,2,20070204,0314,-54.1800, 146.5087, 3500,    125.5,   1.1787,  33.9170,2,  33.9156,2,   321.29,2,   324.10,2,     19.0,2,    29.01,2,     2.12,2,    0.066,2,    0.667,2,    0.974,2,     0.41,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,      4,      4,2,20070204,0314,-54.1800, 146.5087, 3500,    150.6,   1.1585,  33.9741,2,-999.0000,9,   310.90,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.023,2,    0.341,2,    0.977,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,    54,  1,      3,      3,2,20070204,0314,-54.1800, 146.5087, 3500,    150.8,   1.1649,  33.9745,2,  33.9753,2,   310.90,2,   310.74,2,     24.1,2,    30.26,2,     2.16,2,   -0.008,2,    0.347,2,    0.977,2,     0.09,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,      2,      2,2,20070204,0314,-54.1800, 146.5087, 3500,    174.0,   1.4919,  34.0525,2,  34.0525,2,   286.47,2,   286.98,2,     29.5,2,    31.54,2,     2.24,2,   -0.036,2,    0.002,2,    0.978,2,     0.00,2,  -999.00,9
  09AR20070117,  SR03,    54,  1,      1,      1,2,20070204,0314,-54.1800, 146.5087, 3500,    198.1,   1.5944,  34.1045,2,  34.1027,2,   274.66,2,   273.54,2,     34.5,2,    32.40,2,     2.30,2,   -0.041,2,    0.002,2,    0.978,2,     0.00,2,  -999.00,9
