EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,PH,PH_FLAG_W,ALKALI,ALKALI_FLAG_W,TCARBN,TCARBN_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,BARIUM,BARIUM_FLAG_W,CALCIUM,CALCIUM_FLAG_W,CHLORA,CHLORA_FLAG_W,TOC,TOC_FLAG_W,CU,CU_FLAG_W,NI,NI_FLAG_W,THETA,SIG0
,,,,,,,,,,,METERS,DBAR,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,,,UMOL/KG,,UMOL/KG,,/MILLE,,/MILLE,,/MILLE,NMOL/KG,,MMOL/KG,,UG/KG,,UMOL/L,,UMOL/L,,UMOL/L,,ITS-90,KG/M^3
   49NZ199905_1,   P01C,74,1,8,8,2,19990903,558,47.0067,-165.9523,5326,600.2,2,3.6544,2,34.1818,2,34.1834,2,-999,9,36.13,2,115.53,2,43.52,2,0.01,2,3.05,2,0.354,2,0.217,2,0.022,2,0,2,7.346,2,2337.6,2,2347.4,2,-999,1,-999,9,-999,91.2,2,-999,1,-999,9,-999,1,-999,9,-999,9,3.6128,27.1755
   49NZ199905_1,   P01C,74,1,7,7,4,19990903,558,47.0067,-165.9523,5326,800.4,2,3.2335,2,34.3022,2,33.2289,4,-999,9,207.71,4,50.58,4,24.23,4,0.12,4,1.91,4,2.747,4,1.628,4,0.217,4,0.3387,4,7.625,4,2250.4,4,2142.6,4,-999,4,-999,9,-999,70.9,4,-999,4,-999,9,-999,4,-999,9,-999,9,3.1807,26.4554
   49NZ199905_1,   P01C,74,1,6,6,2,19990903,558,47.0067,-165.9523,5326,999.8,2,2.8781,2,34.3802,2,34.3839,2,-999,9,26.34,2,144.85,2,44.77,2,0.01,2,3.13,2,0.033,2,0.032,2,0.006,2,0,2,7.342,2,2369.6,2,2384.2,2,-999,1,-999,9,-999,108,2,-999,1,-999,9,-999,1,-999,9,-999,9,2.8114,27.4103
   49NZ199905_1,   P01C,74,1,5,5,2,19990903,558,47.0067,-165.9523,5326,1500,2,2.2978,2,34.5074,2,34.5088,6,-999,9,34.34,2,163.48,2,44.68,2,0.01,2,3.1,2,0.01,2,0.004,2,0,2,0,2,7.368,2,2393.8,2,2395.8,2,-999,1,-999,9,-999,126.2,2,-999,1,-999,9,-999,1,-999,9,-999,9,2.1982,27.5623
   49NZ199905_1,   P01C,74,1,4,4,2,19990903,558,47.0067,-165.9523,5326,2000.4,2,1.9538,2,34.5834,2,34.5832,2,-999,9,57.93,2,170.61,2,43.37,6,0.01,2,2.98,2,0,2,0,2,0,2,0.0028,2,7.416,2,2406.5,2,2386.5,2,-999,1,-999,9,-999,136.5,2,-999,1,-999,9,-999,1,-999,9,-999,9,1.8182,27.6519
   49NZ199905_1,   P01C,74,1,3,3,2,19990903,558,47.0067,-165.9523,5326,2999.8,2,1.5844,2,34.6556,2,34.6547,2,-999,9,113.51,2,166.4,2,39.64,2,0.02,2,2.73,2,0,2,0,2,0,2,0,2,7.516,2,2410.4,2,2359.4,2,-999,1,-999,9,-999,142.8,2,-999,1,-999,9,-999,1,-999,9,-999,9,1.3658,27.7427
   49NZ199905_1,   P01C,74,1,2,2,4,19990903,558,47.0067,-165.9523,5326,4001.4,2,1.4695,2,34.6831,2,33.1758,4,-999,9,215.57,4,49.07,4,23.03,4,0.11,4,1.83,4,2.736,4,1.668,4,0.214,4,0.3588,4,7.657,4,2251.2,4,2128.6,4,-999,4,-999,9,-999,65.8,4,-999,4,-999,9,-999,4,-999,9,-999,9,1.1609,26.5685
   49NZ199905_1,   P01C,74,1,1,1,2,19990903,558,47.0067,-165.9523,5326,5428.8,2,1.592,2,34.6895,2,34.6893,2,-999,9,153.74,2,163.51,2,36.97,2,0.01,2,2.5,2,0.005,2,0.002,2,0.001,2,0.0069,2,7.587,2,2412.4,2,2329.7,2,-999,1,-999,9,-999,148.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,1.1011,27.7889
   49NZ199905_1,   P01C,   X15,1,0,0,9,19990903,1417,47.0017,-164.9883,5227,-999,9,-999,2,-999,2,-999,2,-999,9,-999,5,19.53,2,11.91,2,0.13,2,1.1,2,3.007,2,1.895,2,0.258,2,0.4327,2,7.822,2,-999,9,-999,9,-999,1,6.3,2,2.8,56.2,2,-999,1,0.36,1,-999,1,-999,1,-999,1,-999,-3.4895
   49NZ199905_1,   P01C,   X15,1,24,24,2,19990903,1417,47.0017,-164.9883,5227,9.8,2,12.1816,2,32.4671,2,32.476,2,-999,9,275.43,2,19.49,2,11.74,2,0.13,2,1.11,2,2.958,2,1.903,2,0.226,2,0.4508,2,7.828,2,2193.7,2,1996.7,2,-999,1,-6.1,2,3.4,56.6,2,-999,1,0.36,1,-999,1,-999,1,-999,1,12.1804,24.5962
   49NZ199905_1,   P01C,   X15,1,23,23,2,19990903,1417,47.0017,-164.9883,5227,50.3,2,7.0884,2,32.7515,2,32.7621,2,-999,9,304.41,2,22,2,14.5,6,0.17,2,1.39,2,4.122,2,2.415,2,0.346,2,0.4747,2,7.753,2,2211.6,2,2053.7,2,-999,1,-5.6,2,3.6,55.7,2,-999,1,0.09,1,-999,1,-999,1,-999,1,7.0839,25.6451
   49NZ199905_1,   P01C,   X15,1,22,22,2,19990903,1417,47.0017,-164.9883,5227,100.3,2,4.415,2,32.8279,2,32.8455,4,-999,9,303.82,2,23.09,3,17.89,3,0,3,1.5,3,4.524,4,2.575,4,0.356,4,0.5036,4,7.696,2,2213.1,3,2075.5,3,-999,1,-13.8,2,4,53.5,2,-999,1,0.01,1,-999,1,-999,1,-999,1,4.4081,26.0312
   49NZ199905_1,   P01C,   X15,1,21,21,2,19990903,1417,47.0017,-164.9883,5227,149.6,2,4.6129,2,33.6296,2,33.6443,2,-999,9,151.04,2,55.66,2,32.6,2,0,2,2.35,2,2.997,2,1.697,2,0.189,2,0.2973,2,7.471,2,2264,2,2205.5,2,-999,1,-37.1,2,2.8,57.8,2,-999,1,0.01,1,-999,1,-999,1,-999,1,4.602,26.6447
   49NZ199905_1,   P01C,   X15,1,20,20,2,19990903,1417,47.0017,-164.9883,5227,200.2,2,4.201,2,33.7781,2,33.7854,2,-999,9,111.04,2,69.9,2,36.96,2,0,2,2.61,2,2.338,2,1.357,2,0.144,2,0.2634,2,7.4,2,2282.3,2,2240.9,2,-999,1,-72.9,2,3,64.3,2,-999,1,0,1,-999,1,-999,1,-999,1,4.187,26.8009
   49NZ199905_1,   P01C,   X15,1,19,19,2,19990903,1417,47.0017,-164.9883,5227,250.1,2,4.061,2,33.8456,2,33.8545,2,-999,9,89.33,2,77.99,2,39.01,2,0,2,2.74,2,1.935,2,1.105,2,0.108,2,0.2858,2,7.37,2,2292.8,2,2262.5,2,-999,1,-76.1,2,3,67.1,2,-999,1,0,1,-999,1,-999,1,-999,1,4.0437,26.8706
   49NZ199905_1,   P01C,   X15,1,18,18,2,19990903,1417,47.0017,-164.9883,5227,300.5,2,3.988,2,33.9082,2,33.9115,2,-999,9,71.58,2,83.7,2,40.51,2,0,2,2.83,2,1.57,2,0.909,2,0.088,2,0.2201,2,7.352,2,2297.4,2,2274.3,2,-999,1,-94.9,2,4.1,72,2,-999,1,0,1,-999,1,-999,1,-999,1,3.9672,26.9237
   49NZ199905_1,   P01C,   X15,1,17,17,2,19990903,1417,47.0017,-164.9883,5227,352.6,2,3.9272,2,33.9681,2,33.9712,2,-999,9,58.97,2,90.07,2,41.46,2,0,2,2.91,2,1.235,2,0.732,2,0.067,2,0.0517,2,7.343,2,2304.1,2,2303,2,-999,1,-112.3,2,2.5,76.1,2,-999,1,-999,9,-999,1,-999,1,-999,1,3.9028,26.9777
   49NZ199905_1,   P01C,   X15,1,16,16,2,19990903,1417,47.0017,-164.9883,5227,399.8,2,3.9032,2,34.0205,2,34.0263,6,-999,9,51.88,2,95.74,2,41.79,6,0,2,2.94,2,0.937,2,0.595,2,0.049,2,0.0216,2,7.335,2,2313.8,2,2305.1,2,-999,1,-119.6,2,2.8,78.1,2,-999,1,-999,9,-999,1,-999,1,-999,1,3.8754,27.0243
   49NZ199905_1,   P01C,   X15,1,15,15,2,19990903,1417,47.0017,-164.9883,5227,450.7,2,3.8513,2,34.0697,2,34.0766,2,-999,9,45.7,2,99.7,2,42.33,2,0,2,2.96,3,0.742,2,0.456,2,0.044,2,0.0171,2,7.337,2,2323.3,2,2314.1,2,-999,1,-131.8,2,3.4,80.6,2,-999,1,-999,9,-999,1,-999,1,-999,1,3.8199,27.0699
   49NZ199905_1,   P01C,   X15,1,14,14,2,19990903,1417,47.0017,-164.9883,5227,499.2,2,3.7773,2,34.1217,2,34.1258,2,-999,9,40.13,2,105.79,2,42.65,2,0,2,3,2,0.533,2,0.339,2,0.031,2,0.0015,2,7.338,2,2329.4,2,2327.3,2,-999,1,-152.6,2,3,86.1,2,-999,1,-999,9,-999,1,-999,1,-999,1,3.7426,27.1168
   49NZ199905_1,   P01C,   X15,1,13,13,2,19990903,1417,47.0017,-164.9883,5227,599.7,2,3.583,2,34.1958,2,34.1944,2,-999,9,33.04,2,114.61,2,43.11,2,0,2,3.03,2,0.323,2,0.204,2,0.016,2,0.0052,2,7.336,2,2337.2,2,2331.5,2,-999,1,-164.2,2,2.5,88.9,2,-999,1,-999,9,-999,1,-999,1,-999,1,3.5417,27.1912
   49NZ199905_1,   P01C,   X15,2,12,12,2,19990903,1624,47.0075,-164.9857,5332,800,2,3.2409,2,34.3021,2,34.3044,2,-999,9,28.78,2,128.36,2,43.45,2,0.03,2,3.06,2,0.12,2,0.064,2,0.002,2,0,2,7.344,2,2358.5,2,2364.6,2,-999,1,-191.1,2,2.6,97.6,2,-999,1,-999,9,-999,1,-999,1,-999,1,3.1866,27.3127
   49NZ199905_1,   P01C,   X15,2,11,11,2,19990903,1624,47.0075,-164.9857,5332,998.8,2,2.9126,2,34.3746,2,34.3758,6,-999,9,25.17,2,140.07,2,44.05,2,0,2,3.1,2,0.048,2,0.034,2,0.002,2,0,2,7.348,2,2369.6,2,2345.7,4,-999,1,-215.5,2,2.2,106.3,2,-999,1,-999,9,-999,1,-999,1,-999,1,2.8457,27.4008
   49NZ199905_1,   P01C,   X15,2,10,10,2,19990903,1624,47.0075,-164.9857,5332,1251.1,2,2.5422,2,34.4533,2,34.4555,2,-999,9,27.73,2,152.28,2,44.21,2,0,2,3.1,2,0.024,2,0.022,2,0.001,2,0.0008,2,7.356,2,2387.1,3,2391.9,3,-999,1,-228.6,2,2.5,113.1,2,-999,1,-999,9,-999,1,-999,1,-999,1,2.4593,27.498
   49NZ199905_1,   P01C,   X15,2,9,9,2,19990903,1624,47.0075,-164.9857,5332,1500.2,2,2.3126,2,34.5048,2,34.5056,2,-999,9,30.08,2,160.32,2,44.26,2,0,2,3.08,2,0.013,2,0.014,2,0,2,0,2,7.369,2,2394.5,2,2388.9,2,-999,1,-236.8,2,2.5,121.8,2,-999,1,-999,9,-999,1,-999,1,-999,1,2.2128,27.5585
   49NZ199905_1,   P01C,   X15,2,8,8,2,19990903,1624,47.0075,-164.9857,5332,1750.2,2,2.1235,2,34.5472,2,34.5488,2,-999,9,39.77,2,166.51,2,43.67,6,0,2,3.01,2,0.008,2,0.001,2,0,2,0.0027,2,7.388,2,2401.6,2,2389.6,2,-999,1,-233.4,2,2.6,127.2,2,-999,1,-999,9,-999,1,-999,1,-999,1,2.0061,27.6097
   49NZ199905_1,   P01C,   X15,2,7,7,2,19990903,1624,47.0075,-164.9857,5332,1999.8,2,1.9602,2,34.5832,2,34.5849,2,-999,9,51.33,2,170.28,2,43.11,2,0,2,2.97,2,0.007,2,0.007,2,0.001,2,0.0028,2,7.413,2,2409.9,2,2389,2,-999,1,-244.2,2,2.4,132.3,2,-999,1,-999,9,-999,1,-999,1,-999,1,1.8245,27.6528
   49NZ199905_1,   P01C,   X15,2,6,6,2,19990903,1624,47.0075,-164.9857,5332,2499.9,2,1.7305,2,34.6281,2,34.628,6,-999,9,85.04,2,169.97,2,41.01,2,0,2,2.83,2,0.009,2,0.002,2,0,2,-999,9,7.47,2,2411.8,2,2368.5,2,-999,1,-239.5,2,2.4,139.5,2,-999,1,-999,9,-999,1,-999,1,-999,1,1.5553,27.7076
   49NZ199905_1,   P01C,   X15,2,5,5,2,19990903,1624,47.0075,-164.9857,5332,2999.8,2,1.5872,2,34.6552,2,34.6557,2,-999,9,112.64,2,164.97,2,38.99,2,0,2,2.69,2,0.004,2,0,2,0.001,2,-999,9,7.516,2,2410.3,2,2354.8,2,-999,1,-999,9,-999,141.3,2,-999,1,-999,9,-999,1,-999,1,-999,1,1.3686,27.7433
   49NZ199905_1,   P01C,   X15,2,4,4,2,19990903,1624,47.0075,-164.9857,5332,3500.1,2,1.5027,2,34.6726,2,34.6716,2,-999,9,134.58,2,159.21,2,37.51,2,0,2,2.58,2,0,2,0.007,2,0,2,-999,9,7.552,2,2408.9,2,2340.8,2,-999,1,-235.7,2,2.1,142.8,2,-999,1,-999,9,-999,1,-999,1,-999,1,1.2365,27.7654
   49NZ199905_1,   P01C,   X15,2,3,3,2,19990903,1624,47.0075,-164.9857,5332,3999.2,2,1.4703,2,34.6832,2,34.6832,2,-999,9,146.35,2,157.86,2,36.74,2,0,2,2.52,2,0,2,0,2,0.002,2,-999,9,7.572,2,2412.2,2,2334.7,2,-999,1,-228.3,2,2.2,144.5,2,-999,1,-999,9,-999,1,-999,1,-999,1,1.1523,27.7805
   49NZ199905_1,   P01C,   X15,2,2,2,4,19990903,1624,47.0075,-164.9857,5332,4501.6,2,1.4941,2,34.6873,2,34.6427,4,-999,9,103.94,4,166.04,4,39.77,4,0,4,2.74,4,0,4,0,4,0.001,4,-999,9,7.499,4,2411.4,4,2368.5,4,-999,4,-230.4,2,2.5,140.6,4,-999,4,-999,9,-999,4,-999,4,-999,4,1.1194,27.7502
   49NZ199905_1,   P01C,   X15,2,1,1,2,19990903,1624,47.0075,-164.9857,5332,5413.5,2,1.5911,2,34.6896,2,34.6891,2,-999,9,153.7,2,160.21,2,36.27,2,0,2,2.47,2,0.001,2,0.008,2,0,2,-999,9,7.585,2,2414,2,2338.4,2,-999,1,-207.4,2,2.9,148.9,2,-999,1,-999,9,-999,1,-999,1,-999,1,1.1022,27.7887
   49NZ199905_1,   P01C,77,1,0,0,9,19990904,1450,46.9955,-162.6208,5174,-999,9,-999,9,-999,9,32.4593,2,-999,9,-999,5,15.49,2,10.43,2,0.12,2,1.01,2,3.168,2,1.866,2,0.299,2,0.3473,2,7.833,2,-999,9,-999,9,-999,1,-999,9,-999,54,2,-999,1,0.34,1,-999,1,-999,1,-999,1,-999,-999
   49NZ199905_1,   P01C,77,1,12,12,2,19990904,1450,46.9955,-162.6208,5174,49.8,2,5.2116,2,32.7719,2,32.7789,2,-999,9,308,2,18.22,2,15.32,6,0.71,2,1.38,2,4.645,2,2.529,2,0.417,2,0.3645,2,7.721,2,2212.9,2,2064.6,2,-999,1,-999,9,-999,56,2,-999,1,0.13,1,-999,1,-999,1,-999,1,5.2079,25.8915
   49NZ199905_1,   P01C,77,1,11,11,2,19990904,1450,46.9955,-162.6208,5174,100.3,2,4.5309,2,32.8252,2,32.8231,4,-999,9,309.62,2,21.24,3,17.41,3,0,3,1.47,3,4.763,2,2.571,2,0.413,2,0.4589,2,7.713,2,2215.6,2,2113,2,-999,1,-999,9,-999,53.7,2,-999,1,0.02,1,-999,1,-999,1,-999,1,4.5239,26.0013
   49NZ199905_1,   P01C,77,1,10,10,2,19990904,1450,46.9955,-162.6208,5174,201.9,2,4.6024,2,33.7658,2,33.7656,2,-999,9,143.84,2,60.36,2,32.87,2,0,2,2.4,2,2.874,2,1.525,2,0.19,2,0.2136,2,7.471,2,2275.3,2,2242.6,2,-999,1,-999,9,-999,61.2,2,-999,1,0,1,-999,1,-999,1,-999,1,4.5876,26.7426
   49NZ199905_1,   P01C,77,1,9,9,2,19990904,1450,46.9955,-162.6208,5174,401.9,2,4.0122,2,33.9999,2,34.0015,6,-999,9,63.79,2,91.95,2,40.29,2,0,2,2.91,2,1.229,2,0.661,2,0.074,2,0.0582,2,7.356,2,2309.1,2,2294.2,2,-999,1,-999,9,-999,74,2,-999,1,-999,9,-999,1,-999,1,-999,1,3.9839,26.9936
   49NZ199905_1,   P01C,77,1,8,8,2,19990904,1450,46.9955,-162.6208,5174,600.1,2,3.6658,2,34.1567,2,34.1573,2,-999,9,32.57,2,113.18,2,42.67,2,0,2,3.06,2,0.47,2,0.287,2,0.028,2,0,2,7.323,2,2334.4,2,2331.8,2,-999,1,-999,9,-999,84.5,2,-999,1,-999,9,-999,1,-999,1,-999,1,3.6241,27.1536
   49NZ199905_1,   P01C,77,1,7,7,2,19990904,1450,46.9955,-162.6208,5174,802.3,2,3.308,2,34.2904,2,34.2938,2,-999,9,27.78,2,128.89,2,43.39,2,0,2,3.13,2,0.139,2,0.086,2,0.001,2,0.0037,2,7.338,2,2355.5,2,2347.1,2,-999,1,-999,9,-999,96.3,2,-999,1,-999,9,-999,1,-999,1,-999,1,3.2531,27.298
   49NZ199905_1,   P01C,77,1,6,6,2,19990904,1450,46.9955,-162.6208,5174,999.2,2,2.9339,2,34.3686,2,34.3706,2,-999,9,25.47,2,141.34,2,43.45,2,0,2,3.12,2,0.069,2,0.047,2,0,2,0,2,7.34,2,2368.2,2,2364.2,2,-999,1,-999,9,-999,104,2,-999,1,-999,9,-999,1,-999,1,-999,1,2.8668,27.3947
   49NZ199905_1,   P01C,77,1,5,5,2,19990904,1450,46.9955,-162.6208,5174,1499.8,2,2.3272,2,34.5018,2,34.5032,6,-999,9,27.34,2,162.28,2,43.84,2,0,2,3.13,2,0,2,0.01,2,0.007,2,0,2,7.355,2,2394.6,2,2385,2,-999,1,-999,9,-999,120.4,2,-999,1,-999,9,-999,1,-999,1,-999,1,2.2273,27.5554
   49NZ199905_1,   P01C,77,1,4,4,2,19990904,1450,46.9955,-162.6208,5174,2001.7,2,1.9766,2,34.5796,2,34.5796,2,-999,9,49.72,2,170.53,2,42.68,6,0,2,3.03,2,0,2,0,2,0.003,2,0.0098,2,7.402,2,2405.7,2,2380.4,2,-999,1,-999,9,-999,135.1,2,-999,1,-999,9,-999,1,-999,1,-999,1,1.8405,27.6473
   49NZ199905_1,   P01C,77,1,3,3,2,19990904,1450,46.9955,-162.6208,5174,2998.5,2,1.5748,2,34.6566,2,34.6555,2,-999,9,110.51,2,167.05,2,38.72,2,0,2,2.71,2,0,2,0.002,2,0,2,0,2,7.509,2,2412.2,2,2346.9,2,-999,1,-999,9,-999,145.9,2,-999,1,-999,9,-999,1,-999,1,-999,1,1.3566,27.744
   49NZ199905_1,   P01C,77,1,2,2,2,19990904,1450,46.9955,-162.6208,5174,3999.7,2,1.4756,2,34.6828,2,34.6794,2,-999,9,142.57,2,161.63,2,36.62,2,0,2,2.56,2,0.005,2,0,2,0,2,0.0027,2,7.566,2,2418,2,2328.7,2,-999,1,-999,9,-999,151.9,2,-999,1,-999,9,-999,1,-999,1,-999,1,1.1574,27.7771
   49NZ199905_1,   P01C,77,1,1,1,2,19990904,1450,46.9955,-162.6208,5174,5256.6,2,1.5793,2,34.6891,2,34.6875,2,-999,9,149.92,2,164,2,36.22,2,0,2,2.52,2,0,2,0,2,0.002,2,0,2,7.58,2,2416,2,2323.2,2,-999,1,-999,9,-999,155.2,2,-999,1,-999,9,-999,1,-999,1,-999,1,1.1106,27.7868
   49NZ199905_1,   P01C,78,1,0,0,9,19990904,2046,47.0008,-161.5002,5076,-999,9,12.7,3,-999,9,32.492,2,-999,9,273.58,2,19.83,2,11.26,2,0.15,2,1.02,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,12.7,24.5096
   49NZ199905_1,   P01C,78,1,12,12,2,19990904,2046,47.0008,-161.5002,5076,49.4,2,7.0728,2,32.7401,2,32.7458,2,-999,9,305.33,2,22.13,2,14.42,6,0.17,2,1.32,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,7.0684,25.6344
   49NZ199905_1,   P01C,78,1,11,11,2,19990904,2046,47.0008,-161.5002,5076,99.6,2,4.3479,2,32.8179,2,32.8217,2,-999,9,309.87,2,23.49,2,18.22,2,0.02,2,1.49,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,4.3411,26.0192
   49NZ199905_1,   P01C,78,1,10,10,2,19990904,2046,47.0008,-161.5002,5076,199.2,2,4.0106,2,33.7267,2,33.7282,2,-999,9,117.31,2,68.34,2,36.85,2,0.02,2,2.59,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.997,26.7749
   49NZ199905_1,   P01C,78,1,9,9,2,19990904,2046,47.0008,-161.5002,5076,401,2,3.8348,2,34.0284,2,34.0289,6,-999,9,46.22,2,97.25,2,42.46,2,0.04,2,2.97,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.8071,27.0333
   49NZ199905_1,   P01C,78,1,8,8,2,19990904,2046,47.0008,-161.5002,5076,599.9,2,3.6039,2,34.1834,2,34.1844,2,-999,9,30.44,2,114.68,2,43.27,2,0.02,2,3.02,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.5625,27.1812
   49NZ199905_1,   P01C,78,1,7,7,2,19990904,2046,47.0008,-161.5002,5076,799.6,2,3.2162,2,34.3002,2,34.3001,2,-999,9,25.39,2,130.27,2,43.76,2,0.02,2,3.06,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.1621,27.3115
   49NZ199905_1,   P01C,78,1,6,6,2,19990904,2046,47.0008,-161.5002,5076,1000,2,2.8654,2,34.3817,2,34.381,2,-999,9,25.47,2,141.62,2,43.98,2,0.01,2,3.06,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7988,27.4091
   49NZ199905_1,   P01C,78,1,5,5,2,19990904,2046,47.0008,-161.5002,5076,1500.4,2,2.2768,2,34.5116,2,34.5111,2,-999,9,29.21,2,160.59,2,44.4,2,0.01,2,3.05,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1774,27.5658
   49NZ199905_1,   P01C,78,1,4,4,2,19990904,2046,47.0008,-161.5002,5076,2001.1,2,1.9435,2,34.5857,2,34.5847,2,-999,9,51.54,2,168.77,2,43.17,6,0,2,2.95,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.808,27.6539
   49NZ199905_1,   P01C,78,1,3,3,2,19990904,2046,47.0008,-161.5002,5076,3000.1,2,1.5717,2,34.6567,2,34.6561,2,-999,9,111.2,2,163.65,2,39.12,2,0.01,2,2.67,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.3534,27.7448
   49NZ199905_1,   P01C,78,1,2,2,2,19990904,2046,47.0008,-161.5002,5076,3999.3,2,1.4816,2,34.6819,2,34.6818,2,-999,9,141.23,2,160.64,2,37.21,2,0,2,2.53,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.1632,27.7787
   49NZ199905_1,   P01C,78,1,1,1,2,19990904,2046,47.0008,-161.5002,5076,5164.4,2,1.5752,2,34.6883,2,34.6869,2,-999,9,147.66,2,163.07,2,36.8,2,0.01,2,2.46,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.1181,27.7858
   49NZ199905_1,   P01C,79,1,0,0,9,19990905,300,47.0002,-160.36,5122,-999,9,12.7,3,-999,9,32.4748,2,-999,9,273.32,2,15.4,2,9.66,2,0.14,2,0.96,2,3.062,2,1.856,2,0.279,2,0.3182,2,7.834,2,-999,9,-999,9,-999,1,-999,9,-999,51.7,2,-999,1,0.21,1,-999,1,-999,9,-999,9,12.7,24.4962
   49NZ199905_1,   P01C,79,1,12,12,2,19990905,300,47.0002,-160.36,5122,100.2,2,4.6136,2,32.8138,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,-999,9,-999,1,-999,1,-999,1,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,79,1,11,11,2,19990905,300,47.0002,-160.36,5122,200.8,2,4.8449,2,33.749,2,33.7521,2,-999,9,154.03,2,55.85,2,32.11,2,0.01,2,2.23,2,2.928,2,1.607,2,0.194,2,0.1918,2,7.5,2,2270.9,2,2207.3,2,-999,1,-999,9,-999,55.2,2,-999,1,0,1,-999,1,-999,9,-999,9,4.8298,26.7052
   49NZ199905_1,   P01C,79,1,10,10,2,19990905,300,47.0002,-160.36,5122,300.8,2,4.0617,2,33.8492,2,33.8496,2,-999,9,91.42,2,77.5,2,39.2,2,0.02,2,2.7,2,2.04,2,1.121,2,0.132,2,0.0975,2,7.378,2,2288.6,2,2270.7,2,-999,1,-999,9,-999,61.7,2,-999,1,0,1,-999,1,-999,9,-999,9,4.0407,26.867
   49NZ199905_1,   P01C,79,1,9,9,2,19990905,300,47.0002,-160.36,5122,400,2,3.88,2,33.962,2,33.9642,6,-999,9,57.58,2,92.17,2,42.29,2,0.02,2,2.91,2,1.322,2,0.732,2,0.076,2,0.0117,2,7.337,2,2304.2,2,2303.1,2,-999,1,-999,9,-999,69.9,2,-999,1,-999,9,-999,1,-999,9,-999,9,3.8523,26.9772
   49NZ199905_1,   P01C,79,1,8,8,2,19990905,300,47.0002,-160.36,5122,601.3,2,3.6374,2,34.1655,2,34.1668,2,-999,9,32.04,2,114.17,2,43.64,2,0.02,2,3,2,0.416,2,0.258,2,0.026,2,0,2,7.33,2,2333.9,2,2341.9,2,-999,1,-999,9,-999,82.3,2,-999,1,-999,9,-999,1,-999,9,-999,9,3.5958,27.164
