EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,SBE35,SBE35_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,DNSSAL,DNSSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,CTDXMISS,CTDXMISSCP,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CHLORA,CHLORA_FLAG_W,PAR,PAR_FLAG_W,SILCAT,SILCAT_FLAG_W,SILUNC,NITRAT,NITRAT_FLAG_W,NRAUNC,NITRIT,NITRIT_FLAG_W,NRIUNC,PHSPHT,PHSPHT_FLAG_W,PHPUNC,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TMP,PH_TOT_FLAG_W,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,CS-134,CS-134_FLAG_W,CS134ER,CS-137,CS-137_FLAG_W,CS137ER
,,,,,,,,UTC,DEG,DEG,METERS,DBAR,,ITS-90,,ITS-90,,PSS-78,,PSS-78,,G/KG,,UMOL/KG,,UMOL/KG,,%TRANS,/METER,,MG/M^3,,MG/CUM,,UE/SQM/S,,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,DEG C,,/MILLE,,/MILLE,/MILLE,,/MILLE,MBQ/KG,,MBQ/KG,MBQ/KG,,MBQ/KG
  49NZ20121128,  P14S,     8,  1,     15, X12J15,2,20121205,0039,-55.4973, 172.4603, 5355,   2331.1,2,   2.0026,2,   2.00259,2,  34.7340,2,  34.7337,2,-999.0000,9,   189.82,2,   189.59,2,   99.984,   0.0006,2,    0.000,2,  -999.00,9,    0.000,2,    85.29,2,     0.14,    31.10,2,     0.04,     0.01,2,     0.01,     2.15,2,     0.01,    0.152,2,    0.072,2,    0.009,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     14, X12J14,2,20121205,0039,-55.4973, 172.4603, 5355,   2580.1,2,   1.8223,2,   1.82213,2,  34.7379,2,  34.7378,2,-999.0000,9,   193.82,2,   193.50,2,   99.969,   0.0012,2,    0.000,2,  -999.00,9,    0.000,2,    90.16,2,     0.14,    31.00,2,     0.04,     0.01,2,     0.01,     2.14,2,     0.01,    0.128,2,    0.061,2,    0.027,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     13, X12J13,2,20121205,0039,-55.4973, 172.4603, 5355,   2831.4,2,   1.5949,2,   1.59496,2,  34.7353,2,  34.7351,2,-999.0000,9,   197.46,2,   197.08,2,   99.973,   0.0011,2,    0.000,2,  -999.00,9,    0.000,2,    96.90,2,     0.15,    31.19,2,     0.04,     0.01,2,     0.01,     2.16,2,     0.01,    0.125,2,    0.057,2,    0.009,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     12, X12J12,2,20121205,0039,-55.4973, 172.4603, 5355,   3080.4,2,   1.4278,2,   1.42788,2,  34.7301,2,  34.7298,2,-999.0000,9,   200.02,2,   199.68,2,   99.980,   0.0008,2,    0.000,2,  -999.00,9,    0.000,2,   101.87,2,     0.15,    31.37,2,     0.04,     0.01,2,     0.01,     2.16,2,     0.01,    0.130,2,    0.060,2,    0.012,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     11, X12J11,2,20121205,0039,-55.4973, 172.4603, 5355,   3329.8,2,   1.2759,2,   1.27606,2,  34.7240,2,  34.7237,2,-999.0000,9,   202.39,2,   201.88,2,   99.984,   0.0006,2,   -0.000,2,  -999.00,9,    0.000,2,   106.54,2,     0.15,    31.58,2,     0.04,     0.00,2,     0.01,     2.17,2,     0.01,    0.150,2,    0.070,2,    0.007,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     10, X12J10,2,20121205,0039,-55.4973, 172.4603, 5355,   3581.1,2,   1.1646,2,   1.16507,2,  34.7185,2,  34.7185,2,-999.0000,9,   204.48,2,   203.87,2,   99.957,   0.0017,2,   -0.000,2,  -999.00,9,    0.000,2,   109.89,2,     0.16,    31.75,2,     0.04,     0.01,2,     0.01,     2.19,2,     0.01,    0.177,2,    0.083,2,    0.011,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,      9, X12J09,2,20121205,0039,-55.4973, 172.4603, 5355,   3831.6,2,   1.0689,2,   1.06885,2,  34.7135,2,  34.7133,2,-999.0000,9,   206.38,2,   205.73,2,   99.944,   0.0022,2,   -0.000,2,  -999.00,9,    0.000,2,   113.04,2,     0.16,    31.90,2,     0.04,     0.01,2,     0.01,     2.19,2,     0.01,    0.210,2,    0.100,2,    0.007,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,      8, X12J08,2,20121205,0039,-55.4973, 172.4603, 5355,   4081.0,2,   1.0003,2,   1.00044,2,  34.7094,2,  34.7092,2,-999.0000,9,   207.85,2,   207.28,2,   99.934,   0.0026,2,   -0.000,2,  -999.00,9,    0.000,2,   115.23,2,     0.16,    32.00,2,     0.04,     0.00,2,     0.01,     2.21,2,     0.01,    0.246,6,    0.116,6,    0.012,6, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,      7, X12J07,2,20121205,0039,-55.4973, 172.4603, 5355,   4331.2,2,   0.9550,2,   0.95504,2,  34.7064,2,  34.7066,2,-999.0000,9,   208.98,2,   208.36,2,   99.936,   0.0026,2,   -0.000,2,  -999.00,9,    0.000,2,   117.18,2,     0.16,    32.09,2,     0.05,     0.00,2,     0.01,     2.21,2,     0.01,    0.273,2,    0.130,2,    0.008,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,      6, X12J06,2,20121205,0039,-55.4973, 172.4603, 5355,   4531.4,2,   0.9333,2,   0.93322,2,  34.7044,2,  34.7048,2,-999.0000,9,   209.59,2,   208.98,2,   99.934,   0.0026,2,   -0.000,2,  -999.00,9,    0.000,2,   118.40,2,     0.17,    32.14,2,     0.05,     0.00,2,     0.01,     2.21,2,     0.01,    0.289,2,    0.139,2,    0.017,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
