,EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_TEMP,PH_SWS_FLAG_W,THETA
10,  29HE20010305,   A17,1.0,1.0,11.0,20010308.0,-48.3502,-55.6807, 5044,    600.0,   2.7919,  34.3158,2.0,    210.9,2.0,    46.62,2.0,    33.07,2.0,     0.26,2.0,     2.23,2.0,   2313.7,2.0,7.5896,    25.00,2.0,   2.7542
11,  29HE20010305,   A17,1.0,1.0,12.0,20010308.0,-48.3502,-55.6807, 5044,    599.0,   2.7915,  34.3160,2.0,    212.4,2.0,    46.87,2.0,    34.95,2.0,     0.13,2.0,     2.24,2.0,   2310.6,2.0,7.5908,    25.00,2.0,   2.7539
12,  29HE20010305,   A17,1.0,1.0,13.0,20010308.0,-48.3502,-55.6807, 5044,    501.0,   2.7831,  34.2526,2.0,    229.9,2.0,    37.02,2.0,    31.05,2.0,     0.05,2.0,     2.14,2.0,   2306.6,2.0,7.602,    25.00,2.0,   2.7521
13,  29HE20010305,   A17,1.0,1.0,14.0,20010308.0,-48.3502,-55.6807, 5044,    399.0,   2.6559,  34.1610,2.0,    261.3,2.0,    29.85,2.0,    28.27,2.0,     0.28,2.0,     2.02,2.0,   2290.2,2.0,7.6447,    25.00,2.0,   2.6321
14,  29HE20010305,   A17,1.0,1.0,15.0,20010308.0,-48.3502,-55.6807, 5044,    298.0,   2.3064,  34.0648,2.0,    298.9,2.0,    21.01,2.0,    29.87,2.0,     0.27,2.0,     1.91,2.0,   2285.1,2.0,7.6844,    25.00,2.0,   2.2897
15,  29HE20010305,   A17,1.0,1.0,17.0,20010308.0,-48.3502,-55.6807, 5044,    199.0,   2.8685,  34.0761,2.0,    300.0,2.0,    15.57,2.0,    26.34,2.0,     0.04,2.0,     1.82,2.0,   2278.9,2.0,7.695,    25.00,2.0,   2.8566
16,  29HE20010305,   A17,1.0,1.0,18.0,20010308.0,-48.3502,-55.6807, 5044,    150.0,   3.3500,  34.1103,2.0,    304.6,2.0,     8.36,2.0,    22.26,2.0,     0.13,2.0,     1.54,2.0,   2281.8,2.0,7.7084,    25.00,2.0,   3.3405
17,  29HE20010305,   A17,1.0,1.0,20.0,20010308.0,-48.3502,-55.6807, 5044,     99.0,   4.0978,  34.0710,2.0,    303.6,2.0,    11.54,2.0,    25.02,2.0,     0.90,2.0,     1.70,2.0,   2278.3,2.0,7.7357,    25.00,2.0,   4.0910
18,  29HE20010305,   A17,1.0,1.0,21.0,20010308.0,-48.3502,-55.6807, 5044,     75.0,   5.9168,  34.0620,2.0,    300.2,2.0,     0.85,2.0,    17.00,2.0,     0.31,2.0,     1.22,2.0,   2278.5,2.0,7.7867,    25.00,2.0,   5.9106
19,  29HE20010305,   A17,1.0,1.0,22.0,20010308.0,-48.3502,-55.6807, 5044,     50.0,   7.5193,  34.0281,2.0,    301.5,2.0,     0.65,2.0,    15.57,2.0,     0.25,2.0,     1.20,2.0,   2273.0,2.0,7.8356,    25.00,2.0,   7.5145
20,  29HE20010305,   A17,1.0,1.0,23.0,20010308.0,-48.3502,-55.6807, 5044,     25.0,   7.6343,  34.0100,2.0,    303.5,2.0,     2.04,2.0,    16.65,2.0,     0.54,2.0,     1.26,2.0,   2279.3,2.0,7.8345,    25.00,2.0,   7.6319
21,  29HE20010305,   A17,1.0,1.0,24.0,20010308.0,-48.3502,-55.6807, 5044,      7.0,   7.6545,  34.0105,2.0,    303.0,2.0,     3.10,2.0,    16.68,2.0,     0.62,2.0,     1.22,2.0,   2275.5,2.0,7.8434,    25.00,2.0,   7.6538
