,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,XMISS,XMISS_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W
77,  09AR20120105,  I09S,4.0,1.0,19.0,19.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,     55.4,  -1.3083,  34.1290,2.0,-999.0000,9.0,    350.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    72.69,2.0,   26.106,2.0,    0.000,2.0
78,  09AR20120105,  I09S,4.0,1.0,18.0,18.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,     55.4,  -1.3015,  34.1255,2.0,-999.0000,9.0,    350.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    72.63,2.0,   25.364,2.0,    0.000,2.0
79,  09AR20120105,  I09S,4.0,1.0,17.0,17.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,     55.4,  -1.2977,  34.1212,2.0,  34.1166,2.0,    350.2,2.0,    372.8,2.0,    71.10,2.0,    20.38,2.0,     1.61,2.0,    72.95,2.0,   25.378,2.0,    0.000,2.0
80,  09AR20120105,  I09S,4.0,1.0,16.0,16.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,     69.3,  -1.7127,  34.3366,2.0,  34.7665,4.0,    327.4,2.0,    327.0,2.0,    73.80,2.0,    28.17,2.0,     2.02,2.0,    94.45,2.0,    2.415,2.0,    0.000,2.0
81,  09AR20120105,  I09S,4.0,1.0,15.0,15.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    100.6,  -1.7620,  34.3863,2.0,-999.0000,9.0,    308.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.61,2.0,    0.017,2.0,    0.000,2.0
82,  09AR20120105,  I09S,4.0,1.0,14.0,14.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    100.5,  -1.7620,  34.3862,2.0,  34.3851,2.0,    308.7,2.0,    307.4,2.0,    75.20,2.0,    30.26,2.0,     2.09,2.0,    96.60,2.0,    0.035,2.0,    0.000,2.0
83,  09AR20120105,  I09S,4.0,1.0,13.0,13.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    150.0,  -1.7535,  34.4023,2.0,  34.4022,2.0,    305.8,2.0,    304.8,2.0,    75.10,2.0,    30.38,2.0,     2.08,2.0,    96.59,2.0,   -0.148,2.0,    0.000,2.0
84,  09AR20120105,  I09S,4.0,1.0,12.0,12.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    200.3,  -1.7577,  34.4147,2.0,-999.0000,9.0,    303.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.58,2.0,   -0.149,2.0,    0.000,2.0
85,  09AR20120105,  I09S,4.0,1.0,11.0,11.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    200.3,  -1.7579,  34.4149,2.0,-999.0000,9.0,    303.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.58,2.0,   -0.155,2.0,    0.000,2.0
86,  09AR20120105,  I09S,4.0,1.0,10.0,10.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    200.3,  -1.7580,  34.4149,2.0,-999.0000,9.0,    303.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.58,2.0,   -0.148,2.0,    0.000,2.0
87,  09AR20120105,  I09S,4.0,1.0,9.0,9.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    200.3,  -1.7589,  34.4149,2.0,  34.4154,2.0,    303.1,2.0,    302.7,2.0,    75.70,2.0,    30.46,2.0,     2.08,2.0,    96.58,2.0,   -0.149,2.0,    0.000,2.0
88,  09AR20120105,  I09S,4.0,1.0,8.0,8.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    302.1,  -1.7391,  34.4459,2.0,  34.4501,2.0,    299.3,2.0,    299.6,2.0,    76.40,2.0,    30.57,2.0,     2.10,2.0,    96.57,2.0,   -0.166,2.0,    0.000,2.0
89,  09AR20120105,  I09S,4.0,1.0,7.0,7.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    450.1,  -1.8881,  34.4988,2.0,-999.0000,9.0,    308.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.56,2.0,   -0.179,2.0,    0.000,2.0
90,  09AR20120105,  I09S,4.0,1.0,6.0,6.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    450.1,  -1.8881,  34.4990,2.0,-999.0000,9.0,    308.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.56,2.0,   -0.170,2.0,    0.000,2.0
91,  09AR20120105,  I09S,4.0,1.0,5.0,5.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    450.2,  -1.8883,  34.4990,2.0,-999.0000,9.0,    308.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.56,2.0,   -0.174,2.0,    0.000,2.0
92,  09AR20120105,  I09S,4.0,1.0,4.0,4.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    450.4,  -1.8883,  34.4989,2.0,  34.4984,2.0,    308.5,2.0,    306.6,2.0,    76.30,2.0,    30.57,2.0,     2.10,2.0,    96.56,2.0,   -0.173,2.0,    0.000,2.0
93,  09AR20120105,  I09S,4.0,1.0,3.0,3.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    600.5,  -1.9081,  34.5452,2.0,  34.5463,2.0,    311.4,2.0,    311.2,2.0,    75.70,2.0,    30.43,2.0,     2.09,2.0,    96.57,2.0,   -0.165,2.0,    0.000,2.0
94,  09AR20120105,  I09S,4.0,1.0,2.0,2.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    749.8,  -1.8884,  34.5622,2.0,  34.5622,2.0,    312.8,2.0,    313.2,2.0,    75.40,2.0,    30.35,2.0,     2.08,2.0,    96.57,2.0,   -0.182,2.0,    0.000,2.0
95,  09AR20120105,  I09S,4.0,1.0,1.0,1.0,2.0,20120111.0,310.0,-67.1453,145.56,  899,    906.0,  -1.8852,  34.5791,2.0,  34.5815,2.0,    312.3,2.0,    313.3,2.0,    76.60,2.0,    30.43,2.0,     2.09,2.0,    96.65,2.0,   -0.182,2.0,    0.000,2.0
96,  09AR20120105,  I09S,5.0,1.0,24.0,24.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,      5.4,  -0.8857,  33.9297,2.0,  33.9298,2.0,    408.6,2.0,    407.2,2.0,    67.70,2.0,    13.46,2.0,     1.19,2.0,    63.89,2.0,   27.957,2.0,   35.550,2.0
97,  09AR20120105,  I09S,5.0,1.0,23.0,23.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,      5.4,  -0.8861,  33.9298,2.0,-999.0000,9.0,    408.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    64.53,2.0,   31.382,2.0,   36.570,2.0
98,  09AR20120105,  I09S,5.0,1.0,22.0,22.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,      5.4,  -0.8870,  33.9298,2.0,-999.0000,9.0,    408.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    64.11,2.0,   29.140,2.0,   36.660,2.0
99,  09AR20120105,  I09S,5.0,1.0,21.0,21.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,      5.4,  -0.8836,  33.9296,2.0,-999.0000,9.0,    408.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    63.93,2.0,   30.325,2.0,   36.740,2.0
100,  09AR20120105,  I09S,5.0,1.0,20.0,20.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,     26.1,  -0.9506,  33.9343,2.0,  33.9339,2.0,    403.7,2.0,    405.3,2.0,    67.30,2.0,    13.64,2.0,     1.18,2.0,    64.84,2.0,   33.981,2.0,    0.052,2.0
101,  09AR20120105,  I09S,5.0,1.0,19.0,19.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,     50.9,  -1.0292,  33.9791,2.0,  34.0181,2.0,    384.8,2.0,    391.5,2.0,    69.40,2.0,    16.37,2.0,     1.36,2.0,    66.65,2.0,   33.141,2.0,    0.000,2.0
102,  09AR20120105,  I09S,5.0,1.0,18.0,18.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,     60.9,  -1.4005,  34.1840,2.0,  34.1955,2.0,    359.0,2.0,    351.3,2.0,    71.90,2.0,    23.26,2.0,     1.76,2.0,    77.02,2.0,   17.939,2.0,    0.000,2.0
103,  09AR20120105,  I09S,5.0,1.0,17.0,17.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,     75.3,  -1.6784,  34.3439,2.0,  34.3511,2.0,    321.6,2.0,    318.9,2.0,    74.30,2.0,    28.91,2.0,     2.01,2.0,    90.33,2.0,    7.051,2.0,    0.000,2.0
104,  09AR20120105,  I09S,5.0,1.0,16.0,16.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    101.0,  -1.7565,  34.3869,2.0,  34.3927,4.0,    307.0,2.0,    307.1,2.0,    75.20,2.0,    30.23,2.0,     2.05,2.0,    96.58,2.0,    0.144,2.0,    0.000,2.0
105,  09AR20120105,  I09S,5.0,1.0,15.0,15.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    125.8,  -1.7523,  34.3966,2.0,  34.3988,2.0,    305.5,2.0,    303.9,2.0,    75.40,2.0,    30.34,2.0,     2.05,2.0,    96.57,2.0,   -0.107,2.0,    0.000,2.0
106,  09AR20120105,  I09S,5.0,1.0,14.0,14.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    201.5,  -1.7570,  34.4126,2.0,  34.4145,2.0,    301.8,2.0,    302.8,2.0,    75.40,2.0,    30.38,2.0,     2.06,2.0,    96.56,2.0,   -0.096,2.0,    0.000,2.0
107,  09AR20120105,  I09S,5.0,1.0,13.0,13.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    350.6,  -1.7920,  34.4523,2.0,  34.4531,2.0,    300.7,2.0,    301.3,2.0,    76.50,2.0,    30.49,2.0,     2.08,2.0,    96.55,2.0,   -0.170,2.0,    0.000,2.0
108,  09AR20120105,  I09S,5.0,1.0,12.0,12.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    498.4,  -1.9310,  34.5038,2.0,-999.0000,9.0,    307.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.55,2.0,   -0.176,2.0,    0.000,2.0
109,  09AR20120105,  I09S,5.0,1.0,11.0,11.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    498.8,  -1.9310,  34.5038,2.0,-999.0000,9.0,    307.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.56,2.0,   -0.159,2.0,    0.000,2.0
110,  09AR20120105,  I09S,5.0,1.0,10.0,10.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    499.0,  -1.9303,  34.5046,2.0,-999.0000,9.0,    307.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.56,2.0,   -0.181,2.0,    0.000,2.0
111,  09AR20120105,  I09S,5.0,1.0,9.0,9.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    499.4,  -1.9306,  34.5047,2.0,  34.5071,2.0,    307.7,2.0,    309.2,2.0,    75.70,2.0,    30.41,2.0,     2.06,2.0,    96.56,2.0,   -0.155,2.0,    0.000,2.0
112,  09AR20120105,  I09S,5.0,1.0,8.0,8.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    655.6,  -1.8952,  34.5429,2.0,  34.5429,2.0,    308.8,2.0,   -999.0,9.0,    75.70,2.0,    30.35,2.0,     2.08,2.0,    96.57,2.0,   -0.171,2.0,    0.000,2.0
113,  09AR20120105,  I09S,5.0,1.0,7.0,7.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    799.9,  -1.8822,  34.5565,2.0,-999.0000,9.0,    311.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.57,2.0,   -0.180,2.0,    0.000,2.0
114,  09AR20120105,  I09S,5.0,1.0,6.0,6.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    800.1,  -1.8821,  34.5564,2.0,-999.0000,9.0,    311.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.57,2.0,   -0.177,2.0,    0.000,2.0
115,  09AR20120105,  I09S,5.0,1.0,5.0,5.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    800.2,  -1.8822,  34.5564,2.0,-999.0000,9.0,    311.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.58,2.0,   -0.177,2.0,    0.000,2.0
116,  09AR20120105,  I09S,5.0,1.0,4.0,4.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    800.5,  -1.8822,  34.5565,2.0,  34.5553,2.0,    311.0,2.0,    312.7,2.0,    75.50,2.0,    30.33,2.0,     2.07,2.0,    96.58,2.0,   -0.177,2.0,    0.000,2.0
117,  09AR20120105,  I09S,5.0,1.0,3.0,3.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,    996.9,  -1.8785,  34.5642,2.0,  34.5641,2.0,    312.5,2.0,    312.9,2.0,    75.50,2.0,    30.35,2.0,     2.07,2.0,    96.59,2.0,   -0.182,2.0,    0.000,2.0
118,  09AR20120105,  I09S,5.0,1.0,2.0,2.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,   1200.7,  -1.8793,  34.5789,2.0,  34.5781,2.0,    313.2,2.0,    312.9,2.0,    76.20,2.0,    30.38,2.0,     2.07,2.0,    96.60,2.0,   -0.184,2.0,    0.000,2.0
119,  09AR20120105,  I09S,5.0,1.0,1.0,1.0,2.0,20120111.0,617.0,-67.0493,145.178, 1319,   1333.1,  -1.8792,  34.5892,2.0,  34.5877,2.0,    312.7,2.0,    311.7,2.0,    76.90,2.0,    30.45,2.0,     2.08,2.0,    96.65,2.0,   -0.182,2.0,    0.000,2.0
120,  09AR20120105,  I09S,6.0,1.0,24.0,24.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,      5.0,  -0.9689,  33.9959,2.0,  33.9998,2.0,    393.9,2.0,    393.3,2.0,    66.60,2.0,    16.41,2.0,     1.33,2.0,    72.03,2.0,   23.171,2.0,   12.140,2.0
121,  09AR20120105,  I09S,6.0,1.0,23.0,23.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,      4.9,  -0.9711,  33.9963,2.0,-999.0000,9.0,    393.9,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    72.04,2.0,   24.117,2.0,   12.300,2.0
122,  09AR20120105,  I09S,6.0,1.0,22.0,22.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,      4.9,  -0.9727,  33.9973,2.0,-999.0000,9.0,    393.9,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    72.59,2.0,   20.492,2.0,   12.450,2.0
123,  09AR20120105,  I09S,6.0,1.0,21.0,21.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,      4.9,  -0.9723,  33.9977,2.0,-999.0000,9.0,    393.9,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    72.19,2.0,   22.641,2.0,   12.450,2.0
124,  09AR20120105,  I09S,6.0,1.0,20.0,20.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,     24.6,  -1.0176,  34.0146,2.0,  34.0268,2.0,    388.3,2.0,    389.4,2.0,    67.40,2.0,    17.06,2.0,     1.38,2.0,    72.89,2.0,   27.698,2.0,    0.039,2.0
125,  09AR20120105,  I09S,6.0,1.0,19.0,19.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,     39.8,  -1.1148,  34.0358,2.0,  34.0841,2.0,    384.2,2.0,    377.2,2.0,    68.70,2.0,    19.11,2.0,     1.49,2.0,    74.72,2.0,   26.514,2.0,    0.000,2.0
126,  09AR20120105,  I09S,6.0,1.0,18.0,18.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,     60.2,  -1.3541,  34.1721,2.0,-999.0000,9.0,    379.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    81.28,2.0,   18.372,2.0,    0.000,2.0
127,  09AR20120105,  I09S,6.0,1.0,17.0,17.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,     60.2,  -1.3423,  34.1669,2.0,  34.1868,2.0,    379.4,2.0,    351.7,2.0,    70.70,2.0,    22.44,2.0,     1.69,2.0,    80.48,2.0,   19.515,2.0,    0.000,2.0
128,  09AR20120105,  I09S,6.0,1.0,16.0,16.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,     75.4,  -1.5981,  34.3067,2.0,  34.3194,2.0,    354.7,2.0,    327.0,2.0,    73.30,2.0,    27.68,2.0,     1.96,2.0,    88.12,2.0,    9.320,2.0,    0.000,2.0
129,  09AR20120105,  I09S,6.0,1.0,15.0,15.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,     99.4,  -1.7509,  34.3791,2.0,  34.3834,2.0,    317.0,2.0,    312.5,2.0,    74.40,2.0,    29.71,2.0,     2.04,2.0,    96.59,2.0,    0.872,2.0,    0.000,2.0
130,  09AR20120105,  I09S,6.0,1.0,14.0,14.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    124.9,  -1.7607,  34.3909,2.0,  34.3902,2.0,    309.2,2.0,    309.6,2.0,    74.90,2.0,    29.99,2.0,     2.05,2.0,    96.57,2.0,    0.452,2.0,    0.000,2.0
131,  09AR20120105,  I09S,6.0,1.0,13.0,13.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    200.8,  -1.7785,  34.4128,2.0,  34.4130,2.0,    305.2,2.0,    305.4,2.0,    75.20,2.0,    30.29,2.0,     2.06,2.0,    96.55,2.0,   -0.123,2.0,    0.000,2.0
132,  09AR20120105,  I09S,6.0,1.0,12.0,12.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    349.7,  -1.8466,  34.4528,2.0,-999.0000,9.0,    302.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.54,2.0,   -0.170,2.0,    0.000,2.0
133,  09AR20120105,  I09S,6.0,1.0,11.0,11.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    349.7,  -1.8525,  34.4521,2.0,-999.0000,9.0,    302.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.55,2.0,   -0.168,2.0,    0.000,2.0
134,  09AR20120105,  I09S,6.0,1.0,10.0,10.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    349.7,  -1.8523,  34.4520,2.0,-999.0000,9.0,    302.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.54,2.0,   -0.171,2.0,    0.000,2.0
135,  09AR20120105,  I09S,6.0,1.0,9.0,9.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    349.9,  -1.8474,  34.4523,2.0,  34.4511,2.0,    302.7,2.0,    304.4,2.0,    76.00,2.0,    30.41,2.0,     2.07,2.0,    96.54,2.0,   -0.172,2.0,    0.000,2.0
136,  09AR20120105,  I09S,6.0,1.0,8.0,8.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    450.4,  -1.9942,  34.4812,2.0,  34.4813,2.0,    308.2,2.0,    310.2,2.0,    75.80,2.0,    30.42,2.0,     2.07,2.0,    96.54,2.0,   -0.176,2.0,    0.000,2.0
137,  09AR20120105,  I09S,6.0,1.0,7.0,7.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    599.6,  -2.0099,  34.4999,2.0,-999.0000,9.0,    309.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.54,2.0,   -0.183,2.0,    0.000,2.0
138,  09AR20120105,  I09S,6.0,1.0,6.0,6.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    599.6,  -2.0103,  34.5000,2.0,-999.0000,9.0,    309.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.54,2.0,   -0.183,2.0,    0.000,2.0
139,  09AR20120105,  I09S,6.0,1.0,5.0,5.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    599.6,  -2.0104,  34.5001,2.0,-999.0000,9.0,    309.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.54,2.0,   -0.178,2.0,    0.000,2.0
140,  09AR20120105,  I09S,6.0,1.0,4.0,4.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    599.7,  -2.0106,  34.5001,2.0,  34.4996,2.0,    309.6,2.0,    311.4,2.0,    76.00,2.0,    30.42,2.0,     2.07,2.0,    96.54,2.0,   -0.185,2.0,    0.000,2.0
141,  09AR20120105,  I09S,6.0,1.0,3.0,3.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    751.7,  -1.9381,  34.5351,2.0,  34.5355,2.0,    311.4,2.0,    311.0,2.0,    75.80,2.0,    30.38,2.0,     2.08,2.0,    96.56,2.0,   -0.179,2.0,    0.000,2.0
142,  09AR20120105,  I09S,6.0,1.0,2.0,2.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,    901.7,  -1.8994,  34.5591,2.0,  34.5587,2.0,    313.8,2.0,    312.5,2.0,    75.80,2.0,    30.35,2.0,     2.07,2.0,    96.57,2.0,   -0.183,2.0,    0.000,2.0
143,  09AR20120105,  I09S,6.0,1.0,1.0,1.0,2.0,20120111.0,907.0,-66.9023,144.744, 1014,   1023.2,  -1.8854,  34.5801,2.0,  34.5795,2.0,    315.4,3.0,   -999.0,9.0,    76.40,2.0,    30.38,2.0,     2.09,2.0,    96.64,2.0,   -0.182,2.0,    0.000,2.0
144,  09AR20120105,  I09S,7.0,1.0,24.0,24.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,      5.4,  -1.1083,  33.9975,2.0,  34.0028,2.0,    386.8,2.0,    389.8,2.0,    68.80,2.0,    17.58,2.0,     1.39,2.0,    74.34,2.0,   21.442,2.0,    1.057,2.0
145,  09AR20120105,  I09S,7.0,1.0,23.0,23.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,      5.3,  -1.1078,  33.9998,2.0,-999.0000,9.0,    386.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    75.13,2.0,   21.791,2.0,    1.070,2.0
146,  09AR20120105,  I09S,7.0,1.0,22.0,22.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,      5.4,  -1.1080,  33.9986,2.0,-999.0000,9.0,    386.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    75.38,2.0,   21.659,2.0,    1.070,2.0
147,  09AR20120105,  I09S,7.0,1.0,21.0,21.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,      5.3,  -1.1094,  33.9975,2.0,  33.9985,2.0,    386.8,2.0,    390.7,2.0,    68.40,2.0,    17.27,2.0,     1.38,2.0,    74.72,2.0,   22.403,2.0,    1.071,2.0
148,  09AR20120105,  I09S,7.0,1.0,20.0,20.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,     25.2,  -1.0646,  34.0312,2.0,  34.0524,2.0,    386.4,2.0,    384.6,2.0,    67.30,2.0,    19.20,2.0,     1.47,2.0,    74.87,2.0,   23.080,2.0,    0.000,2.0
149,  09AR20120105,  I09S,7.0,1.0,19.0,19.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,     51.4,  -1.2314,  34.1066,2.0,  34.1373,2.0,    371.5,2.0,    365.6,2.0,    67.80,2.0,    20.84,2.0,     1.58,2.0,    75.98,2.0,   22.514,2.0,    0.000,2.0
150,  09AR20120105,  I09S,7.0,1.0,18.0,18.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,     75.0,  -1.5270,  34.2952,2.0,-999.0000,9.0,    342.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    91.31,2.0,    4.751,2.0,    0.000,2.0
151,  09AR20120105,  I09S,7.0,1.0,17.0,17.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,     75.1,  -1.5285,  34.2955,2.0,-999.0000,9.0,    340.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    91.46,2.0,    5.550,2.0,    0.000,2.0
152,  09AR20120105,  I09S,7.0,1.0,16.0,16.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,     75.1,  -1.5308,  34.2963,2.0,  34.3114,2.0,    340.6,2.0,    338.3,2.0,    71.60,2.0,    26.19,2.0,     1.92,2.0,    92.06,2.0,    5.228,2.0,    0.000,2.0
153,  09AR20120105,  I09S,7.0,1.0,15.0,15.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,    100.5,  -1.6980,  34.3406,2.0,  34.3501,2.0,    326.7,2.0,    327.7,2.0,    72.10,2.0,    27.77,2.0,     1.98,2.0,    95.31,2.0,    3.439,2.0,    0.000,2.0
154,  09AR20120105,  I09S,7.0,1.0,14.0,14.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,    125.2,  -1.7380,  34.3760,2.0,  34.3782,2.0,    319.2,2.0,    317.8,2.0,    72.60,2.0,    29.08,2.0,     2.03,2.0,    96.54,2.0,    1.327,2.0,    0.000,2.0
155,  09AR20120105,  I09S,7.0,1.0,13.0,13.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,    250.2,  -1.7967,  34.4182,2.0,  34.4172,2.0,    305.9,2.0,    306.7,2.0,    74.40,2.0,    30.25,2.0,     2.06,2.0,    96.55,2.0,   -0.139,2.0,    0.000,2.0
156,  09AR20120105,  I09S,7.0,1.0,12.0,12.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,    349.1,  -1.8678,  34.4450,2.0,-999.0000,9.0,    305.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.54,2.0,   -0.158,2.0,    0.000,2.0
157,  09AR20120105,  I09S,7.0,1.0,11.0,11.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,    348.2,  -1.8672,  34.4451,2.0,-999.0000,9.0,    305.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.54,2.0,   -0.161,2.0,    0.000,2.0
158,  09AR20120105,  I09S,7.0,1.0,10.0,10.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,    347.7,  -1.8697,  34.4451,2.0,-999.0000,9.0,    305.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    96.54,2.0,   -0.150,2.0,    0.000,2.0
159,  09AR20120105,  I09S,7.0,1.0,9.0,9.0,2.0,20120111.0,1146.0,-66.7652,144.317,  927,    347.9,  -1.8741,  34.4438,2.0,  34.4425,2.0,    305.3,2.0,    308.3,2.0,    74.70,2.0,    30.28,2.0,     2.07,2.0,    96.54,2.0,   -0.156,2.0,    0.000,2.0
