,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,XMISS,XMISS_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W
590,  09AR20120105,  I09S,25.0,1.0,10.0,10.0,2.0,20120123.0,1441.0,-61.8747,113.277, 4187,   1649.7,   1.0437,  34.7209,2.0,  34.7201,2.0,    205.0,2.0,    204.9,2.0,   109.90,2.0,  -999.00,9.0,     2.20,2.0,    97.35,2.0,   -0.182,2.0,    0.000,2.0
591,  09AR20120105,  I09S,25.0,1.0,9.0,9.0,2.0,20120123.0,1441.0,-61.8747,113.277, 4187,   1998.7,   0.7519,  34.7056,2.0,  34.7050,2.0,    208.4,2.0,    209.0,2.0,   118.30,2.0,    32.19,2.0,     2.24,2.0,    97.29,2.0,   -0.182,2.0,    0.000,2.0
592,  09AR20120105,  I09S,25.0,1.0,8.0,8.0,2.0,20120123.0,1441.0,-61.8747,113.277, 4187,   2299.9,   0.5550,  34.6956,2.0,  34.6946,2.0,    212.8,2.0,    212.3,2.0,   123.10,2.0,    32.49,2.0,     2.27,2.0,    97.25,2.0,   -0.180,2.0,    0.000,2.0
593,  09AR20120105,  I09S,25.0,1.0,7.0,7.0,2.0,20120123.0,1441.0,-61.8747,113.277, 4187,   2600.8,   0.3721,  34.6869,2.0,  34.6863,2.0,    217.6,2.0,    216.9,2.0,   126.70,2.0,    32.61,2.0,     2.27,2.0,    97.22,2.0,   -0.178,2.0,    0.000,2.0
594,  09AR20120105,  I09S,25.0,1.0,6.0,6.0,2.0,20120123.0,1441.0,-61.8747,113.277, 4187,   2898.0,   0.2436,  34.6815,2.0,  34.6796,2.0,    221.6,2.0,    221.2,2.0,   129.00,2.0,    32.66,2.0,     2.28,2.0,    97.21,2.0,   -0.179,2.0,    0.000,2.0
595,  09AR20120105,  I09S,25.0,1.0,5.0,5.0,2.0,20120123.0,1441.0,-61.8747,113.277, 4187,   3199.3,   0.1447,  34.6772,2.0,  34.6767,2.0,    224.9,2.0,    224.6,2.0,   130.70,2.0,    32.65,2.0,     2.28,2.0,    97.19,2.0,   -0.175,2.0,    0.000,2.0
596,  09AR20120105,  I09S,25.0,1.0,4.0,4.0,2.0,20120123.0,1441.0,-61.8747,113.277, 4187,   3500.7,   0.0607,  34.6729,2.0,  34.6716,2.0,    228.2,2.0,    227.9,2.0,   131.60,2.0,    32.62,2.0,     2.27,2.0,    97.18,2.0,   -0.180,2.0,    0.000,2.0
597,  09AR20120105,  I09S,25.0,1.0,3.0,3.0,2.0,20120123.0,1441.0,-61.8747,113.277, 4187,   3800.1,  -0.0123,  34.6673,2.0,  34.6655,2.0,    231.5,2.0,    231.5,2.0,   130.50,2.0,    32.54,2.0,     2.26,2.0,    97.16,2.0,   -0.181,2.0,    0.000,2.0
598,  09AR20120105,  I09S,25.0,1.0,2.0,2.0,2.0,20120123.0,1441.0,-61.8747,113.277, 4187,   4149.3,  -0.1031,  34.6580,2.0,  34.6565,2.0,    236.4,2.0,    236.8,2.0,   127.50,2.0,    32.41,2.0,     2.26,2.0,    97.14,2.0,   -0.183,2.0,    0.000,2.0
599,  09AR20120105,  I09S,25.0,1.0,1.0,1.0,2.0,20120123.0,1441.0,-61.8747,113.277, 4187,   4261.2,  -0.1529,  34.6525,2.0,  34.6513,2.0,    238.7,2.0,    238.4,2.0,   130.00,2.0,    32.43,2.0,     2.26,2.0,    97.14,2.0,   -0.181,2.0,    0.000,2.0
600,  09AR20120105,  I09S,26.0,1.0,24.0,24.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.3,   1.9455,  34.6221,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.179,2.0,    0.000,2.0
601,  09AR20120105,  I09S,26.0,1.0,23.0,23.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.3,   1.9453,  34.6220,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.178,2.0,    0.000,2.0
602,  09AR20120105,  I09S,26.0,1.0,22.0,22.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.0,   1.9451,  34.6217,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.175,2.0,    0.000,2.0
603,  09AR20120105,  I09S,26.0,1.0,21.0,21.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.1,   1.9453,  34.6219,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.175,2.0,    0.000,2.0
604,  09AR20120105,  I09S,26.0,1.0,20.0,20.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.6,   1.9456,  34.6221,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.180,2.0,    0.000,2.0
605,  09AR20120105,  I09S,26.0,1.0,19.0,19.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.1,   1.9453,  34.6220,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.172,2.0,    0.000,2.0
606,  09AR20120105,  I09S,26.0,1.0,18.0,18.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.2,   1.9455,  34.6219,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.185,2.0,    0.000,2.0
607,  09AR20120105,  I09S,26.0,1.0,17.0,17.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.4,   1.9455,  34.6220,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.178,2.0,    0.000,2.0
608,  09AR20120105,  I09S,26.0,1.0,16.0,16.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.3,   1.9452,  34.6219,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.174,2.0,    0.000,2.0
609,  09AR20120105,  I09S,26.0,1.0,15.0,15.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.2,   1.9449,  34.6218,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.180,2.0,    0.000,2.0
610,  09AR20120105,  I09S,26.0,1.0,14.0,14.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.4,   1.9449,  34.6219,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.56,2.0,   -0.172,2.0,    0.000,2.0
611,  09AR20120105,  I09S,26.0,1.0,13.0,13.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.3,   1.9446,  34.6216,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.174,2.0,    0.000,2.0
612,  09AR20120105,  I09S,26.0,1.0,12.0,12.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    309.2,   1.9445,  34.6217,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.57,2.0,   -0.179,2.0,    0.000,2.0
613,  09AR20120105,  I09S,26.0,1.0,11.0,11.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    949.8,   1.6359,  34.7402,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.51,2.0,   -0.178,2.0,    0.000,2.0
614,  09AR20120105,  I09S,26.0,1.0,10.0,10.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    949.5,   1.6363,  34.7401,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.52,2.0,   -0.184,2.0,    0.000,2.0
615,  09AR20120105,  I09S,26.0,1.0,9.0,9.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    950.1,   1.6359,  34.7401,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.51,2.0,   -0.179,2.0,    0.000,2.0
616,  09AR20120105,  I09S,26.0,1.0,8.0,8.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    949.8,   1.6360,  34.7401,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.51,2.0,   -0.178,2.0,    0.000,2.0
617,  09AR20120105,  I09S,26.0,1.0,7.0,7.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    949.6,   1.6360,  34.7401,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.51,2.0,   -0.188,2.0,    0.000,2.0
618,  09AR20120105,  I09S,26.0,1.0,6.0,6.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    949.8,   1.6358,  34.7402,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.51,2.0,   -0.178,2.0,    0.000,2.0
619,  09AR20120105,  I09S,26.0,1.0,5.0,5.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    949.8,   1.6358,  34.7402,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.51,2.0,   -0.174,2.0,    0.000,2.0
620,  09AR20120105,  I09S,26.0,1.0,4.0,4.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    949.8,   1.6360,  34.7401,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.51,2.0,   -0.181,2.0,    0.000,2.0
621,  09AR20120105,  I09S,26.0,1.0,3.0,3.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    949.5,   1.6361,  34.7401,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.50,2.0,   -0.185,2.0,    0.000,2.0
622,  09AR20120105,  I09S,26.0,1.0,2.0,2.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    949.8,   1.6360,  34.7401,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.51,2.0,   -0.179,2.0,    0.000,2.0
623,  09AR20120105,  I09S,26.0,1.0,1.0,1.0,2.0,20120124.0,10.0,-61.836,113.49, 4220,    949.4,   1.6358,  34.7401,2.0,-999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    97.51,2.0,   -0.177,2.0,    0.000,2.0
624,  09AR20120105,  I09S,27.0,1.0,24.0,24.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,      3.8,   1.3037,  33.6857,2.0,  33.6885,2.0,    344.0,2.0,    343.1,2.0,    27.70,2.0,    25.30,2.0,     1.65,2.0,    92.91,2.0,    0.288,2.0,  287.700,2.0
625,  09AR20120105,  I09S,27.0,1.0,23.0,23.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,     40.2,   1.1102,  33.6890,2.0,-999.0000,9.0,    344.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    92.68,2.0,    1.851,2.0,   16.060,2.0
626,  09AR20120105,  I09S,27.0,1.0,22.0,22.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,     40.1,   1.1144,  33.6887,2.0,-999.0000,9.0,    344.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    92.67,2.0,    1.834,2.0,   16.280,2.0
627,  09AR20120105,  I09S,27.0,1.0,21.0,21.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,     40.1,   1.1058,  33.6890,2.0,  33.6911,2.0,    344.7,2.0,    345.2,2.0,    29.40,2.0,    25.53,2.0,     1.66,2.0,    92.59,2.0,    1.834,2.0,   14.530,2.0
628,  09AR20120105,  I09S,27.0,1.0,20.0,20.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,     69.7,  -0.8046,  33.9165,2.0,  33.9222,2.0,    346.6,2.0,    352.8,2.0,    35.30,2.0,    27.90,2.0,     1.89,2.0,    94.36,2.0,    2.823,2.0,    1.745,2.0
629,  09AR20120105,  I09S,27.0,1.0,19.0,19.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,     89.7,  -1.2075,  33.9865,2.0,  33.9853,2.0,    341.3,2.0,    341.3,2.0,    42.10,2.0,    29.05,2.0,     1.98,2.0,    96.92,2.0,    1.453,2.0,    0.380,2.0
630,  09AR20120105,  I09S,27.0,1.0,18.0,18.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,    109.9,  -1.1749,  34.0426,2.0,  34.0409,2.0,    330.5,2.0,    327.6,2.0,    47.40,2.0,    29.59,2.0,     2.05,2.0,    97.34,2.0,    0.410,2.0,    0.185,2.0
631,  09AR20120105,  I09S,27.0,1.0,17.0,17.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,    131.1,  -0.0713,  34.1795,2.0,  34.1797,2.0,    278.0,2.0,    278.0,2.0,    55.20,2.0,    32.01,2.0,     2.20,2.0,    97.49,2.0,   -0.050,2.0,    0.001,2.0
632,  09AR20120105,  I09S,27.0,1.0,16.0,16.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,    324.5,   1.9008,  34.6316,2.0,  34.6323,2.0,    180.6,2.0,    180.6,2.0,    81.40,2.0,    33.35,2.0,     2.30,2.0,    97.55,2.0,   -0.175,2.0,    0.000,2.0
633,  09AR20120105,  I09S,27.0,1.0,15.0,15.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,    525.2,   1.8638,  34.7010,2.0,  34.7007,2.0,    185.3,2.0,    186.1,2.0,    85.50,2.0,    32.01,2.0,     2.20,2.0,    97.55,2.0,   -0.178,2.0,    0.000,2.0
634,  09AR20120105,  I09S,27.0,1.0,14.0,14.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,    750.7,   1.7870,  34.7318,2.0,  34.7311,2.0,    191.5,2.0,    192.1,2.0,    88.70,2.0,    31.14,2.0,     2.15,2.0,    97.52,2.0,   -0.181,2.0,    0.000,2.0
635,  09AR20120105,  I09S,27.0,1.0,13.0,13.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,    950.7,   1.6197,  34.7384,2.0,  34.7421,2.0,    196.4,2.0,    196.5,2.0,    93.00,2.0,    30.90,2.0,     2.13,2.0,    97.47,2.0,   -0.186,2.0,    0.000,2.0
636,  09AR20120105,  I09S,27.0,1.0,12.0,12.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   1150.2,   1.4239,  34.7348,2.0,  34.7355,2.0,    199.6,2.0,    200.0,2.0,    97.90,2.0,    31.00,2.0,     2.14,2.0,    97.43,2.0,   -0.177,2.0,    0.000,2.0
637,  09AR20120105,  I09S,27.0,1.0,11.0,11.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   1449.6,   1.2153,  34.7299,2.0,  34.7290,2.0,    203.5,2.0,    203.6,2.0,   105.50,2.0,    31.14,2.0,     2.17,2.0,    97.38,2.0,   -0.182,2.0,    0.000,2.0
638,  09AR20120105,  I09S,27.0,1.0,10.0,10.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   1750.9,   0.9757,  34.7176,2.0,  34.7176,2.0,    206.1,2.0,    206.0,2.0,   112.20,2.0,    31.64,2.0,     2.20,2.0,    97.33,2.0,   -0.179,2.0,    0.000,2.0
639,  09AR20120105,  I09S,27.0,1.0,9.0,9.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   2050.3,   0.7209,  34.7034,2.0,  34.7030,2.0,    209.3,2.0,    209.4,2.0,   118.90,2.0,    32.05,2.0,     2.24,2.0,    97.28,2.0,   -0.177,2.0,    0.000,2.0
640,  09AR20120105,  I09S,27.0,1.0,8.0,8.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   2349.4,   0.5325,  34.6939,2.0,  34.6944,2.0,    212.9,2.0,    213.0,2.0,   123.30,2.0,    32.41,2.0,     2.26,2.0,    97.24,2.0,   -0.182,2.0,    0.000,2.0
641,  09AR20120105,  I09S,27.0,1.0,7.0,7.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   2651.0,   0.3626,  34.6864,2.0,  34.6867,2.0,    217.4,2.0,    217.9,2.0,   127.30,2.0,    32.41,2.0,     2.27,2.0,    97.22,2.0,   -0.183,2.0,    0.000,2.0
642,  09AR20120105,  I09S,27.0,1.0,6.0,6.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   2950.3,   0.2285,  34.6807,2.0,  34.6795,2.0,    221.6,2.0,    222.2,2.0,   129.10,2.0,    32.48,2.0,     2.27,2.0,    97.20,2.0,   -0.183,2.0,    0.000,2.0
643,  09AR20120105,  I09S,27.0,1.0,5.0,5.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   3251.3,   0.1363,  34.6765,2.0,  34.6757,2.0,    225.1,2.0,    225.2,2.0,   130.40,2.0,    32.36,2.0,     2.26,2.0,    97.19,2.0,   -0.177,2.0,    0.000,2.0
644,  09AR20120105,  I09S,27.0,1.0,4.0,4.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   3550.8,   0.0589,  34.6727,2.0,  34.6730,2.0,    228.4,2.0,    229.4,2.0,   131.70,2.0,    32.42,2.0,     2.27,2.0,    97.18,2.0,   -0.180,2.0,    0.000,2.0
645,  09AR20120105,  I09S,27.0,1.0,3.0,3.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   3847.3,  -0.0009,  34.6688,2.0,  34.6680,2.0,    231.6,2.0,    231.5,2.0,   132.70,2.0,    32.39,2.0,     2.26,2.0,    97.16,2.0,   -0.183,2.0,    0.000,2.0
646,  09AR20120105,  I09S,27.0,1.0,2.0,2.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   4149.8,  -0.0959,  34.6586,2.0,  34.6568,2.0,    236.7,2.0,    236.9,2.0,   127.20,2.0,    32.20,2.0,     2.25,2.0,    97.14,2.0,   -0.185,2.0,    0.000,2.0
647,  09AR20120105,  I09S,27.0,1.0,1.0,1.0,2.0,20120124.0,334.0,-61.6612,114.146, 4278,   4353.6,  -0.1914,  34.6480,2.0,  34.6474,2.0,    241.4,2.0,    241.0,2.0,   125.00,2.0,    32.13,2.0,     2.23,2.0,    97.13,2.0,   -0.180,2.0,    0.000,2.0
648,  09AR20120105,  I09S,28.0,1.0,24.0,24.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,      5.6,   1.1449,  33.6771,2.0,  33.6782,2.0,    343.8,2.0,    344.2,2.0,    25.80,2.0,    25.55,2.0,     1.65,2.0,    93.49,2.0,    2.034,2.0,    0.127,2.0
649,  09AR20120105,  I09S,28.0,1.0,23.0,23.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,     29.3,   1.1170,  33.6785,2.0,-999.0000,9.0,    344.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    94.18,2.0,    2.136,2.0,    0.000,2.0
650,  09AR20120105,  I09S,28.0,1.0,22.0,22.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,     29.3,   1.1211,  33.6783,2.0,-999.0000,9.0,    344.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    94.32,2.0,    2.137,2.0,    0.000,2.0
651,  09AR20120105,  I09S,28.0,1.0,21.0,21.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,     29.3,   1.1270,  33.6780,2.0,  33.6772,2.0,    344.0,2.0,    344.1,2.0,    25.80,2.0,    25.56,2.0,     1.64,2.0,    94.29,2.0,    2.127,2.0,    0.000,2.0
652,  09AR20120105,  I09S,28.0,1.0,20.0,20.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,     50.5,   0.8519,  33.6933,2.0,  33.6946,2.0,    345.0,2.0,    343.3,2.0,    26.10,2.0,    25.70,2.0,     1.75,2.0,    95.77,2.0,    1.560,2.0,    0.000,2.0
653,  09AR20120105,  I09S,28.0,1.0,19.0,19.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,     74.6,  -1.1255,  33.8993,2.0,  33.8925,2.0,    350.1,2.0,    349.5,2.0,    34.60,2.0,    28.35,2.0,     1.97,2.0,    96.90,2.0,    1.687,2.0,    0.000,2.0
654,  09AR20120105,  I09S,28.0,1.0,18.0,18.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,    115.2,  -1.0571,  34.0015,2.0,  34.0041,2.0,    327.2,2.0,    327.8,2.0,    42.90,2.0,    30.21,2.0,     2.06,2.0,    97.76,2.0,    0.035,2.0,    0.000,2.0
655,  09AR20120105,  I09S,28.0,1.0,17.0,17.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,    180.6,   1.6734,  34.4800,2.0,  34.4783,2.0,    192.3,2.0,    190.1,2.0,    72.90,2.0,    34.71,2.0,     2.38,2.0,    97.64,2.0,   -0.172,2.0,    0.000,2.0
656,  09AR20120105,  I09S,28.0,1.0,16.0,16.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,    299.5,   1.9620,  34.6133,2.0,  34.6130,2.0,    176.8,2.0,    177.0,2.0,    80.30,2.0,    33.96,2.0,     2.32,2.0,    97.57,2.0,   -0.178,2.0,    0.000,2.0
657,  09AR20120105,  I09S,28.0,1.0,15.0,15.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,    449.8,   1.9480,  34.6783,2.0,  34.6777,2.0,    180.0,2.0,    180.7,2.0,    83.20,2.0,    32.76,2.0,     2.24,2.0,    97.56,2.0,   -0.174,2.0,    0.000,2.0
658,  09AR20120105,  I09S,28.0,1.0,14.0,14.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,    750.0,   1.8293,  34.7292,2.0,  34.7296,2.0,    188.6,2.0,    189.5,2.0,    87.80,2.0,    31.39,2.0,     2.15,2.0,    97.52,2.0,   -0.176,2.0,    0.000,2.0
659,  09AR20120105,  I09S,28.0,1.0,13.0,13.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   1050.1,   1.6107,  34.7401,2.0,  34.7404,2.0,    196.1,2.0,    196.0,2.0,    93.60,2.0,    30.96,2.0,     2.12,2.0,    97.48,2.0,   -0.178,2.0,    0.000,2.0
660,  09AR20120105,  I09S,28.0,1.0,12.0,12.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   1351.6,   1.3633,  34.7356,2.0,  34.7359,2.0,    200.3,2.0,    200.7,2.0,   100.90,2.0,    31.10,2.0,     2.14,2.0,    97.41,2.0,   -0.187,2.0,    0.000,2.0
661,  09AR20120105,  I09S,28.0,1.0,11.0,11.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   1680.0,   1.0866,  34.7228,2.0,  34.7225,2.0,    204.1,2.0,    203.9,2.0,   108.80,2.0,    31.53,2.0,     2.17,2.0,    97.36,2.0,   -0.184,2.0,    0.000,2.0
662,  09AR20120105,  I09S,28.0,1.0,10.0,10.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   2000.5,   0.8366,  34.7099,2.0,  34.7095,2.0,    207.1,2.0,    207.4,2.0,   116.50,2.0,    31.95,2.0,     2.20,2.0,    97.30,2.0,   -0.182,2.0,    0.000,2.0
663,  09AR20120105,  I09S,28.0,1.0,9.0,9.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   2300.5,   0.6202,  34.6983,2.0,  34.6977,2.0,    210.3,2.0,    211.0,2.0,   121.40,2.0,    32.14,2.0,     2.25,2.0,    97.26,2.0,   -0.178,2.0,    0.000,2.0
664,  09AR20120105,  I09S,28.0,1.0,8.0,8.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   2581.0,   0.4528,  34.6898,2.0,  34.6887,2.0,    214.2,2.0,   -999.0,9.0,   125.00,2.0,    32.53,2.0,     2.25,2.0,    97.24,2.0,   -0.179,2.0,    0.000,2.0
665,  09AR20120105,  I09S,28.0,1.0,7.0,7.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   2840.7,   0.3333,  34.6851,2.0,  34.6847,2.0,    217.8,2.0,    218.2,2.0,   127.90,2.0,    32.66,2.0,     2.26,2.0,    97.22,2.0,   -0.177,2.0,    0.000,2.0
666,  09AR20120105,  I09S,28.0,1.0,6.0,6.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   3150.7,   0.2115,  34.6800,2.0,  34.6787,2.0,    221.6,2.0,    221.8,2.0,   130.30,2.0,    32.86,2.0,  -999.00,9.0,    97.20,2.0,   -0.182,2.0,    0.000,2.0
667,  09AR20120105,  I09S,28.0,1.0,5.0,5.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   3476.2,   0.1177,  34.6754,2.0,  34.6743,2.0,    225.1,2.0,    225.5,2.0,   131.60,2.0,    32.76,2.0,     2.25,2.0,    97.19,2.0,   -0.179,2.0,    0.000,2.0
668,  09AR20120105,  I09S,28.0,1.0,4.0,4.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   3847.2,   0.0202,  34.6698,2.0,  34.6684,2.0,    229.4,2.0,    229.8,2.0,   133.40,2.0,  -999.00,9.0,     2.25,2.0,    97.16,2.0,   -0.181,2.0,    0.000,2.0
669,  09AR20120105,  I09S,28.0,1.0,3.0,3.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   4174.4,  -0.0833,  34.6593,2.0,  34.6586,2.0,    235.2,2.0,    235.6,2.0,   126.00,2.0,    32.35,2.0,     2.24,2.0,    97.13,2.0,   -0.178,2.0,    0.000,2.0
670,  09AR20120105,  I09S,28.0,1.0,2.0,2.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   4362.1,  -0.1984,  34.6474,2.0,  34.6459,2.0,    240.2,2.0,    240.6,2.0,   127.20,2.0,    32.24,2.0,     2.23,2.0,    97.11,2.0,   -0.186,2.0,    0.000,2.0
671,  09AR20120105,  I09S,28.0,1.0,1.0,1.0,2.0,20120124.0,1101.0,-61.5078,115.008, 4330,   4406.7,  -0.1938,  34.6472,2.0,  34.6460,2.0,    240.3,2.0,    240.7,2.0,   127.00,2.0,    32.27,2.0,     2.22,2.0,    97.12,2.0,   -0.180,2.0,    0.000,2.0
