,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NO2+NO3,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA,NO2+NO3_FLAG_W
1765,09AR20011029, SR03,82.0,1.0,10.0,310.0,2.0,20011124.0,607.0,-62.8387,139.8595, 3162,  -999.00,   1400.7,   0.9770,  34.7180,2.0,  34.7170,2.0,    210.3,2.0,    209.2,2.0,   110.40,2.0,    31.63,2.0,    31.63,     2.06,2.0,    0.231,2.0,    0.119,2.0,    0.020,2.0,   2255.4,2.0,   2354.7,2.0,   0.8990,2.0
1766,09AR20011029, SR03,82.0,1.0,9.0,709.0,4.0,20011124.0,607.0,-62.8387,139.8595, 3162,  -999.00,   1601.5,   0.8170,  34.7100,2.0,  34.6990,4.0,    211.0,2.0,    215.8,4.0,   120.20,4.0,    32.25,4.0,    32.25,     2.11,4.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2258.6,2.0,   2355.8,2.0,   0.7280,4.0
1767,09AR20011029, SR03,82.0,1.0,8.0,8.0,2.0,20011124.0,607.0,-62.8387,139.8595, 3162,  -999.00,   1800.6,   0.6620,  34.7030,2.0,  34.7040,2.0,    214.0,2.0,    212.9,2.0,   120.70,2.0,    32.23,2.0,    32.23,     2.11,2.0,    0.197,2.0,    0.095,2.0,    0.010,2.0,   2259.8,2.0,   2356.6,2.0,   0.5610,2.0
1768,09AR20011029, SR03,82.0,1.0,7.0,7.0,2.0,20011124.0,607.0,-62.8387,139.8595, 3162,  -999.00,   2000.6,   0.4940,  34.6940,2.0,  34.6940,2.0,    217.4,2.0,    216.3,2.0,   123.40,2.0,    32.42,2.0,    32.42,     2.12,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2259.3,2.0,   2354.8,2.0,   0.3810,2.0
1769,09AR20011029, SR03,82.0,1.0,6.0,6.0,2.0,20011124.0,607.0,-62.8387,139.8595, 3162,  -999.00,   2200.3,   0.3520,  34.6880,2.0,  34.6900,2.0,    220.4,2.0,    219.8,2.0,   126.00,2.0,    32.45,2.0,    32.45,     2.14,2.0,    0.351,2.0,    0.174,2.0,    0.020,2.0,   2260.0,2.0,   2354.4,2.0,   0.2260,2.0
1770,09AR20011029, SR03,82.0,1.0,5.0,5.0,2.0,20011124.0,607.0,-62.8387,139.8595, 3162,  -999.00,   2400.5,   0.2290,  34.6840,2.0,  34.6850,2.0,    223.8,2.0,    223.4,2.0,   129.00,2.0,    32.53,2.0,    32.53,     2.14,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2260.3,2.0,   2354.9,2.0,   0.0900,2.0
1771,09AR20011029, SR03,82.0,1.0,4.0,4.0,2.0,20011124.0,607.0,-62.8387,139.8595, 3162,  -999.00,   2600.5,   0.1300,  34.6810,2.0,  34.6820,2.0,    227.1,2.0,    226.6,2.0,   130.80,2.0,    32.54,2.0,    32.54,     2.13,2.0,    0.506,2.0,    0.244,2.0,    0.030,2.0,   2259.6,2.0,   2354.0,2.0,  -0.0230,2.0
1772,09AR20011029, SR03,82.0,1.0,3.0,3.0,2.0,20011124.0,607.0,-62.8387,139.8595, 3162,  -999.00,   2900.5,  -0.0320,  34.6740,2.0,  34.6750,2.0,    234.5,2.0,    233.3,2.0,   126.90,2.0,    32.45,2.0,    32.45,     2.12,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2257.7,2.0,   2353.6,2.0,  -0.2060,2.0
1773,09AR20011029, SR03,82.0,1.0,2.0,2.0,2.0,20011124.0,607.0,-62.8387,139.8595, 3162,  -999.00,   3099.8,  -0.1520,  34.6640,2.0,  34.6680,2.0,    236.7,2.0,    238.5,2.0,   122.50,2.0,    32.43,2.0,    32.43,     2.12,2.0,    1.440,2.0,    0.699,2.0,    0.110,2.0,   2253.9,2.0,   2351.5,6.0,  -0.3400,2.0
1774,09AR20011029, SR03,82.0,1.0,1.0,1.0,2.0,20011124.0,607.0,-62.8387,139.8595, 3162,  -999.00,   3241.1,  -0.3410,  34.6490,2.0,  34.6530,2.0,    244.2,2.0,    247.4,2.0,   114.00,2.0,    32.05,2.0,    32.05,     2.10,2.0,    2.138,2.0,    1.058,2.0,    0.170,2.0,   2252.0,6.0,   2350.6,2.0,  -0.5370,2.0
1775,09AR20011029, SR03,83.0,1.0,24.0,24.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,     10.6,  -1.6140,  33.9030,2.0,  33.9030,2.0,    453.2,3.0,    361.0,2.0,    42.10,2.0,    27.78,2.0,    27.78,     1.72,2.0,    6.548,2.0,    3.370,2.0,    0.600,2.0,   2122.4,3.0,   2289.4,2.0,  -1.6150,2.0
1776,09AR20011029, SR03,83.0,1.0,23.0,23.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,     49.5,  -1.5850,  34.0490,2.0,  34.0500,2.0,    346.3,2.0,    345.8,2.0,    48.10,2.0,    28.94,2.0,    28.94,     1.84,2.0,    5.978,6.0,    3.070,6.0,    0.560,6.0,   2076.9,4.0,   2298.1,6.0,  -1.5860,2.0
1777,09AR20011029, SR03,83.0,1.0,22.0,22.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,     99.4,   1.3450,  34.5310,2.0,  34.5320,2.0,    211.6,2.0,    200.7,2.0,    76.20,2.0,    34.21,2.0,    34.21,     2.24,2.0,    1.567,2.0,    0.784,2.0,    0.140,2.0,   2249.0,2.0,   2327.7,2.0,   1.3410,2.0
1778,09AR20011029, SR03,83.0,1.0,21.0,21.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,    150.2,   1.8040,  34.6110,2.0,  34.6100,2.0,    194.3,2.0,    183.6,2.0,    81.90,2.0,    34.03,2.0,    34.03,     2.24,2.0,    0.821,2.0,    0.404,2.0,    0.060,2.0,   2255.0,2.0,   2333.2,2.0,   1.7970,2.0
1779,09AR20011029, SR03,83.0,1.0,20.0,20.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,    199.9,   1.5650,  34.6120,2.0,  34.6100,2.0,    190.7,2.0,    192.6,2.0,    80.90,2.0,    33.59,2.0,    33.59,     2.20,2.0,    1.033,2.0,    0.516,2.0,    0.080,2.0,   2251.3,2.0,   2334.2,2.0,   1.5550,2.0
1780,09AR20011029, SR03,83.0,1.0,19.0,19.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,    299.3,   1.7330,  34.6680,2.0,  34.6660,2.0,    187.6,2.0,    188.8,2.0,    83.70,2.0,    33.02,2.0,    33.02,     2.15,2.0,    0.654,2.0,    0.322,2.0,    0.060,2.0,   2252.6,2.0,   2338.8,2.0,   1.7180,2.0
1781,09AR20011029, SR03,83.0,1.0,18.0,218.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,    399.8,   1.7100,  34.6940,2.0,  34.6930,2.0,    193.7,2.0,    192.3,2.0,    85.10,2.0,    32.37,2.0,    32.37,     2.11,2.0,    0.538,2.0,    0.266,2.0,    0.040,2.0,   2250.5,2.0,   2340.9,2.0,   1.6890,2.0
1782,09AR20011029, SR03,83.0,1.0,17.0,17.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,    499.7,   1.7630,  34.7190,2.0,  34.7190,2.0,    194.6,2.0,    193.7,2.0,    86.80,2.0,    31.76,2.0,    31.76,     2.07,2.0,    0.353,2.0,    0.173,2.0,    0.030,2.0,   2249.4,2.0,   2343.0,2.0,   1.7360,2.0
1783,09AR20011029, SR03,83.0,1.0,16.0,16.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,    599.8,   1.7100,  34.7280,2.0,  34.7270,2.0,    196.9,2.0,    196.2,2.0,    88.30,2.0,    31.47,2.0,    31.47,     2.05,2.0,    0.309,2.0,    0.149,2.0,    0.020,2.0,   2248.8,2.0,   2345.5,2.0,   1.6780,2.0
1784,09AR20011029, SR03,83.0,1.0,15.0,715.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,    700.3,   1.6100,  34.7320,2.0,  34.7320,2.0,    200.6,2.0,    200.0,2.0,    91.00,2.0,    31.28,2.0,    31.28,     2.04,2.0,    0.307,2.0,    0.152,2.0,    0.030,2.0,   2248.8,2.0,   2346.1,2.0,   1.5720,2.0
1785,09AR20011029, SR03,83.0,1.0,14.0,14.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,    799.6,   1.5520,  34.7370,2.0,  34.7360,2.0,    202.1,2.0,    201.0,2.0,    93.30,2.0,    31.27,2.0,    31.27,     2.03,2.0,    0.251,2.0,    0.120,2.0,    0.020,2.0,   2249.3,2.0,   2347.5,2.0,   1.5080,2.0
1786,09AR20011029, SR03,83.0,1.0,13.0,13.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,    900.0,   1.4630,  34.7360,2.0,  34.7360,2.0,    204.7,2.0,    203.0,2.0,    95.80,2.0,    31.20,2.0,    31.20,     2.03,2.0,    0.242,2.0,    0.117,2.0,    0.020,2.0,   2250.1,2.0,   2350.3,6.0,   1.4140,2.0
1787,09AR20011029, SR03,83.0,1.0,12.0,12.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   1000.2,   1.3370,  34.7290,2.0,  34.7280,2.0,    205.8,2.0,    205.2,2.0,    97.70,2.0,    31.36,2.0,    31.36,     2.05,2.0,    0.337,2.0,    0.169,2.0,    0.020,2.0,   2250.4,6.0,   2349.0,2.0,   1.2820,2.0
1788,09AR20011029, SR03,83.0,1.0,11.0,11.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   1099.8,   1.2530,  34.7280,2.0,  34.7270,2.0,    207.7,2.0,    206.4,2.0,   100.30,2.0,    31.43,2.0,    31.43,     2.05,2.0,    0.307,2.0,    0.149,2.0,    0.020,2.0,   2251.9,2.0,   2350.3,2.0,   1.1920,2.0
1789,09AR20011029, SR03,83.0,1.0,10.0,310.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   1300.0,   1.1050,  34.7220,2.0,  34.7220,2.0,    207.9,2.0,    208.5,2.0,   105.10,2.0,    31.66,2.0,    31.66,     2.07,2.0,    0.284,2.0,    0.140,2.0,    0.020,2.0,   2253.3,2.0,   2352.3,2.0,   1.0330,2.0
1790,09AR20011029, SR03,83.0,1.0,9.0,709.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   1500.2,   0.9690,  34.7170,2.0,  34.7170,2.0,    205.5,2.0,    209.6,2.0,   109.90,2.0,    31.89,2.0,    31.89,     2.09,2.0,    0.243,2.0,    0.121,2.0,    0.020,2.0,   2256.0,2.0,   2354.1,2.0,   0.8850,2.0
1791,09AR20011029, SR03,83.0,1.0,8.0,8.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   1800.3,   0.7160,  34.7040,2.0,  34.7040,2.0,    210.9,2.0,    212.9,2.0,   116.90,2.0,    32.25,2.0,    32.25,     2.12,2.0,    0.288,2.0,    0.143,2.0,    0.020,2.0,   2257.2,2.0,   2355.7,2.0,   0.6140,2.0
1792,09AR20011029, SR03,83.0,1.0,7.0,7.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   2100.5,   0.5050,  34.6950,2.0,  34.6950,2.0,    213.6,2.0,    217.2,2.0,   122.90,2.0,    32.54,2.0,    32.54,     2.14,2.0,    0.280,2.0,    0.138,2.0,    0.020,2.0,   2258.2,2.0,   2355.3,2.0,   0.3840,2.0
1793,09AR20011029, SR03,83.0,1.0,6.0,6.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   2600.7,   0.2400,  34.6840,2.0,  34.6840,2.0,    225.4,2.0,    223.8,2.0,   126.50,2.0,    32.80,2.0,    32.80,     2.16,2.0,    0.487,2.0,    0.243,2.0,    0.030,2.0,   2257.8,2.0,   2354.8,2.0,   0.0850,2.0
1794,09AR20011029, SR03,83.0,1.0,5.0,5.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   2899.8,   0.1210,  34.6790,2.0,  34.6790,2.0,    230.3,2.0,    228.0,2.0,   126.90,2.0,    32.79,2.0,    32.79,     2.15,2.0,    0.663,6.0,    0.324,6.0,    0.040,6.0,   2257.6,2.0,   2354.2,2.0,  -0.0570,2.0
1795,09AR20011029, SR03,83.0,1.0,4.0,4.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   3200.2,  -0.0030,  34.6740,2.0, -999.0000,9.0,    236.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -0.2040,9.0
1796,09AR20011029, SR03,83.0,1.0,3.0,3.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   3499.3,  -0.1330,  34.6640,2.0,  34.6670,2.0,    242.6,2.0,    239.6,2.0,   118.80,2.0,    32.33,2.0,    32.33,     2.14,2.0,    1.564,2.0,    0.762,2.0,    0.120,2.0,   2254.5,2.0,   2350.3,2.0,  -0.3570,2.0
1797,09AR20011029, SR03,83.0,1.0,2.0,2.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   3750.5,  -0.4580,  34.6330,2.0,  34.6360,2.0,    256.6,2.0,    256.6,2.0,   102.80,2.0,    31.89,2.0,    31.89,     2.10,2.0,    2.652,2.0,    1.335,2.0,    0.230,2.0,   2248.0,2.0,   2346.4,6.0,  -0.6970,2.0
1798,09AR20011029, SR03,83.0,1.0,1.0,1.0,2.0,20011124.0,1346.0,-63.3623,139.8695, 3720,  -999.00,   3835.8,  -0.5400,  34.6350,2.0,  34.6380,2.0,    260.2,2.0,    262.7,2.0,    98.40,2.0,    31.77,2.0,    31.77,     2.09,2.0,    2.903,2.0,    1.476,2.0,    0.260,2.0,   2246.3,2.0,   2345.0,2.0,  -0.7850,2.0
1799,09AR20011029, SR03,84.0,1.0,24.0,24.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,      4.5,  -1.6020,  33.9210,3.0,  33.9220,2.0,    370.0,3.0,    358.2,2.0,    43.10,2.0,    28.03,2.0,    28.03,     1.74,2.0,    6.400,2.0,    3.304,2.0,    0.590,2.0,   2164.5,6.0,   2289.0,2.0,  -1.6020,2.0
1800,09AR20011029, SR03,84.0,1.0,23.0,23.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,      4.6,  -1.6090,  33.9180,2.0, -999.0000,9.0,    370.0,3.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.6090,9.0
1801,09AR20011029, SR03,84.0,1.0,22.0,22.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     14.6,  -1.5590,  33.9460,3.0,  33.9290,4.0,    361.9,3.0,    357.9,2.0,    43.30,2.0,    28.12,2.0,    28.12,     1.76,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2164.8,2.0,   2290.2,6.0,  -1.5600,2.0
1802,09AR20011029, SR03,84.0,1.0,21.0,21.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     14.6,  -1.6070,  33.9220,3.0, -999.0000,9.0,    361.9,3.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.6080,9.0
1803,09AR20011029, SR03,84.0,1.0,19.0,19.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     29.6,  -1.5690,  33.9500,4.0, -999.0000,9.0,    356.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2167.8,2.0,   2291.4,2.0,  -1.5700,9.0
1804,09AR20011029, SR03,84.0,1.0,20.0,20.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     29.7,  -1.4980,  33.9650,3.0,  33.9530,4.0,    356.2,2.0,    354.4,2.0,    44.70,2.0,    28.33,2.0,    28.33,     1.79,2.0,    6.211,2.0,    3.174,2.0,    0.570,2.0,   -999.0,9.0,   -999.0,9.0,  -1.4990,2.0
1805,09AR20011029, SR03,84.0,1.0,17.0,17.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     44.6,  -1.4970,  33.9900,2.0, -999.0000,9.0,    354.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.4980,9.0
1806,09AR20011029, SR03,84.0,1.0,18.0,218.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     44.7,  -1.4900,  33.9870,2.0, -999.0000,9.0,    354.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.4910,9.0
1807,09AR20011029, SR03,84.0,1.0,15.0,715.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     60.0,  -1.3970,  34.1230,4.0, -999.0000,9.0,    313.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2188.6,2.0,   2300.7,2.0,  -1.3990,9.0
1808,09AR20011029, SR03,84.0,1.0,16.0,16.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     60.2,  -1.4870,  34.0990,2.0,  34.1190,4.0,    313.7,2.0,    330.1,2.0,    51.40,2.0,    29.86,2.0,    29.86,     1.93,2.0,    5.511,2.0,    2.809,2.0,    0.500,2.0,   -999.0,9.0,   -999.0,9.0,  -1.4890,2.0
1809,09AR20011029, SR03,84.0,1.0,13.0,13.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     74.9,  -0.8070,  34.2370,4.0, -999.0000,9.0,    299.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2209.2,2.0,   2308.3,2.0,  -0.8090,9.0
1810,09AR20011029, SR03,84.0,1.0,14.0,14.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     75.1,  -0.7210,  34.2470,2.0,  34.2410,2.0,    292.7,2.0,    294.5,2.0,    58.20,2.0,    31.63,2.0,    31.63,     2.08,2.0,    4.540,2.0,    2.336,2.0,    0.420,2.0,   -999.0,9.0,   -999.0,9.0,  -0.7230,2.0
1811,09AR20011029, SR03,84.0,1.0,11.0,11.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     89.0,   0.0520,  34.3740,2.0, -999.0000,9.0,    267.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2226.4,2.0,   2316.8,2.0,   0.0490,9.0
1812,09AR20011029, SR03,84.0,1.0,12.0,12.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,     89.3,   0.0660,  34.3740,2.0,  34.3730,2.0,    257.9,2.0,    254.4,2.0,    65.50,2.0,    32.89,2.0,    32.89,     2.15,2.0,    3.336,2.0,    1.703,2.0,    0.310,2.0,   -999.0,9.0,   -999.0,9.0,   0.0630,2.0
1813,09AR20011029, SR03,84.0,1.0,9.0,709.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,    105.5,   0.7230,  34.4620,2.0, -999.0000,9.0,    227.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2239.9,2.0,   2323.4,2.0,   0.7190,9.0
1814,09AR20011029, SR03,84.0,1.0,10.0,310.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,    105.6,   0.7230,  34.4630,2.0,  34.4610,2.0,    227.0,2.0,    224.1,2.0,    72.10,2.0,    33.77,2.0,    33.77,     2.24,2.0,    2.399,2.0,    1.216,2.0,    0.210,2.0,   -999.0,9.0,   -999.0,9.0,   0.7190,2.0
1815,09AR20011029, SR03,84.0,1.0,8.0,8.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,    119.9,   1.1330,  34.5210,2.0,  34.5200,2.0,    205.0,2.0,    205.9,2.0,    75.80,2.0,    34.17,2.0,    34.17,     2.25,2.0,    1.772,2.0,    0.886,2.0,    0.150,2.0,   2247.4,2.0,   2326.8,2.0,   1.1280,2.0
1816,09AR20011029, SR03,84.0,1.0,7.0,7.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,    119.9,   1.1430,  34.5220,2.0, -999.0000,9.0,    205.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   1.1380,9.0
1817,09AR20011029, SR03,84.0,1.0,5.0,5.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,    149.4,   1.2550,  34.5590,3.0, -999.0000,9.0,    205.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2248.1,2.0,   2329.9,2.0,   1.2480,9.0
1818,09AR20011029, SR03,84.0,1.0,6.0,6.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,    149.5,   1.2440,  34.5570,2.0,  34.5610,2.0,    205.5,2.0,    201.1,2.0,    78.20,2.0,    33.87,2.0,    33.87,     2.23,2.0,    1.484,2.0,    0.732,2.0,    0.130,2.0,   -999.0,9.0,   -999.0,9.0,   1.2370,2.0
1819,09AR20011029, SR03,84.0,1.0,4.0,4.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,    199.8,   1.7810,  34.6270,2.0,  34.6250,2.0,    182.4,2.0,    185.6,2.0,    81.50,2.0,    33.75,2.0,    33.75,     2.21,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2253.7,2.0,   2335.0,2.0,   1.7710,2.0
1820,09AR20011029, SR03,84.0,1.0,3.0,3.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,    249.6,   1.8070,  34.6510,2.0,  34.6470,2.0,    184.5,2.0,    186.9,2.0,    82.70,2.0,    33.36,2.0,    33.36,     2.18,2.0,    0.700,2.0,    0.341,2.0,    0.060,2.0,   2252.6,2.0,   2336.8,2.0,   1.7940,2.0
1821,09AR20011029, SR03,84.0,1.0,2.0,2.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,    300.3,   1.7590,  34.6710,3.0,  34.6710,2.0,    188.2,2.0,    188.6,2.0,    84.00,2.0,    32.91,2.0,    32.91,     2.16,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2252.0,2.0,   2337.2,6.0,   1.7440,2.0
1822,09AR20011029, SR03,84.0,1.0,1.0,1.0,2.0,20011124.0,1706.0,-63.3632,139.8855, 3714,  -999.00,    349.6,   1.7400,  34.6810,2.0,  34.6800,2.0,    191.7,2.0,    189.7,2.0,    84.20,2.0,    32.65,2.0,    32.65,     2.14,2.0,    0.580,2.0,    0.284,2.0,    0.050,2.0,   2251.9,6.0,   2339.1,2.0,   1.7220,2.0
1823,09AR20011029, SR03,85.0,1.0,22.0,22.0,2.0,20011124.0,2226.0,-63.897,139.877, 3642,  -999.00,      5.8,  -1.6610,  33.8470,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.6620,9.0
1824,09AR20011029, SR03,85.0,1.0,20.0,20.0,2.0,20011124.0,2226.0,-63.897,139.877, 3642,  -999.00,      5.8,  -1.6680,  33.8460,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.6690,9.0
1825,09AR20011029, SR03,85.0,1.0,24.0,24.0,2.0,20011124.0,2226.0,-63.897,139.877, 3642,  -999.00,      5.9,  -1.6600,  33.8440,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.6610,9.0
1826,09AR20011029, SR03,85.0,1.0,23.0,23.0,2.0,20011124.0,2226.0,-63.897,139.877, 3642,  -999.00,      5.9,  -1.6600,  33.8460,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.6610,9.0
1827,09AR20011029, SR03,85.0,1.0,21.0,21.0,2.0,20011124.0,2226.0,-63.897,139.877, 3642,  -999.00,      5.9,  -1.6680,  33.8480,2.0,  33.8460,2.0,   -999.0,5.0,   -999.0,9.0,    40.70,2.0,    27.45,2.0,    27.45,     1.69,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.6690,2.0
1828,09AR20011029, SR03,85.0,1.0,19.0,19.0,2.0,20011124.0,2226.0,-63.897,139.877, 3642,  -999.00,     25.5,  -1.6820,  33.8520,2.0,  33.8500,2.0,   -999.0,5.0,   -999.0,9.0,    40.80,2.0,    27.47,2.0,    27.47,     1.76,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.6830,2.0
1829,09AR20011029, SR03,85.0,1.0,17.0,17.0,2.0,20011124.0,2226.0,-63.897,139.877, 3642,  -999.00,     51.0,  -1.5150,  34.0660,3.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,    50.10,2.0,    29.47,2.0,    29.47,     1.89,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.5160,2.0
1830,09AR20011029, SR03,85.0,1.0,18.0,218.0,2.0,20011124.0,2226.0,-63.897,139.877, 3642,  -999.00,     51.1,  -1.5080,  34.0710,2.0, -999.0000,9.0,   -999.0,5.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,  -1.5090,9.0
