,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,CHLORA,CHLORA_FLAG_W,PHAEO,PHAEO_FLAG_W,THETA
0,  61TG20030217,  SR03,9.0,1.0,15.0,15.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,      7.8,   0.1260,  33.8680,2.0,  33.8722,2.0,    348.7,2.0,    42.80,2.0,    27.09,2.0,     0.21,2.0,     0.29,2.0,   2159.7,2.0,     0.29,2.0,     0.03,2.0,   0.1257
1,  61TG20030217,  SR03,9.0,1.0,14.0,14.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,     29.8,   0.1130,  33.8720,2.0,-999.0000,9.0,    355.6,2.0,    42.70,2.0,    27.29,2.0,     0.21,2.0,     0.29,2.0,   2159.7,2.0,     0.30,2.0,     0.02,2.0,   0.1120
2,  61TG20030217,  SR03,9.0,1.0,13.0,13.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,     52.9,  -0.3160,  34.3640,2.0,-999.0000,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.3177
3,  61TG20030217,  SR03,9.0,1.0,13.0,13.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,     85.4,   0.1400,  34.4790,2.0,-999.0000,9.0,    252.3,2.0,    71.80,2.0,    32.15,2.0,     0.05,2.0,    -0.01,2.0,   2235.7,2.0,     0.21,2.0,     0.13,2.0,   0.1369
4,  61TG20030217,  SR03,9.0,1.0,12.0,12.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,     99.9,   0.2790,  34.5140,2.0,-999.0000,9.0,    244.7,2.0,    74.20,2.0,    32.08,2.0,     0.02,2.0,    -0.01,2.0,   2239.3,2.0,     0.12,2.0,     0.05,2.0,   0.2752
5,  61TG20030217,  SR03,9.0,1.0,11.0,11.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,    126.6,   0.8030,  34.5800,2.0,-999.0000,9.0,    223.4,2.0,    78.00,2.0,    32.40,2.0,  -999.00,9.0,        0,2.0,   2244.6,2.0,     0.03,2.0,     0.03,2.0,   0.7976
6,  61TG20030217,  SR03,9.0,1.0,10.0,10.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,    151.6,   1.0960,  34.6210,2.0,  34.6258,2.0,    205.5,2.0,    80.10,2.0,    32.20,2.0,  -999.00,9.0,    -0.01,2.0,   2246.8,2.0,     0.01,2.0,     0.02,2.0,   1.0891
7,  61TG20030217,  SR03,9.0,1.0,9.0,9.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,    200.2,   1.3780,  34.6670,2.0,-999.0000,9.0,    196.9,2.0,    83.50,2.0,    32.00,2.0,  -999.00,9.0,    -0.02,2.0,   2249.0,2.0,     0.00,2.0,     0.02,2.0,   1.3683
8,  61TG20030217,  SR03,9.0,1.0,8.0,8.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,    308.4,   1.4840,  34.7040,2.0,  34.7116,2.0,    195.3,2.0,    86.60,2.0,    31.40,2.0,  -999.00,9.0,    -0.03,2.0,   2250.2,2.0,     0.00,2.0,     0.03,2.0,   1.4684
9,  61TG20030217,  SR03,9.0,1.0,7.0,7.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,    511.9,   1.2440,  34.7070,2.0,  34.7129,2.0,    201.7,2.0,    91.40,2.0,    31.10,2.0,  -999.00,9.0,    -0.02,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   1.2183
10,  61TG20030217,  SR03,9.0,1.0,6.0,6.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,    715.6,   1.1580,  34.7170,2.0,-999.0000,9.0,    202.5,2.0,    98.70,2.0,    31.20,2.0,  -999.00,9.0,    -0.02,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   1.1213
11,  61TG20030217,  SR03,9.0,1.0,5.0,5.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,   1012.7,   0.9200,  34.7090,2.0,  34.7201,2.0,    204.9,2.0,   106.50,2.0,    31.50,2.0,  -999.00,9.0,    -0.02,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.8675
12,  61TG20030217,  SR03,9.0,1.0,4.0,4.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,   1523.2,   0.4970,  34.6890,2.0,-999.0000,9.0,    212.1,2.0,   118.20,2.0,    32.30,2.0,  -999.00,9.0,    -0.04,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.4166
13,  61TG20030217,  SR03,9.0,1.0,3.0,3.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,   2026.7,   0.2040,  34.6790,2.0,  34.6835,2.0,    218.6,2.0,   120.80,2.0,    32.31,2.0,    -0.01,2.0,    -0.03,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.0931
14,  61TG20030217,  SR03,9.0,1.0,2.0,2.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,   2536.2,  -0.0280,  34.6720,2.0,  34.6787,2.0,    227.5,2.0,   112.50,2.0,    31.90,2.0,  -999.00,9.0,    -0.04,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.1729
15,  61TG20030217,  SR03,9.0,1.0,1.0,1.0,2.0,20030224.0,1626.0,-65.0,143.0042, 2933,   3006.6,  -0.2260,  34.6630,2.0,  34.6683,2.0,    235.9,2.0,   103.40,2.0,    31.80,2.0,  -999.00,9.0,    -0.03,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.4049
16,  61TG20030217,  SR03,8.0,1.0,24.0,24.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,     11.3,  -0.5110,  34.0530,2.0,-999.0000,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.5113
17,  61TG20030217,  SR03,8.0,1.0,23.0,23.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,     20.9,  -0.5190,  34.0530,2.0,  34.0617,2.0,    342.2,2.0,    50.90,2.0,    27.82,2.0,     0.18,2.0,     -999,9.0,   2177.5,2.0,     0.62,2.0,     0.07,2.0,  -0.5196
18,  61TG20030217,  SR03,8.0,1.0,22.0,22.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,     31.8,  -0.5200,  34.0530,2.0,  34.3250,0.0,    341.2,2.0,    50.90,2.0,    27.82,2.0,     0.18,2.0,     -999,9.0,   2176.1,2.0,     0.65,2.0,     0.09,2.0,  -0.5209
19,  61TG20030217,  SR03,8.0,1.0,21.0,21.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,     39.8,  -0.5190,  34.0530,2.0,  34.0654,2.0,    341.3,2.0,    50.90,2.0,    27.72,2.0,     0.18,2.0,     -999,9.0,   2178.4,2.0,     0.58,2.0,     0.12,2.0,  -0.5202
20,  61TG20030217,  SR03,8.0,1.0,20.0,20.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,     50.4,  -0.5190,  34.0560,2.0,-999.0000,9.0,    341.1,2.0,    50.90,2.0,    27.82,2.0,     0.18,2.0,     -999,9.0,   2177.2,2.0,     0.63,2.0,     0.08,2.0,  -0.5205
21,  61TG20030217,  SR03,8.0,1.0,19.0,19.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,     60.4,  -0.5190,  34.0550,2.0,  34.2515,0.0,    341.7,2.0,    50.80,2.0,    27.72,2.0,     0.18,2.0,     -999,9.0,   2177.2,2.0,     0.61,2.0,     0.10,2.0,  -0.5208
22,  61TG20030217,  SR03,8.0,1.0,18.0,18.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,     82.4,  -0.5410,  34.0760,2.0,  34.0905,2.0,    336.5,2.0,    52.30,2.0,    27.82,2.0,     0.18,2.0,     -999,9.0,   2181.0,2.0,     0.55,2.0,     0.09,2.0,  -0.5435
23,  61TG20030217,  SR03,8.0,1.0,17.0,17.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,    100.5,  -1.1190,  34.2980,2.0,  34.3077,2.0,    321.8,2.0,    63.20,2.0,    28.92,2.0,     0.18,2.0,     -999,9.0,   2206.8,2.0,     0.32,2.0,     0.12,2.0,  -1.1216
24,  61TG20030217,  SR03,8.0,1.0,16.0,16.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,    125.4,  -1.1330,  34.3020,2.0,  34.3128,2.0,    322.4,2.0,    63.20,2.0,    29.02,2.0,     0.18,2.0,     -999,9.0,   2207.2,2.0,     0.33,2.0,     0.12,2.0,  -1.1363
25,  61TG20030217,  SR03,8.0,1.0,5.0,5.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,    133.0,  -1.1290,  34.3000,2.0,-999.0000,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -1.1325
26,  61TG20030217,  SR03,8.0,1.0,15.0,15.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,    152.8,  -1.3860,  34.3830,2.0,  34.3975,2.0,    311.9,2.0,    69.30,2.0,    29.62,2.0,     0.18,2.0,     -999,9.0,   2218.0,2.0,     0.16,2.0,     0.09,2.0,  -1.3897
27,  61TG20030217,  SR03,8.0,1.0,14.0,14.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,    203.1,  -1.4980,  34.4220,2.0,  34.4313,2.0,    302.2,2.0,    72.50,2.0,    30.14,2.0,     0.16,2.0,     -999,9.0,   2222.8,2.0,     0.09,2.0,     0.06,2.0,  -1.5028
28,  61TG20030217,  SR03,8.0,1.0,13.0,13.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,    253.0,  -1.4930,  34.4300,2.0,  34.4388,2.0,    300.8,2.0,    72.70,2.0,    30.35,2.0,     0.15,2.0,     -999,9.0,   2225.4,2.0,     0.06,2.0,     0.05,2.0,  -1.4991
29,  61TG20030217,  SR03,8.0,1.0,12.0,12.0,2.0,20030226.0,12.0,-65.595,140.0433,  676,    302.5,  -1.3280,  34.4680,2.0,  34.4781,2.0,    291.0,2.0,    74.60,2.0,    30.75,2.0,     0.05,2.0,     -999,9.0,   2229.6,2.0,     0.04,2.0,     0.04,2.0,  -1.3359
