,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
938,  740H20090203,  SR01,44.0,1.0,11.0,11.0,2.0,20090218.0,343.0,-62.9401,-63.4501, 4230,    253.0,   1.5840,  34.6198,2.0,  34.6188,2.0,    176.1,    178.9,2.0,    87.79,2.0,    34.27,2.0,     2.28,2.0,   -999.0,9.0,   -999.0,9.0
939,  740H20090203,  SR01,44.0,1.0,12.0,12.0,9.0,20090218.0,343.0,-62.9401,-63.4501, 4230,    253.9,   1.5837,  34.6199,2.0,-999.0000,9.0,    176.2,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
940,  740H20090203,  SR01,44.0,1.0,13.0,13.0,2.0,20090218.0,343.0,-62.9401,-63.4501, 4230,    178.5,   1.1898,  34.5269,2.0,  34.5279,2.0,    192.3,    195.5,2.0,    83.30,2.0,    34.52,2.0,     2.29,2.0,   -999.0,9.0,   -999.0,9.0
941,  740H20090203,  SR01,44.0,1.0,14.0,14.0,9.0,20090218.0,343.0,-62.9401,-63.4501, 4230,    177.8,   1.1873,  34.5264,2.0,-999.0000,9.0,    192.4,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
942,  740H20090203,  SR01,44.0,1.0,15.0,15.0,2.0,20090218.0,343.0,-62.9401,-63.4501, 4230,    127.7,   0.5680,  34.3644,2.0,  34.3652,2.0,    232.4,    233.6,2.0,    75.29,2.0,    33.00,2.0,     2.18,2.0,   -999.0,9.0,   -999.0,9.0
943,  740H20090203,  SR01,44.0,1.0,16.0,16.0,9.0,20090218.0,343.0,-62.9401,-63.4501, 4230,    127.5,   0.5694,  34.3646,2.0,-999.0000,9.0,    232.4,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
944,  740H20090203,  SR01,44.0,1.0,17.0,17.0,2.0,20090218.0,343.0,-62.9401,-63.4501, 4230,     76.7,   0.1168,  34.0989,2.0,  34.0992,2.0,    302.8,    303.8,2.0,    57.86,2.0,    27.91,2.0,     1.93,2.0,   -999.0,9.0,   -999.0,9.0
945,  740H20090203,  SR01,44.0,1.0,18.0,18.0,9.0,20090218.0,343.0,-62.9401,-63.4501, 4230,     77.4,   0.1133,  34.0983,2.0,-999.0000,9.0,    303.6,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
946,  740H20090203,  SR01,44.0,1.0,19.0,19.0,2.0,20090218.0,343.0,-62.9401,-63.4501, 4230,     51.8,   1.1170,  33.9968,2.0,  34.0076,2.0,    320.7,    321.0,3.0,    51.47,2.0,    25.74,2.0,     1.78,2.0,   -999.0,9.0,   -999.0,9.0
947,  740H20090203,  SR01,44.0,1.0,20.0,20.0,9.0,20090218.0,343.0,-62.9401,-63.4501, 4230,     51.7,   1.1387,  34.0013,2.0,-999.0000,9.0,    321.7,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
948,  740H20090203,  SR01,44.0,1.0,21.0,21.0,2.0,20090218.0,343.0,-62.9401,-63.4501, 4230,     27.4,   2.4102,  33.9361,2.0,  33.9359,2.0,    317.8,    319.0,2.0,    46.81,2.0,    23.84,2.0,     1.62,2.0,   -999.0,9.0,   -999.0,9.0
949,  740H20090203,  SR01,44.0,1.0,22.0,22.0,9.0,20090218.0,343.0,-62.9401,-63.4501, 4230,     26.4,   2.4195,  33.9357,2.0,-999.0000,9.0,    317.6,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
950,  740H20090203,  SR01,44.0,1.0,23.0,23.0,2.0,20090218.0,343.0,-62.9401,-63.4501, 4230,     11.3,   2.4236,  33.9354,2.0,  33.9383,2.0,    318.0,    318.0,2.0,    46.90,2.0,    23.99,2.0,     1.63,2.0,   -999.0,9.0,   -999.0,9.0
951,  740H20090203,  SR01,44.0,1.0,24.0,24.0,2.0,20090218.0,343.0,-62.9401,-63.4501, 4230,      6.4,   2.4206,  33.9354,2.0,  33.9355,2.0,    317.9,    317.9,2.0,    46.62,2.0,    23.75,2.0,     1.65,2.0,   -999.0,9.0,   -999.0,9.0
952,  740H20090203,  SR01,45.0,1.0,1.0,1.0,4.0,20090218.0,551.0,-62.98,-63.3901, 4230,    505.6,   1.4995,  34.7147,2.0,-999.0000,9.0,    182.2,    318.1,4.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
953,  740H20090203,  SR01,45.0,1.0,2.0,2.0,2.0,20090218.0,551.0,-62.98,-63.3901, 4230,    455.9,   1.5197,  34.7073,2.0,  34.7077,2.0,    181.2,    182.7,2.0,    96.84,2.0,    32.40,2.0,     2.19,2.0,   2256.6,2.0,   2358.2,6.0
954,  740H20090203,  SR01,45.0,1.0,3.0,3.0,9.0,20090218.0,551.0,-62.98,-63.3901, 4230,    454.5,   1.5211,  34.7068,2.0,-999.0000,9.0,    181.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
955,  740H20090203,  SR01,45.0,1.0,5.0,5.0,2.0,20090218.0,551.0,-62.98,-63.3901, 4230,    379.9,   1.5951,  34.6888,2.0,  34.6892,2.0,    178.1,    180.7,2.0,    94.09,2.0,    33.23,2.0,     2.21,2.0,   -999.0,9.0,   2359.7,6.0
956,  740H20090203,  SR01,45.0,1.0,6.0,6.0,9.0,20090218.0,551.0,-62.98,-63.3901, 4230,    379.6,   1.5986,  34.6889,2.0,-999.0000,9.0,    178.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
957,  740H20090203,  SR01,45.0,1.0,8.0,8.0,2.0,20090218.0,551.0,-62.98,-63.3901, 4230,    253.3,   1.6390,  34.6485,2.0,  34.6494,2.0,    175.2,    176.7,2.0,    89.52,2.0,    33.82,2.0,     2.25,2.0,   2255.1,2.0,   2351.4,6.0
958,  740H20090203,  SR01,45.0,1.0,9.0,9.0,9.0,20090218.0,551.0,-62.98,-63.3901, 4230,    252.8,   1.6400,  34.6483,2.0,-999.0000,9.0,    175.1,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
959,  740H20090203,  SR01,45.0,1.0,11.0,11.0,2.0,20090218.0,551.0,-62.98,-63.3901, 4230,    177.8,   1.1236,  34.5228,2.0,  34.5205,2.0,    196.7,    199.7,2.0,    84.56,2.0,    33.77,2.0,     2.25,2.0,   2247.5,2.0,   2357.2,3.0
960,  740H20090203,  SR01,45.0,1.0,12.0,12.0,9.0,20090218.0,551.0,-62.98,-63.3901, 4230,    177.1,   1.1029,  34.5193,2.0,-999.0000,9.0,    197.8,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
961,  740H20090203,  SR01,45.0,1.0,14.0,14.0,2.0,20090218.0,551.0,-62.98,-63.3901, 4230,    101.5,   0.4672,  34.3263,2.0,  34.3270,2.0,    242.5,    242.5,2.0,    72.67,2.0,    32.43,2.0,     2.17,2.0,   2225.9,2.0,   2332.7,6.0
962,  740H20090203,  SR01,45.0,1.0,15.0,15.0,9.0,20090218.0,551.0,-62.98,-63.3901, 4230,    100.9,   0.4569,  34.3224,2.0,-999.0000,9.0,    243.3,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
963,  740H20090203,  SR01,45.0,1.0,17.0,17.0,2.0,20090218.0,551.0,-62.98,-63.3901, 4230,     76.6,  -0.0111,  34.1601,2.0,  34.1757,2.0,    284.1,    280.8,2.0,    62.60,2.0,    29.89,2.0,     2.05,2.0,   2205.1,2.0,   2319.3,6.0
964,  740H20090203,  SR01,45.0,1.0,18.0,18.0,9.0,20090218.0,551.0,-62.98,-63.3901, 4230,     76.3,  -0.0188,  34.1588,2.0,-999.0000,9.0,    285.5,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
965,  740H20090203,  SR01,45.0,1.0,19.0,19.0,2.0,20090218.0,551.0,-62.98,-63.3901, 4230,     50.7,   1.3502,  34.0049,2.0,  34.0061,2.0,    316.0,    316.0,2.0,    50.92,2.0,    25.81,2.0,     1.76,2.0,   2171.1,2.0,   2306.1,6.0
966,  740H20090203,  SR01,45.0,1.0,20.0,20.0,9.0,20090218.0,551.0,-62.98,-63.3901, 4230,     50.3,   1.3819,  34.0035,2.0,-999.0000,9.0,    316.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
967,  740H20090203,  SR01,45.0,1.0,21.0,21.0,2.0,20090218.0,551.0,-62.98,-63.3901, 4230,     25.8,   2.3228,  33.9368,2.0,  33.9376,2.0,    318.5,    319.2,2.0,    48.88,2.0,    24.66,2.0,     1.67,2.0,   2156.9,2.0,   2299.8,6.0
968,  740H20090203,  SR01,45.0,1.0,22.0,22.0,9.0,20090218.0,551.0,-62.98,-63.3901, 4230,     24.7,   2.3244,  33.9370,2.0,-999.0000,9.0,    318.3,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
969,  740H20090203,  SR01,45.0,1.0,23.0,23.0,2.0,20090218.0,551.0,-62.98,-63.3901, 4230,      4.9,   2.3284,  33.9361,2.0,  33.9367,2.0,    318.2,    319.4,2.0,    48.90,2.0,    24.63,2.0,     1.67,2.0,   2156.8,2.0,   2305.7,6.0
970,  740H20090203,  SR01,45.0,1.0,24.0,24.0,9.0,20090218.0,551.0,-62.98,-63.3901, 4230,      4.9,   2.3298,  33.9361,2.0,-999.0000,9.0,    318.2,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
971,  740H20090203,  SR01,46.0,1.0,1.0,1.0,2.0,20090218.0,820.0,-63.15,-63.2001, 2045,    470.3,   1.3661,  34.7141,2.0,  34.7137,2.0,    185.0,    187.3,2.0,   101.16,2.0,    32.01,2.0,     2.17,2.0,   2259.6,2.0,   2362.5,6.0
972,  740H20090203,  SR01,46.0,1.0,2.0,2.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,    470.5,   1.3601,  34.7153,2.0,-999.0000,9.0,    185.1,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
973,  740H20090203,  SR01,46.0,1.0,3.0,3.0,2.0,20090218.0,820.0,-63.15,-63.2001, 2045,    420.4,   1.4583,  34.6669,2.0,  34.6681,2.0,    181.3,    182.7,2.0,    96.34,2.0,    32.58,2.0,     2.24,2.0,   2260.8,2.0,   2359.8,6.0
974,  740H20090203,  SR01,46.0,1.0,4.0,4.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,    420.0,   1.4583,  34.6666,2.0,-999.0000,9.0,    181.4,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
975,  740H20090203,  SR01,46.0,1.0,5.0,5.0,2.0,20090218.0,820.0,-63.15,-63.2001, 2045,    379.9,   1.4257,  34.6478,2.0,  34.6486,2.0,    182.9,    183.3,2.0,    93.87,2.0,    32.83,2.0,     2.23,2.0,   2256.3,2.0,   2354.5,6.0
976,  740H20090203,  SR01,46.0,1.0,6.0,6.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,    380.1,   1.4284,  34.6487,2.0,-999.0000,9.0,    183.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
977,  740H20090203,  SR01,46.0,1.0,7.0,7.0,2.0,20090218.0,820.0,-63.15,-63.2001, 2045,    253.5,   1.1705,  34.5556,2.0,  34.5584,2.0,    197.0,    197.5,2.0,    87.39,2.0,    32.71,2.0,     2.22,2.0,   2252.9,2.0,   2344.4,6.0
978,  740H20090203,  SR01,46.0,1.0,8.0,8.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,    253.7,   1.1717,  34.5560,2.0,-999.0000,9.0,    196.9,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
979,  740H20090203,  SR01,46.0,1.0,9.0,9.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,    177.4,   0.8068,  34.4365,2.0,-999.0000,9.0,    220.9,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
980,  740H20090203,  SR01,46.0,1.0,10.0,10.0,2.0,20090218.0,820.0,-63.15,-63.2001, 2045,    178.3,   0.8001,  34.4344,2.0,  34.4368,2.0,    221.7,    221.3,2.0,    80.45,2.0,    32.31,2.0,     2.18,2.0,   2231.4,2.0,   2336.9,6.0
981,  740H20090203,  SR01,46.0,1.0,11.0,11.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,    177.9,   0.7994,  34.4342,2.0,-999.0000,9.0,    221.6,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
982,  740H20090203,  SR01,46.0,1.0,12.0,12.0,2.0,20090218.0,820.0,-63.15,-63.2001, 2045,    101.5,   0.8023,  34.2417,2.0,  34.2424,2.0,    265.7,    259.3,2.0,    67.26,2.0,    29.47,2.0,     2.01,2.0,   2210.5,2.0,   2324.7,6.0
983,  740H20090203,  SR01,46.0,1.0,13.0,13.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,    102.0,   0.8073,  34.2406,2.0,-999.0000,9.0,    266.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
984,  740H20090203,  SR01,46.0,1.0,14.0,14.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,    102.0,   0.7953,  34.2371,2.0,-999.0000,9.0,    266.6,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
985,  740H20090203,  SR01,46.0,1.0,15.0,15.0,2.0,20090218.0,820.0,-63.15,-63.2001, 2045,     76.3,   0.9662,  34.1487,2.0,  34.1528,2.0,    286.8,    287.1,2.0,    60.69,2.0,    27.95,2.0,     1.91,2.0,   2197.0,2.0,   2320.9,6.0
986,  740H20090203,  SR01,46.0,1.0,16.0,16.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,     76.1,   0.9667,  34.1487,2.0,-999.0000,9.0,    286.7,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
987,  740H20090203,  SR01,46.0,1.0,17.0,17.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,     76.5,   0.9747,  34.1480,2.0,-999.0000,9.0,    287.2,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
988,  740H20090203,  SR01,46.0,1.0,18.0,18.0,2.0,20090218.0,820.0,-63.15,-63.2001, 2045,     51.6,   2.2939,  33.9531,2.0,  33.9546,2.0,    316.2,    316.2,2.0,    48.49,2.0,    24.13,2.0,     1.64,2.0,   2156.4,2.0,   2304.7,6.0
989,  740H20090203,  SR01,46.0,1.0,19.0,19.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,     51.4,   2.3093,  33.9489,2.0,-999.0000,9.0,    315.7,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
990,  740H20090203,  SR01,46.0,1.0,20.0,20.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,     51.2,   2.3145,  33.9475,2.0,-999.0000,9.0,    315.9,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
991,  740H20090203,  SR01,46.0,1.0,21.0,21.0,2.0,20090218.0,820.0,-63.15,-63.2001, 2045,     25.6,   2.3410,  33.9328,2.0,  33.9384,2.0,    316.3,    316.5,2.0,    48.23,2.0,    24.35,2.0,     1.64,2.0,   2157.9,2.0,   2307.8,6.0
992,  740H20090203,  SR01,46.0,1.0,22.0,22.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,     25.7,   2.3419,  33.9326,2.0,-999.0000,9.0,    316.6,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
993,  740H20090203,  SR01,46.0,1.0,23.0,23.0,2.0,20090218.0,820.0,-63.15,-63.2001, 2045,      5.6,   2.3380,  33.9329,2.0,  33.9332,2.0,    316.3,    317.5,2.0,    48.36,2.0,    24.24,2.0,     1.64,2.0,   2159.9,2.0,   2305.9,6.0
994,  740H20090203,  SR01,46.0,1.0,24.0,24.0,9.0,20090218.0,820.0,-63.15,-63.2001, 2045,      5.7,   2.3386,  33.9329,2.0,-999.0000,9.0,    316.3,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
995,  740H20090203,  SR01,47.0,1.0,1.0,1.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    697.8,   1.5576,  34.6974,2.0,  34.6866,2.0,    177.8,    185.0,2.0,    96.63,2.0,    32.24,2.0,     2.20,2.0,   2259.5,2.0,   2351.7,6.0
996,  740H20090203,  SR01,47.0,1.0,2.0,2.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    647.1,   1.5017,  34.6839,2.0,  34.6866,2.0,    180.4,    181.1,2.0,    96.04,2.0,    32.66,2.0,     2.21,2.0,   2259.4,2.0,   2349.6,6.0
997,  740H20090203,  SR01,47.0,1.0,3.0,3.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    647.4,   1.4986,  34.6828,2.0,-999.0000,9.0,    180.5,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
998,  740H20090203,  SR01,47.0,1.0,4.0,4.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    506.1,   1.4065,  34.6615,2.0,  34.6616,2.0,    184.8,    185.5,2.0,    93.15,2.0,    32.82,2.0,     2.20,2.0,   2258.5,2.0,   2349.7,6.0
999,  740H20090203,  SR01,47.0,1.0,5.0,5.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    379.2,   1.3409,  34.6335,2.0,  34.6364,2.0,    187.8,    189.2,2.0,    92.14,2.0,    32.61,2.0,     2.23,2.0,   2258.2,2.0,   2349.3,6.0
1000,  740H20090203,  SR01,47.0,1.0,6.0,6.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    379.2,   1.3407,  34.6334,2.0,-999.0000,9.0,    187.8,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1001,  740H20090203,  SR01,47.0,1.0,7.0,7.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    252.4,   1.0662,  34.5281,2.0,  34.5285,2.0,    201.6,    202.4,2.0,    84.79,2.0,    33.39,2.0,     2.23,2.0,   2250.2,2.0,   2343.5,6.0
1002,  740H20090203,  SR01,47.0,1.0,8.0,8.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    252.3,   1.0662,  34.5280,2.0,-999.0000,9.0,    201.6,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1003,  740H20090203,  SR01,47.0,1.0,9.0,9.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    176.9,   0.7687,  34.4430,2.0,-999.0000,9.0,    214.2,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1004,  740H20090203,  SR01,47.0,1.0,10.0,10.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    177.0,   0.7688,  34.4432,2.0,  34.4440,2.0,    214.0,    214.4,2.0,    80.90,2.0,    33.46,2.0,     2.23,2.0,   2246.6,2.0,   2338.8,6.0
1005,  740H20090203,  SR01,47.0,1.0,11.0,11.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    176.7,   0.7681,  34.4429,2.0,-999.0000,9.0,    214.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1006,  740H20090203,  SR01,47.0,1.0,12.0,12.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    100.1,   0.0271,  34.1793,2.0,  34.1773,2.0,    280.5,    280.8,2.0,    64.86,2.0,    30.12,2.0,     2.06,2.0,   2211.5,2.0,   2320.7,6.0
1007,  740H20090203,  SR01,47.0,1.0,13.0,13.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    100.4,   0.0267,  34.1796,2.0,-999.0000,9.0,    280.5,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1008,  740H20090203,  SR01,47.0,1.0,14.0,14.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,    100.6,   0.0267,  34.1790,2.0,-999.0000,9.0,    280.4,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1009,  740H20090203,  SR01,47.0,1.0,15.0,15.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,     76.2,   0.0679,  34.0804,2.0,  34.0819,2.0,    308.9,    309.5,2.0,    56.19,2.0,    27.69,2.0,     1.90,2.0,   2192.1,2.0,   2319.3,6.0
1010,  740H20090203,  SR01,47.0,1.0,16.0,16.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,     76.3,   0.0770,  34.0793,2.0,-999.0000,9.0,    309.1,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1011,  740H20090203,  SR01,47.0,1.0,17.0,17.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,     75.8,   0.0716,  34.0801,2.0,-999.0000,9.0,    309.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1012,  740H20090203,  SR01,47.0,1.0,18.0,18.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,     50.5,   1.5351,  34.0325,2.0,  34.0318,2.0,    312.6,    313.0,2.0,    54.03,2.0,    25.67,2.0,     1.77,2.0,   2176.0,2.0,   2315.1,6.0
1013,  740H20090203,  SR01,47.0,1.0,19.0,19.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,     50.7,   1.5004,  34.0346,2.0,-999.0000,9.0,    313.4,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1014,  740H20090203,  SR01,47.0,1.0,20.0,20.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,     50.8,   1.5058,  34.0343,2.0,-999.0000,9.0,    312.7,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1015,  740H20090203,  SR01,47.0,1.0,21.0,21.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,     25.7,   2.2159,  33.9876,2.0,  33.9875,2.0,    313.6,    314.0,2.0,    51.56,2.0,    25.42,2.0,     1.68,2.0,   2166.3,2.0,   2313.3,6.0
1016,  740H20090203,  SR01,47.0,1.0,22.0,22.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,     25.7,   2.2141,  33.9876,2.0,-999.0000,9.0,    313.5,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1017,  740H20090203,  SR01,47.0,1.0,23.0,23.0,2.0,20090218.0,1152.0,-63.48,-63.1699, 2045,      5.2,   2.3123,  33.9732,2.0,  33.9734,2.0,    314.7,   -999.0,9.0,    50.55,2.0,    24.72,2.0,     1.64,2.0,   2160.4,2.0,   2313.4,6.0
1018,  740H20090203,  SR01,47.0,1.0,24.0,24.0,9.0,20090218.0,1152.0,-63.48,-63.1699, 2045,      5.5,   2.3137,  33.9731,2.0,-999.0000,9.0,    314.9,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1019,  740H20090203,  SR01,48.0,1.0,1.0,1.0,9.0,20090218.0,1524.0,-63.8101,-63.12,  505,    444.8,   1.5628,  34.7113,2.0,-999.0000,9.0,    176.5,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1020,  740H20090203,  SR01,48.0,1.0,2.0,2.0,2.0,20090218.0,1524.0,-63.8101,-63.12,  505,    445.1,   1.5629,  34.7114,2.0,  34.7147,2.0,    176.6,    180.1,2.0,   102.37,2.0,    32.74,2.0,     2.24,2.0,   2262.1,2.0,   2363.0,6.0
1021,  740H20090203,  SR01,48.0,1.0,3.0,3.0,2.0,20090218.0,1524.0,-63.8101,-63.12,  505,    394.5,   1.5600,  34.7114,2.0,  34.7124,2.0,    176.3,    177.7,2.0,   102.59,2.0,    32.68,2.0,     2.24,2.0,   2262.8,2.0,   2363.8,6.0
1022,  740H20090203,  SR01,48.0,1.0,4.0,4.0,9.0,20090218.0,1524.0,-63.8101,-63.12,  505,    394.7,   1.5596,  34.7115,2.0,-999.0000,9.0,    176.2,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1023,  740H20090203,  SR01,48.0,1.0,5.0,5.0,2.0,20090218.0,1524.0,-63.8101,-63.12,  505,    253.3,   1.6287,  34.6664,2.0,  34.6677,2.0,    174.0,    175.4,2.0,    91.20,2.0,    33.49,2.0,     2.24,2.0,   2265.2,2.0,   2354.1,6.0
1024,  740H20090203,  SR01,48.0,1.0,6.0,6.0,9.0,20090218.0,1524.0,-63.8101,-63.12,  505,    253.4,   1.6293,  34.6665,2.0,-999.0000,9.0,    174.2,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
1025,  740H20090203,  SR01,48.0,1.0,7.0,7.0,2.0,20090218.0,1524.0,-63.8101,-63.12,  505,    177.5,   1.4947,  34.6036,2.0,  34.6048,2.0,    177.3,    179.1,2.0,    86.95,2.0,    33.89,2.0,     2.27,2.0,   2261.9,2.0,   2353.3,6.0
1026,  740H20090203,  SR01,48.0,1.0,8.0,8.0,9.0,20090218.0,1524.0,-63.8101,-63.12,  505,    178.0,   1.4942,  34.6035,2.0,-999.0000,9.0,    177.5,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0
