,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2_TMP,PH_SWS,PH_SWS_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CHLORA,CHLORA_FLAG_W,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,HELIER,DELHE3,DELHE3_FLAG_W,DELHER,NEON,NEON_FLAG_W,NEONER,DELC13,DELC13_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOM443,CDOM443_FLAG_W,CDOM490,CDOM490_FLAG_W,CDOM555,CDOM555_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,THETA
721,  33RO20071215,   P18,151.0,1.0,23.0,12022.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,    500.5,   3.4602,  34.2197,  34.2222,2.0,    230.7,2.0,    235.3,2.0,    30.20,2.0,    31.00,2.0,     0.01,2.0,     2.12,2.0,    3.183,2.0,    1.655,2.0,   0.9082,2.0, -999.000,9.0,   2187.4,2.0,   2290.9,2.0,   -999.0,9.0,     -999,7.6357,2.0,    25.00,     41.7,2.0,    32.14,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8307,2.0,   0.0003,     1.81,2.0,     0.22,    0.000,4.0,   -0.001,  -999.00,9.0,   0.1086,2.0,   0.0736,2.0,   0.0400,2.0,   0.0302,2.0,   0.0187,2.0,   0.0082,2.0,   0.0023,2.0,   0.0139,2.0,   0.0155,2.0,   3.4266
722,  33RO20071215,   P18,151.0,1.0,22.0,12015.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,    600.4,   3.4558,  34.2969,  34.3001,2.0,    216.6,2.0,    212.1,2.0,    38.70,2.0,    32.30,2.0,     0.01,2.0,     2.22,2.0,    2.298,2.0,    1.165,2.0,   0.5683,2.0, -999.000,9.0,   2202.2,2.0,   2307.0,2.0,   -999.0,9.0,     -999,7.6113,2.0,    25.00,     41.1,2.0,    33.38,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8250,2.0,   0.0012,     3.51,2.0,     0.19,    7.865,2.0,    0.009,  -999.00,9.0,   0.0990,2.0,   0.0647,2.0,   0.0327,2.0,   0.0230,2.0,   0.0126,2.0,   0.0037,2.0,  -0.0004,4.0,   0.0159,2.0,   0.0184,2.0,   3.4150
723,  33RO20071215,   P18,151.0,1.0,21.0,12020.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,    699.5,   3.2758,  34.3473,  34.3470,2.0,    201.4,2.0,    200.5,2.0,    46.00,2.0,    33.20,2.0,     0.00,2.0,     2.29,2.0,    1.802,2.0,    0.901,2.0,   0.4251,2.0, -999.000,9.0,   2213.2,2.0,   2311.4,2.0,   -999.0,9.0,     -999,7.5956,2.0,    25.00,     40.9,2.0,    34.46,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8326,2.0,   0.0013,     4.56,2.0,     0.20,    8.287,2.0,    0.027,  -999.00,9.0,   0.0987,2.0,   0.0639,2.0,   0.0316,2.0,   0.0219,2.0,   0.0116,2.0,   0.0029,2.0,  -0.0010,4.0,   0.0165,2.0,   0.0192,2.0,   3.2286
724,  33RO20071215,   P18,151.0,1.0,20.0,12055.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,    800.8,   3.0731,  34.3947,  34.3966,2.0,    191.1,2.0,    191.7,2.0,    53.40,2.0,    34.00,2.0,     0.00,2.0,     2.35,2.0,    1.346,2.0,    0.674,2.0,   0.2529,2.0, -999.000,9.0,   2225.3,2.0,   2321.3,2.0,   -999.0,9.0,     -999,7.588,2.0,    25.00,     40.4,2.0,    35.31,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1027,2.0,   0.0669,2.0,   0.0329,2.0,   0.0224,2.0,   0.0118,2.0,   0.0029,2.0,  -0.0010,4.0,   0.0168,2.0,   0.0193,2.0,   3.0197
725,  33RO20071215,   P18,151.0,1.0,19.0,12018.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,    898.8,   2.8706,  34.4384,  34.4384,2.0,    183.5,2.0,    184.1,2.0,    59.80,2.0,    34.50,2.0,     0.00,2.0,     2.38,2.0,    1.110,2.0,    0.566,2.0,   0.2356,2.0, -999.000,9.0,   2234.2,2.0,   2320.4,2.0,   -999.0,9.0,     -999,7.5736,2.0,    25.00,     40.0,2.0,    35.89,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8656,2.0,   0.0005,     6.79,2.0,     0.21,    8.191,2.0,    0.018,  -999.00,9.0,   0.1095,2.0,   0.0723,2.0,   0.0361,2.0,   0.0247,2.0,   0.0133,2.0,   0.0039,2.0,  -0.0005,4.0,   0.0165,2.0,   0.0187,2.0,   2.8113
726,  33RO20071215,   P18,151.0,1.0,18.0,12025.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,    999.8,   2.6854,  34.4771,  34.4791,2.0,    179.1,2.0,    178.9,2.0,    65.10,2.0,    34.80,2.0,     0.00,2.0,     2.41,2.0,    0.918,2.0,    0.464,2.0,   0.1612,2.0, -999.000,9.0,   2240.1,2.0,   2325.9,2.0,   -999.0,9.0,     -999,7.5572,2.0,    25.00,     39.6,2.0,    35.88,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1146,2.0,   0.0764,2.0,   0.0386,2.0,   0.0266,2.0,   0.0148,2.0,   0.0046,2.0,   0.0000,4.0,   0.0162,2.0,   0.0182,2.0,   2.6200
727,  33RO20071215,   P18,151.0,1.0,17.0,12016.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   1199.4,   2.4940,  34.5606,  34.5602,2.0,    173.0,2.0,    173.0,2.0,    73.70,2.0,    34.50,2.0,     0.00,2.0,     2.38,2.0,    0.542,2.0,    0.277,2.0,    0.137,2.0, -999.000,9.0,   2249.2,2.0,   2335.6,2.0,   -999.0,9.0,     -999,7.5861,2.0,    25.00,     39.3,2.0,    35.67,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8676,2.0,   0.0011,     9.57,2.0,     0.21,    8.379,2.0,    0.039,  -999.00,9.0,   0.1230,2.0,   0.0831,2.0,   0.0428,2.0,   0.0296,2.0,   0.0173,2.0,   0.0062,2.0,   0.0009,2.0,   0.0158,2.0,   0.0174,2.0,   2.4153
728,  33RO20071215,   P18,151.0,1.0,16.0,12051.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   1399.6,   2.3376,  34.6240,  34.6246,2.0,    173.8,2.0,    174.1,2.0,    78.80,2.0,    33.80,2.0,     0.00,2.0,     2.34,2.0,    0.371,2.0,    0.190,2.0,   0.0923,2.0, -999.000,9.0,   2254.7,2.0,   2343.7,2.0,   -999.0,9.0,     -999,7.5785,2.0,    25.00,     38.7,2.0,    35.55,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1194,2.0,   0.0798,2.0,   0.0395,2.0,   0.0266,2.0,   0.0148,2.0,   0.0043,2.0,  -0.0002,4.0,   0.0167,2.0,   0.0186,2.0,   2.2451
729,  33RO20071215,   P18,151.0,1.0,15.0,12014.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   1597.7,   2.2333,  34.6716,  34.6718,2.0,    176.4,2.0,    176.8,2.0,    82.50,2.0,    33.00,2.0,     0.00,2.0,     2.29,2.0,    0.247,2.0,    0.123,2.0,        0,2.0, -999.000,9.0,   2254.3,6.0,   2347.5,2.0,   -999.0,9.0,     -999,7.581,2.0,    25.00,     39.5,2.0,    34.41,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8772,2.0,   0.0006,     9.78,2.0,     0.20,    8.048,2.0,    0.018,  -999.00,9.0,   0.1228,2.0,   0.0824,2.0,   0.0407,2.0,   0.0275,2.0,   0.0153,2.0,   0.0047,2.0,  -0.0001,4.0,   0.0167,2.0,   0.0186,2.0,   2.1264
730,  33RO20071215,   P18,151.0,1.0,14.0,12013.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   1799.6,   2.1251,  34.7020,  34.7078,2.0,    180.5,2.0,    180.7,2.0,    85.60,2.0,    32.50,2.0,     0.00,2.0,     2.25,2.0,    0.182,2.0,    0.092,2.0,    0.049,2.0, -999.000,9.0,   2255.2,2.0,   2350.9,2.0,   -999.0,9.0,     -999,7.5965,2.0,    25.00,     39.8,3.0,    33.64,3.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1224,2.0,   0.0820,2.0,   0.0403,2.0,   0.0268,2.0,   0.0149,2.0,   0.0046,2.0,   0.0000,4.0,   0.0168,2.0,   0.0188,2.0,   2.0032
731,  33RO20071215,   P18,151.0,1.0,13.0,12012.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   2000.4,   1.9838,  34.7208,  34.7206,2.0,    184.5,2.0,    184.9,2.0,    89.60,2.0,    31.90,2.0,     0.00,2.0,     2.22,2.0,    0.138,2.0,    0.070,2.0,        0,2.0,    0.153,3.0,   2255.3,2.0,   2350.2,2.0,   -999.0,9.0,     -999,7.6029,2.0,    25.00,     39.7,2.0,    33.30,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8881,2.0,   0.0007,    10.42,2.0,     0.19,    8.150,2.0,    0.009,  -999.00,9.0,   0.1247,2.0,   0.0843,2.0,   0.0422,2.0,   0.0282,2.0,   0.0163,2.0,   0.0057,2.0,   0.0007,2.0,   0.0164,2.0,   0.0182,2.0,   1.8472
732,  33RO20071215,   P18,151.0,1.0,12.0,12031.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   2200.1,   1.8289,  34.7302,  34.7296,2.0,    188.4,2.0,    188.6,2.0,    93.60,2.0,    31.60,2.0,     0.00,2.0,     2.20,2.0,    0.131,2.0,    0.066,2.0,        0,2.0,    0.136,3.0,   2255.1,2.0,   2351.9,2.0,   -999.0,9.0,     -999,7.6058,2.0,    25.00,     40.0,2.0,    33.31,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8846,2.0,   0.0005,    10.72,2.0,     0.20,    8.190,2.0,    0.014,  -999.00,9.0,   0.1197,2.0,   0.0800,2.0,   0.0391,2.0,   0.0256,2.0,   0.0142,2.0,   0.0041,2.0,  -0.0001,4.0,   0.0170,2.0,   0.0191,2.0,   1.6778
733,  33RO20071215,   P18,151.0,1.0,11.0,12003.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   2399.6,   1.6776,  34.7329,  34.7322,2.0,    191.5,2.0,    192.3,2.0,    98.00,2.0,    31.60,2.0,     0.00,2.0,     2.19,2.0,    0.117,2.0,    0.057,2.0,        0,2.0,    0.137,3.0,   2254.9,2.0,   2354.1,2.0,   -999.0,9.0,     -999,7.605,2.0,    25.00,     39.0,2.0,    32.73,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8763,2.0,   0.0006,    10.41,2.0,     0.19,    8.053,2.0,    0.018,  -999.00,9.0,   0.1219,2.0,   0.0817,2.0,   0.0401,2.0,   0.0263,2.0,   0.0149,2.0,   0.0048,2.0,   0.0003,3.0,   0.0169,2.0,   0.0189,2.0,   1.5118
734,  33RO20071215,   P18,151.0,1.0,10.0,12032.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   2600.6,   1.5297,  34.7312,  34.7334,2.0,    194.0,2.0,    194.4,2.0,   103.00,2.0,    31.60,2.0,     0.00,2.0,     2.20,2.0,    0.097,2.0,    0.049,2.0,        0,2.0,    0.109,3.0,   2256.7,2.0,   2363.0,2.0,   -999.0,9.0,     -999,7.6053,2.0,    25.00,     39.4,2.0,    32.66,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8791,2.0,   0.0004,    10.47,2.0,     0.20,    8.485,2.0,    0.025,  -999.00,9.0,   0.1190,2.0,   0.0793,2.0,   0.0384,2.0,   0.0250,2.0,   0.0139,2.0,   0.0041,2.0,  -0.0001,4.0,   0.0171,2.0,   0.0193,2.0,   1.3489
735,  33RO20071215,   P18,151.0,1.0,9.0,12002.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   2799.1,   1.4022,  34.7286,  34.7273,2.0,    196.1,2.0,    196.1,2.0,   107.00,2.0,    31.80,2.0,     0.00,2.0,     2.22,2.0,    0.083,2.0,    0.041,2.0,        0,2.0,    0.105,3.0,   2257.8,2.0,   2364.1,2.0,   -999.0,9.0,     -999,7.6154,2.0,    25.00,     39.3,2.0,    32.91,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8902,2.0,   0.0005,    11.18,2.0,     0.20,    8.251,2.0,    0.015,  -999.00,9.0,   0.1218,2.0,   0.0818,2.0,   0.0404,2.0,   0.0266,2.0,   0.0152,2.0,   0.0050,2.0,   0.0004,3.0,   0.0167,2.0,   0.0187,2.0,   1.2060
736,  33RO20071215,   P18,151.0,1.0,8.0,12021.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   3000.1,   1.2734,  34.7248,  34.7248,2.0,    198.3,2.0,    198.9,2.0,   111.20,2.0,    31.90,2.0,     0.00,2.0,     2.22,2.0,    0.081,2.0,    0.041,2.0,        0,2.0,    0.107,3.0,   2258.5,6.0,   2364.5,2.0,   -999.0,9.0,     -999,7.6053,2.0,    25.00,     39.7,2.0,    33.22,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8661,2.0,   0.0007,    10.31,2.0,     0.21,    8.194,2.0,    0.045,  -999.00,9.0,   0.1168,2.0,   0.0774,2.0,   0.0375,2.0,   0.0244,2.0,   0.0135,2.0,   0.0038,2.0,  -0.0002,4.0,   0.0172,2.0,   0.0195,2.0,   1.0613
737,  33RO20071215,   P18,151.0,1.0,7.0,12001.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   3249.5,   1.1274,  34.7202,  34.7251,2.0,    201.4,2.0,    201.7,2.0,   115.80,2.0,    32.10,2.0,     0.00,2.0,     2.23,2.0,    0.097,2.0,    0.051,2.0,        0,2.0,    0.122,3.0,   2259.1,2.0,   2366.4,2.0,   -999.0,9.0,     -999,7.6115,2.0,    25.00,     39.6,3.0,    33.57,3.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8738,2.0,   0.0006,     9.94,2.0,     0.18,    8.151,2.0,    0.009,  -999.00,9.0,   0.1187,2.0,   0.0789,2.0,   0.0386,2.0,   0.0252,2.0,   0.0140,2.0,   0.0039,2.0,  -0.0002,4.0,   0.0170,2.0,   0.0192,2.0,   0.8949
738,  33RO20071215,   P18,151.0,1.0,6.0,12033.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   3500.9,   0.9926,  34.7156,  34.7142,2.0,    203.7,2.0,    204.1,2.0,   120.50,2.0,    32.20,2.0,     0.00,2.0,     2.25,2.0,    0.131,2.0,    0.069,2.0,        0,2.0,    0.154,3.0,   2259.0,2.0,   2363.1,2.0,   -999.0,9.0,     -999,7.6042,2.0,    25.00,     38.4,2.0,    33.56,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8766,2.0,   0.0004,    10.29,2.0,     0.20,    8.182,2.0,    0.011,  -999.00,9.0,   0.1178,2.0,   0.0764,2.0,   0.0363,2.0,   0.0236,2.0,   0.0128,2.0,   0.0036,2.0,  -0.0003,4.0,   0.0175,2.0,   0.0202,2.0,   0.7390
739,  33RO20071215,   P18,151.0,1.0,5.0,12008.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   3749.3,   0.8668,  34.7118,  34.7117,2.0,    205.9,2.0,    207.4,2.0,   125.20,2.0,    32.40,2.0,     0.00,2.0,     2.25,2.0,    0.080,2.0,    0.041,2.0,        0,2.0,    0.116,3.0,   2258.8,2.0,   2365.8,2.0,   -999.0,9.0,     -999,7.6105,2.0,    25.00,     39.1,2.0,    33.64,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.9075,2.0,   0.0007,   -93.58,4.0,     0.19,    8.221,2.0,    0.012,  -999.00,9.0,   0.1169,2.0,   0.0773,2.0,   0.0374,2.0,   0.0242,2.0,   0.0137,2.0,   0.0044,2.0,   0.0004,3.0,   0.0171,2.0,   0.0194,2.0,   0.5915
740,  33RO20071215,   P18,151.0,1.0,4.0,12009.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   3994.2,   0.7148,  34.7078,  34.7080,2.0,    209.1,2.0,    209.7,2.0,   128.40,6.0,    32.70,6.0,     0.00,6.0,     2.26,2.0,    0.169,2.0,    0.087,2.0,   0.0423,6.0,    0.195,3.0,   2260.3,2.0,   2360.3,2.0,   -999.0,9.0,     -999,7.6026,2.0,    25.00,     39.9,2.0,    34.41,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8874,2.0,   0.0006,     9.78,2.0,     0.19,    8.151,2.0,    0.026,  -999.00,9.0,   0.1128,2.0,   0.0736,2.0,   0.0345,2.0,   0.0220,2.0,   0.0117,2.0,   0.0030,2.0,  -0.0005,4.0,   0.0178,2.0,   0.0204,2.0,   0.4185
741,  33RO20071215,   P18,151.0,1.0,3.0,12006.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   4248.9,   0.6120,  34.7064,  34.7085,2.0,    211.5,2.0,    211.1,2.0,   133.00,6.0,    32.80,6.0,     0.00,6.0,     2.27,2.0,    0.193,2.0,    0.100,2.0,        0,2.0,    0.209,3.0,   2262.3,2.0,   2362.1,2.0,   -999.0,9.0,     -999,7.6047,2.0,    25.00,     39.6,2.0,    34.11,2.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,   0.1139,2.0,   0.0746,2.0,   0.0353,2.0,   0.0226,2.0,   0.0124,2.0,   0.0034,2.0,  -0.0002,4.0,   0.0176,2.0,   0.0201,2.0,   0.2918
742,  33RO20071215,   P18,151.0,1.0,2.0,12007.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   4449.5,   0.5945,  34.7057,  34.7053,2.0,    212.4,2.0,    212.0,2.0,   133.80,6.0,    32.80,6.0,     0.00,6.0,     2.27,2.0,    0.264,3.0,    0.139,3.0,        0,2.0,    0.305,3.0,   2261.9,2.0,   2363.9,2.0,   -999.0,9.0,     -999,7.6069,2.0,    25.00,     39.0,2.0,    34.23,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.8943,2.0,   0.0005,     9.65,2.0,     0.20,    8.374,2.0,    0.016,  -999.00,9.0,   0.1149,2.0,   0.0752,2.0,   0.0355,2.0,   0.0227,2.0,   0.0122,2.0,   0.0032,2.0,  -0.0003,4.0,   0.0177,2.0,   0.0202,2.0,   0.2532
743,  33RO20071215,   P18,151.0,1.0,1.0,12035.0,2.0,20080207.0,2304.0,-58.756,-102.99, 4471,   4563.4,   0.5728,  34.7051,  34.7055,2.0,    213.0,2.0,    213.5,2.0,   134.90,2.0,    32.70,2.0,     0.01,2.0,     2.27,2.0,    0.211,6.0,    0.107,6.0,        0,6.0,    0.230,3.0,   2263.3,6.0,   2374.1,4.0,   -999.0,9.0,     -999,7.6,2.0,    25.00,     40.3,2.0,    34.31,2.0,  -999.00,9.0, -999.000,9.0, -999.000,   1.9292,2.0,   0.0004,     9.51,2.0,     0.21,    8.577,2.0,    0.025,  -999.00,9.0,   0.1170,2.0,   0.0769,2.0,   0.0368,2.0,   0.0236,2.0,   0.0130,2.0,   0.0038,2.0,   0.0000,4.0,   0.0175,2.0,   0.0199,2.0,   0.2196
744,  33RO20071215,   P18,152.0,1.0,36.0,12017.0,2.0,20080208.0,622.0,-59.2502,-103.0, 4750,      5.1,   5.4167,  33.9918,  33.9899,2.0,    307.5,2.0,    308.7,2.0,     3.60,2.0,    22.20,2.0,     0.21,2.0,     1.56,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2119.4,6.0,   2282.1,2.0,   -999.0,9.0,     -999,7.7747,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   5.4163
745,  33RO20071215,   P18,152.0,1.0,35.0,12029.0,2.0,20080208.0,622.0,-59.2502,-103.0, 4750,     15.4,   5.4175,  33.9918,  33.9912,2.0,    307.9,2.0,    308.5,2.0,     3.60,2.0,    22.10,2.0,     0.21,2.0,     1.56,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2119.1,2.0,   2271.9,2.0,   -999.0,9.0,     -999,7.7679,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   5.4163
746,  33RO20071215,   P18,152.0,1.0,34.0,12049.0,2.0,20080208.0,622.0,-59.2502,-103.0, 4750,     33.3,   5.4186,  33.9923,  33.9912,2.0,    308.6,2.0,    307.9,2.0,     3.60,2.0,    22.30,2.0,     0.21,2.0,     1.56,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,     -999,-999.0,9.0,  -999.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   5.4160
747,  33RO20071215,   P18,152.0,1.0,33.0,12027.0,2.0,20080208.0,622.0,-59.2502,-103.0, 4750,     57.5,   5.2880,  33.9884,  33.9880,2.0,    307.6,2.0,    307.9,2.0,     3.70,2.0,    22.30,2.0,     0.20,2.0,     1.57,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2119.7,2.0,   2272.3,2.0,   -999.0,9.0,     -999,7.7687,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   5.2835
748,  33RO20071215,   P18,152.0,1.0,32.0,12023.0,2.0,20080208.0,622.0,-59.2502,-103.0, 4750,     82.7,   5.2337,  33.9875,  33.9973,2.0,    308.0,2.0,    307.1,2.0,     4.20,2.0,    22.40,2.0,     0.21,2.0,     1.59,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,     -999,-999.0,9.0,  -999.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   5.2273
749,  33RO20071215,   P18,152.0,1.0,31.0,12037.0,2.0,20080208.0,622.0,-59.2502,-103.0, 4750,    107.1,   4.3768,  34.0250,  34.0289,2.0,    307.6,2.0,    306.6,2.0,     8.10,2.0,    23.50,2.0,     0.34,2.0,     1.71,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2134.2,2.0,   2276.2,2.0,   -999.0,9.0,     -999,7.7414,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   4.3692
750,  33RO20071215,   P18,152.0,1.0,30.0,12036.0,2.0,20080208.0,622.0,-59.2502,-103.0, 4750,    132.7,   4.5350,  34.1255,  34.1184,2.0,    289.8,2.0,    288.6,2.0,    11.10,2.0,    24.90,2.0,     0.01,2.0,     1.73,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,     -999,-999.0,9.0,  -999.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   4.5254
751,  33RO20071215,   P18,152.0,1.0,29.0,12044.0,2.0,20080208.0,622.0,-59.2502,-103.0, 4750,    167.1,   4.0840,  34.0931,  34.0935,2.0,    291.4,2.0,    291.2,2.0,    12.00,2.0,    25.50,2.0,     0.01,2.0,     1.77,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0, -999.000,9.0,   2143.3,2.0,   2276.7,2.0,   -999.0,9.0,     -999,7.7156,2.0,    25.00,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   4.0724
